"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18116152243916304,17841405688144679,rivalobrasil,"Rivalo Brasil","OS JOGADORES DO @juventussaf CONSEGUIRAM ADIVINHAR DE QUEM É O CABELO? 🤔

Comenta aí quem devia entrar no próximo desafio 👇
#MudeParaRivalo 🔁",87,"07/27/2026 08:13",https://www.instagram.com/reel/DbTQguESIVh/,"Reel do Instagram",,Total,20394,14085,210,4,1,0,0
18099803285194093,17841400074692954,paulistao,Paulistão,"ENCERRANDO A RODADA!
Grêmio Prudente e Bandeirante fazem o úlitmo jogo da segunda rodada da Copa Paulista Rivalo nessa segunda-feira!
#CopaPaulistaRivalo",0,"07/27/2026 08:00",https://www.instagram.com/p/DbTJ_DPj-3y/,"Imagem do Instagram",,Total,13839,8701,72,3,1,0,0
18117664769493077,17841400074692954,paulistao,Paulistão,"ALERTA DE JOGÃO!
Guarani e Inter de Limeira fazem mais um #DueloPaulista na @cbfseriec. Quem vai levar a melhor?
#PaulistasEmCampo",0,"07/27/2026 06:00",https://www.instagram.com/p/DbS8Q30liDy/,"Imagem do Instagram",,Total,33706,19969,448,28,2,38,6
17918440530199926,17841400074692954,paulistao,Paulistão,"Ponto final em mais um domingo de futebol.
#PaulistasEmCampo",0,"07/26/2026 17:47",https://www.instagram.com/p/DbRthLFDHKk/,"Imagem do Instagram",,Total,49066,29793,629,37,1,7,8
18432240049127694,17841400074692954,paulistao,Paulistão,"Com o placar definido no segundo tempo, o Palmeiras acabou superado pelo Atlético-MG.
#PaulistasEmCampo
📷Cesar Greco/Palmeiras",0,"07/26/2026 17:26",https://www.instagram.com/p/DbRrI9pjAmf/,"Imagem do Instagram",,Total,33817,20877,518,74,0,42,1
18337714255267102,17841400074692954,paulistao,Paulistão,"CONHECE O CAMINHO!
Seja no Brasileirão ou na Copa do Brasil, se tem São Paulo e Flamengo no Maraca, o Calleri guarda!
#FutebolPaulista
🎥ge",42,"07/26/2026 17:13",https://www.instagram.com/reel/DbRpaxIt8Xo/,"Reel do Instagram",,Total,396701,273124,14821,1870,97,172,241
17938847706297150,17841400074692954,paulistao,Paulistão,"FOI BUSCAR!
O São Paulo saiu atrás do marcador, mas conseguiu buscar o empate no Maracanã.
#PaulistasEmCampo
📷Rubens Chiri/São Paulo",0,"07/26/2026 16:49",https://www.instagram.com/p/DbRm8VfCXAy/,"Imagem do Instagram",,Total,24527,13298,530,17,0,7,8
18094860647627312,17841400074692954,paulistao,Paulistão,"GOLEADA DO TIGRE!
Novorizontino encerra sequencias sem vitória em grande estilo!
#PaulistasEmCampo
📷Ozzair Jr/Novorizontino",0,"07/26/2026 16:40",https://www.instagram.com/p/DbRl5ImG5_f/,"Imagem do Instagram",,Total,34681,20063,564,10,0,0,2
18150542944490236,17841400074692954,paulistao,Paulistão,"SEM GOLS!
A rede não balançou em Bragança Paulista.
#PauilistasEmCampo
📷Ari Ferreira/Red Bull Bragantino",0,"07/26/2026 16:37",https://www.instagram.com/p/DbRlhHUlYM9/,"Imagem do Instagram",,Total,22642,11138,122,3,0,0,1
18130690453722816,17841400738755454,baamaia,"Bárbara Maia 🧿","Ovacionado pela torcida!

#dudu #palmeiras #nubankparque #brasileirao2026",6,"07/26/2026 15:37",https://www.instagram.com/reel/DbRefETx2x5/,"Reel do Instagram",,Total,163515,91190,5447,135,1,58,0
18417688198194742,17841400738755454,baamaia,"Bárbara Maia 🧿","SAUDADES, TORCEDOR? 

Dudu retorna ao Nubank Parque para enfrentar o Palmeiras vestindo a camisa do Atlético-MG. Será a primeira vez que o atacante atua no estádio como adversário desde sua saída do clube.

#dudu #palmeiras #nubankparque #futebol #brasileirao2026",33,"07/26/2026 15:09",https://www.instagram.com/reel/DbRbH05x2VB/,"Reel do Instagram",,Total,85797,60041,2608,28,3,34,0
18105814682113555,17841400074692954,paulistao,Paulistão,"PONTO LÁ!
O Corinthians ficou no empate contra o Bahia.
#PaulistasEmCampo
📷Leticia Martins/Bahia",0,"07/26/2026 14:12",https://www.instagram.com/p/DbRU96zH_KB/,"Imagem do Instagram",,Total,22932,12548,345,14,0,12,4
18101683375905747,17841400074692954,paulistao,Paulistão,"Em um jogo se sete gols, o São Bernardo acabou sofrendo o revés contra o Ceará.
#PaulistasEmCampo
📷Janes Carvalho /Divulgação/São Bernardo",0,"07/26/2026 14:05",https://www.instagram.com/p/DbRUHPcnyK_/,"Imagem do Instagram",,Total,21177,11824,252,5,0,3,1
18336422830264321,17841400074692954,paulistao,Paulistão,"O Ituano foi superado fora de casa.
#PaulistasEmCampo
📷Marco Aurélio Júnior/Divulgação/Ituano",0,"07/26/2026 14:00",https://www.instagram.com/p/DbRThTdn24i/,"Imagem do Instagram",,Total,28039,14599,185,3,0,1,1
18136816078588063,17841400074692954,paulistao,Paulistão,"O empate no Clássico entre Santo André e São Caetano, além das vitórias de Linense e Juventus marcaram o domingo de Copa Paulista Rivalo.
#CopaPaulistaRivalo",0,"07/26/2026 08:34",https://www.instagram.com/p/DbQuS5yH4kd/,"Imagem do Instagram",,Total,15905,8650,197,8,2,3,3
17962284183141361,17841400074692954,paulistao,Paulistão,"CONFRONTO ABERTO!
Fim de papo no jogo de ida da semifinal do Paulista Sub-23 Segunda Divisão. América e Itaquá ficam no empate.
#FutebolPaulista
📷José Luis Silva/Ag. Paulistão",0,"07/26/2026 08:00",https://www.instagram.com/p/DbQqZYwnwy2/,"Imagem do Instagram",,Total,32924,18127,454,29,1,17,2
18609505585030888,17841425643342499,mariliaac1942,"Marília Atlético Clube","QUE GOLAÇO, @vinicios_andrade01 🤌💙🤍

📸 @matheusdahsanfoto 

#VamosMAC #MAC #CopaPaulistaRivalo",0,"07/26/2026 07:07",https://www.instagram.com/p/DbQkGTwxWYW/,"Imagem do Instagram",,Total,23879,11857,302,2,6,5,0
18113403229928352,17841425643342499,mariliaac1942,"Marília Atlético Clube","GOLAAAAÇO DO MAC 🐯🔥

@vinicios_andrade01 marca de falta e empata o placar em Lins. 

Linense 1-1 MAC

#VamosMAC #MAC #Mariliasp #CopaPaulistaRivalo",28,"07/26/2026 06:58",https://www.instagram.com/reel/DbQi9YAxmu8/,"Reel do Instagram",,Total,68594,38529,2147,116,29,46,0
18134326141610209,17841400074692954,paulistao,Paulistão,"DOMINGO CHEIO DE FUTEBOL PAULISTA!
São sete duelos nas séries A, B e C do @brasileirao!
#PaulistasEmCampo",0,"07/26/2026 06:00",https://www.instagram.com/p/DbQXdGrFuMz/,"Imagem do Instagram",,Total,31054,16939,726,27,1,3,17
18101652289912551,17841400074692954,paulistao,Paulistão,"AQUECIMENTO FINALIZADO!
Bora para os primeiros 90 minutos de América e Itaquá na semifinal do Paulista Sub-23 Segunda Divisão!
#FutebolPaulista 
📷José Luis Silva/Ag. Paulistão",0,"07/26/2026 05:50",https://www.instagram.com/p/DbQbiToj83S/,"Carrossel do Instagram",,Total,21260,7142,163,2,0,1,0
18084057491421096,17841400074692954,paulistao,Paulistão,"DOMINGO DE SEMI!
O Teixeirão está pronto para receber o primeiro confronto da semifinal entre América e Itaquá!
#FutebolPaulista
📷José Luis Silva/Ag. Paulistão",0,"07/26/2026 05:04",https://www.instagram.com/p/DbQWMK5n7qA/,"Carrossel do Instagram",,Total,21042,7699,230,3,1,3,2
18118228573807770,17841400074692954,paulistao,Paulistão,"DIA DE SEMIFINAL! 🔥
América e Itaquaquecetuba disputam o jogo de ida da semi do Paulista Sub-23 Segunda Divisão! Quem vence? 👀 #PaulistaSub23SegundaDivisão",0,"07/26/2026 03:30",https://www.instagram.com/p/DbQGSR3lpFC/,"Imagem do Instagram",,Total,27398,16033,246,8,5,3,3
17873026599688694,17841400074692954,paulistao,Paulistão,"PARA COMEÇAR O DOMINGO DAQUELE JEITO!
Assista aos jogos de hoje da #CopaPaulistaRivalo AO VIVO no YouTube!
#CopaPaulistaRivalo",0,"07/26/2026 03:00",https://www.instagram.com/p/DbQC2sYk6Mi/,"Imagem do Instagram",,Total,9366,5545,89,5,0,0,2
18098707985218418,17841400074692954,paulistao,Paulistão,"Assim terminou o sabadão de Copa Paulista Rivalo!
#CopaPaulistaRivalo",0,"07/25/2026 17:19",https://www.instagram.com/p/DbPFl2UETWS/,"Imagem do Instagram",,Total,22681,12755,337,11,0,10,5
17957858816981785,17841400074692954,paulistao,Paulistão,"UM PONTO!
Neymar marca duas vezes e Santos fica no empate com a Chapecoense.
#PaulistasEmCampo
📷Roberto Pessoa/Chapecoense",0,"07/25/2026 16:31",https://www.instagram.com/p/DbPADcDjaO2/,"Imagem do Instagram",,Total,32433,17840,511,36,2,26,4
17900542770499317,17841400074692954,paulistao,Paulistão,"TÁ LÁ!
Pega só o golaço que o Neymar anotou pra cima da Chapecoense!
#PaulistasEmCampo
🎥 geTV",81,"07/25/2026 15:48",https://www.instagram.com/reel/DbO7Ae3COyH/,"Reel do Instagram",,Total,1486250,1069097,68330,2162,463,1821,852
18160135555466882,17841404518850618,saojoseecoficial,"São José Esporte Clube","GOOOOOOOOOOOL DA ÁGUIA!!! 🦅⚽

Neto Oliveira abre o placar para a #ÁguiaDoVale no MONUMENTAL!

📹 @izackamaral_ / SJEC

#vaipelocéudobrasil",14,"07/25/2026 15:22",https://www.instagram.com/reel/DbO39QgJLE0/,"Reel do Instagram",,Total,80299,50006,2360,110,24,33,0
18112687255918449,17841400074692954,paulistao,Paulistão,"NEM LÁ, NEM CÁ!
Ferroviária e Maranhão ficaram no empate pela Série C.
#PaulistasEmCampo
📷Guilherme Moro/Ferroviária",0,"07/25/2026 15:09",https://www.instagram.com/p/DbO2oGyH_bt/,"Imagem do Instagram",,Total,19991,10891,121,3,0,2,0
18410177749155554,17841400074692954,paulistao,Paulistão,"TRÊS PONTOS!
Red Bull Bragantino faz o dever de casa e fica com a vitória pra cima do Atlético-MG!
#ElasEmCampo
📷Fernando Roberto/Red Bull Bragantino",0,"07/25/2026 15:01",https://www.instagram.com/p/DbO1w00n8uX/,"Imagem do Instagram",,Total,27089,14546,162,4,2,2,0
17877545610512132,17841412776137397,flamengoguarulhos,"AA Flamengo Guarulhos","GOOOOOOOOOOOOOOOOOOOOOOL DO FLAMENGO!!! ERICKKKKK!!!

Após cobrança de falta de Luciano, Erick se antecipa a marcação e marca o primeiro gol do Flamengo no Ninho do Corvo!

🎥 @dyanaborges.comunic/Flamengo 

#VoaCorvo #TimeDaCidade #GuarulhosÉRubroNegra",33,"07/25/2026 14:25",https://www.instagram.com/reel/DbOxdQ3AFjp/,"Reel do Instagram",,Total,33574,21067,1172,27,27,21,0
18127563940632310,17841400074692954,paulistao,Paulistão,"Portuguesa luta até o fim, mas sem conseguir reverter a desvantagem do placar agregado, se despede da disputa da Série D.
#PaulistasEmCampo
📷 André Lucas/Portuguesa",0,"07/25/2026 14:12",https://www.instagram.com/p/DbOwI_Mnwis/,"Imagem do Instagram",,Total,28272,15770,602,14,0,136,7
18104357876333619,17841400074692954,paulistao,Paulistão,"LUSA ABRE O PLACAR!
De pênalti, Toró marca o primeiro gol da @portuguesaoficial no jogo ⚽️
#PaulistasEmCampo",16,"07/25/2026 13:45",https://www.instagram.com/reel/DbOs6A7pccQ/,"Reel do Instagram",,Total,108097,76411,2064,23,28,56,13
18134132887622556,17841400074692954,paulistao,Paulistão,"VANTAGEM DO CORVO!
Flamengo vence em casa e sai na frente por um lugar na final do Paulista Sub-23 Segunda Divisão!
#FutebolPaulista
📷Diego Soares/Ag. Paulistão",0,"07/25/2026 13:03",https://www.instagram.com/p/DbOoOPHH6i3/,"Imagem do Instagram",,Total,61757,34506,1128,60,17,39,9
18138462454571930,17841400074692954,paulistao,Paulistão,"SÁBADO DE SEMI!
Tá chegando a hora! Flamengo e Independente se enfrentam logo mais pela ida da semifinal do Paulista Sub-23 Segunda Divisão!
#FutebolPaulista
📷 Diego Soares/Ag. Paulistão",0,"07/25/2026 10:49",https://www.instagram.com/p/DbOY8GlH9j3/,"Carrossel do Instagram",,Total,46545,16640,403,2,5,0,2
18128369932653440,17841400074692954,paulistao,Paulistão,"PLACARES ELÁSTICOS? TEMOS!
Neste século, a Lusa já mostrou que entende bem de goleada. Será que hoje vem mais uma, torcedor? É DIA DE LOTAR O CANINDÉ PARA EMPURRAR A PORTUGUESA 🦁🔥
#PaulistasEmCampo",0,"07/25/2026 10:00",https://www.instagram.com/p/DbOOQZwmqX-/,"Carrossel do Instagram",,Total,97050,43970,1618,29,1,23,32
18098533700158181,17841454473375442,ulissescostatv,"ULISSES TV","É DIA DE DECISÃO NA ULISSES TV! ⚽️

Chegou a hora da semifinal! A bola vai rolar pelo jogo de ida entre Flamengo de Guarulhos e Independente de Limeira, em um duelo que promete muita emoção e vale um passo importante rumo à grande final do Paulistão Sub-23 – Segunda Divisão.

📅 25 de julho
🕒 15h
🏟️ Estádio Antônio Soares de Oliveira

A transmissão começa com aquele pré-jogo especial e, quando a bola rolar, você acompanha tudo ao vivo na tela da Ulisses TV!

🎙️ Narração: @narraito 
🎤 Comentários: @luizademarjr 
🎥 Reportagens: @brunopuzzovio 

#UlissesTV #Paulistão #Bezinha #FlamengoGuarulhos #IndependenteLimeira",0,"07/25/2026 09:08",https://www.instagram.com/p/DbOM20sxaoB/,"Imagem do Instagram",,Total,26543,14829,239,1,2,2,0
18110509903953304,17841400074692954,paulistao,Paulistão,"DIA DE DECISÃO! 😮💨
Flamengo e Independente disputam o primeiro jogo da semifinal do Paulista Sub-23 Segunda Divisão! Quem sai na frente? 👀 #PaulistaSub23SegundaDivisão",0,"07/25/2026 07:00",https://www.instagram.com/p/DbN5hofDuGD/,"Imagem do Instagram",,Total,26481,15004,412,15,5,6,5
18109149016995879,17841400074692954,paulistao,Paulistão,"SÁBADO COM DIREITO À DECISÃO PARA A LUSA! 👀
Qual é a expectativa para o compromisso do seu time hoje, torcedor?
#PaulistasEmCampo",0,"07/25/2026 06:00",https://www.instagram.com/p/DbNyqVZEhAM/,"Imagem do Instagram",,Total,14899,8202,239,3,0,4,4
18380133955163104,17841400074692954,paulistao,Paulistão,"NADA COMO O CANINDÉ...
Em 2022, a Lusa conquistou o acesso e o título do Paulistão A2 Rivalo em jogos emocionantes no Canindé. Agora chegou a hora de fazer de novo 🤩
#PaulistasEmCampo",0,"07/25/2026 05:00",https://www.instagram.com/p/DbNr7hSGpfI/,"Carrossel do Instagram",,Total,25490,10254,445,8,2,10,6
18472918792108262,17841400074692954,paulistao,Paulistão,"COMEÇANDO OS TRABALHOS! 🤩
São quatro confrontos para abrir a segunda rodada da Copa Paulista Rivalo!
#CopaPaulistaRivalo",0,"07/25/2026 05:00",https://www.instagram.com/p/DbNrzCon8HZ/,"Imagem do Instagram",,Total,18107,11372,180,15,1,4,3
18073815143370859,17841400074692954,paulistao,Paulistão,"𝐀 𝐚𝐫𝐪𝐮𝐢𝐛𝐚𝐧𝐜𝐚𝐝𝐚 𝐝𝐨 𝐂𝐚𝐧𝐢𝐧𝐝𝐞́ 𝐞́ 𝐩𝐫𝐚 𝐪𝐮𝐞𝐦 𝐚𝐜𝐫𝐞𝐝𝐢𝐭𝐚. 

Hoje, às 16h, é hora de mostrar o peso da camisa da Lusa.
#PaulistasEmCampo #SérieD #Portuguesa",15,"07/24/2026 20:05",https://www.instagram.com/reel/DbMu0e-ERuN/,"Reel do Instagram",,Total,40944,24367,975,76,19,71,13
18118461431498043,17841400074692954,paulistao,Paulistão,"OS CONFRONTOS DA SEGUNDA RODADA!
Vem conferir onde e quando assistir aos jogos da Copa Paulista Rivalo desse fim de semana!
#CopaPaulistaRivalo",0,"07/24/2026 16:00",https://www.instagram.com/p/DbMSh2wk5n0/,"Imagem do Instagram",,Total,40790,24239,482,33,14,8,8
17904508512465271,17841400074692954,paulistao,Paulistão,"LEMBRA DE TODOS ESSES, TORCEDOR? ❤️💚🦁
Decidimos relembrar alguns jogos marcantes da Portuguesa no Canindé porque nesse sábado tem decisão na casa da Lusa! Será que vem mais um confronto histórico por aí? 👀
#PaulistasEmCampo #SérieD",0,"07/24/2026 15:00",https://www.instagram.com/p/DbMLyyblm2Z/,"Carrossel do Instagram",,Total,81783,38047,1617,52,1,53,26
