"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Curtidas,Compartilhamentos,Comentários,Salvamentos,Seguimentos,Alcance
18070954595375195,17841455066317821,cazetv,CazéTV,"NÃO TEM NEUER QUE PARE O XERIFE EM CAMPOOOOOOOO!!!!!!!! É PARAGUAAAAAI NAS OITAVAS, COM ATUAÇÃO I-M-P-E-C-Á-V-E-L DE GUSTAVO GÓMEZ!!!!!!!! 🤩🤩🤩🤩

🎙️ @raony_pacheco 

🚨𝐒𝐄 𝐓𝐄𝐌 𝐂𝐎𝐏𝐀, 𝐄𝐒𝐐𝐔𝐄𝐂𝐄! É na CazéTV! 🤩📺

#TempoRealCazéTV #CopaNaCazéTV #cztv35 #cztv40 #cztv08 #Decolar #VideoPatrocinado",27,"06/29/2026 16:53",https://www.instagram.com/reel/DaMF5K3CirG/,"Reel do Instagram",,Total,6241358,478356,35597,8399,0,,
18107354536963637,17841455066317821,cazetv,CazéTV,"O PRIMEIRO PÊNALTI. QUEM ABRIU A CLASSIFICAÇÃO!!!!!! MAURÍCIO, VOCÊ É G-I-G-A-N-T-E!!!!! VAI TER PALMEEEEIRASSSSSSS NAS OITAVAS DA COPA DO MUNDO!!!! 🤩🇵🇾

🎙️ @raony_pacheco

🚨𝐒𝐄 𝐓𝐄𝐌 𝐂𝐎𝐏𝐀, 𝐄𝐒𝐐𝐔𝐄𝐂𝐄! É na CazéTV! 🤩📺

#TempoRealCazéTV #CopaNaCazéTV #cztv35 #cztv40 #cztv08 #iFood #VideoPatrocinado",40,"06/29/2026 16:51",https://www.instagram.com/reel/DaMFlWxD4Fw/,"Reel do Instagram",,Total,4407948,309127,9177,3135,0,,
18106224062001285,17841401009444456,tntsportsbr,"TNT Sports Brasil","A UNIÃO PALMEIRAS 🤝 PARAGUAI SEGUE VIVA NA COPA DO MUNDO! 🇵🇾 A Albirroja segue viva em busca do sonho! #TNTSports2026",0,"06/29/2026 16:30",https://www.instagram.com/p/DaMDVdCk6rn/,"Imagem do Instagram",,Total,2363467,107579,9709,783,0,,
18071988053705394,17841428862550145,escanteiosp,"Escanteio SP","🐓 DE ITU PARA O MUNDO!

Antes de balançar as redes num mata-mata de Copa do Mundo, Gabriel Martinelli estava marcando seu primeiro gol como profissional na Copa Paulista.

Mais uma estrela que sai do futebol do interior de São Paulo para o mundo

📹 FUT 1
📸 CBF",19,"06/29/2026 15:08",https://www.instagram.com/reel/DaL5rK0uLAr/,"Reel do Instagram",,Total,17484,315,42,5,0,,
18101911013157010,17841426196827383,copinha,Copinha,"Da Copinha para o mundo! 🇧🇷
#SeleçãoBrasileira #CopaDoMundo
📷@fifaworldcup",0,"06/29/2026 13:32",https://www.instagram.com/p/DaLu2r4n5fd/,"Carrossel do Instagram",,Total,107334,4613,28,5,11,6,39860
17971837452120099,17841401009444456,tntsportsbr,"TNT Sports Brasil","CORINTHIANS MUITO BEM REPRESENTADO NA SELEÇÃO BRASILEIRA! 🇧🇷🦅 #SeleçãoBrasileira #TNTSports2026 #TáLiberadoAcreditar",29,"06/29/2026 12:29",https://www.instagram.com/reel/DaLns3CgPVr/,"Reel do Instagram",,Total,6984695,513669,56742,2797,0,,
18404089711152911,17841401009444456,tntsportsbr,"TNT Sports Brasil","ELE SAIU DO ITUANO, FOI DIRETO PRO ARSENAL E AGORA RESOLVEU PRO BRASIL NA COPA DO MUNDO! 💪🇧🇷 GABRIEL MARTINELLI, SENHORAS E SENHORES! 🔥⭐

#TNTSports2026 #SeleçãoBrasileira #TáLiberadoAcreditar",0,"06/29/2026 12:25",https://www.instagram.com/p/DaLnSGdEkUW/,"Imagem do Instagram",,Total,1139826,69849,3568,623,0,,
18005604521755417,17841400074692954,paulistao,Paulistão,"TEM QUE RESPEITAR! 🇧🇷
Brasil luta até o fim, marca nos acréscimo e segue em busca do hexa!
#SeleçãoBrasileira #CopaDoMundo
📷Rafael Ribeiro/CBF",0,"06/29/2026 12:20",https://www.instagram.com/p/DaLmp9An_56/,"Imagem do Instagram",,Total,168955,4385,900,23,36,8,112730
18113219939509663,17841400074692954,paulistao,Paulistão,"ISSO AQUI É BRASIL! 🇧🇷
Estamos nas oitavas de final da Copa do Mundo!
#SeleçãoBrasileira #CopaDoMundo",0,"06/29/2026 12:04",https://www.instagram.com/p/DaLk4_In5Ee/,"Imagem do Instagram",,Total,354277,9584,2066,30,116,21,224620
18097749677266217,17841400074692954,paulistao,Paulistão,"PRA CIMA, BRASIL!
Contra o Japão, a #SeleçãoBrasileira vai em busca de mais uma vitória em mata-mata na #CopaDoMundo 🔥",0,"06/29/2026 08:35",https://www.instagram.com/p/DaLM3nJEWfu/,"Carrossel do Instagram",,Total,125079,1635,39,9,14,0,60426
18077753981302945,17841408376344663,libertadoresbr,"CONMEBOL Libertadores","🇵🇾🐷 Dia de mais uma batalha para o xerife do @Palmeiras e da @Albirroja! 

🏆 CONMEBOL #Libertadores 🤝 @FIFAWorldCup",18,"06/29/2026 07:01",https://www.instagram.com/reel/DaLCEEnjTnc/,"Reel do Instagram",,Total,72940,1975,39,16,0,,
18081915149200956,17841400074692954,paulistao,Paulistão,"EM 58 FOI PELÉ! 🏆🌟
Há 68 anos, o Brasil batia a Suécia e conquistava seu primeiro título de Copa do Mundo!
#BaúDoPaulistão #SeleçãoBrasileira",0,"06/29/2026 05:00",https://www.instagram.com/p/DaKvINOlqkk/,"Imagem do Instagram",,Total,78312,2950,24,5,35,3,43465
18365911093231136,17841400074692954,paulistao,Paulistão,"É HOJE, BRASIL! 🇧🇷
A Seleção Brasileira entra em campo para encarar o Japão no primeiro mata-mata da Copa do Mundo!
#SeleçãoBrasileira #CopaDoMundo",0,"06/28/2026 20:05",https://www.instagram.com/p/DaJx7gAnbGq/,"Imagem do Instagram",,Total,129906,4391,618,30,48,5,83196
18604146736027771,17841400074692954,paulistao,Paulistão,"Um domingo sem vitórias para o #FutebolPaulista.
#PaulistasEmCampo",0,"06/28/2026 18:33",https://www.instagram.com/p/DaJsniDFZtO/,"Imagem do Instagram",,Total,22152,200,5,2,5,1,12952
17881684152666502,17841400074692954,paulistao,Paulistão,"EMPATE ZERADO!
A rede não balançou para Ituano e Maranhão.
#PaulistasEmCampo
📷Flavio Torres/Ituano",0,"06/28/2026 18:29",https://www.instagram.com/p/DaJsHGSHZpH/,"Imagem do Instagram",,Total,14713,84,0,0,3,0,8312
17905651212442120,17841400074692954,paulistao,Paulistão,"A Ponte Preta tropeçou fora de casa.
#PaulistasEmCampo
📷Marcos Ribolli/Ponte Preta/Arquivo",0,"06/28/2026 14:26",https://www.instagram.com/p/DaJQTy7n3NX/,"Imagem do Instagram",,Total,37259,598,18,54,8,1,21847
18446625760187279,17841400074692954,paulistao,Paulistão,"CONFRONTOS DEFINIDOS!
Velo Clube, XV de Piracicaba e Portuguesa já conhecem os adversários da terceira fase da Série D!
#PaulistasEmCampo",0,"06/28/2026 14:19",https://www.instagram.com/p/DaJPezAn2o4/,"Imagem do Instagram",,Total,43800,1833,86,64,18,13,24398
18041882093799182,17841400074692954,paulistao,Paulistão,"Noroeste perde o Alfredão e se despede de disputa da Série D.
#PaulistasEmCampo
📷 Douglas Moreti/Noroeste",0,"06/28/2026 14:12",https://www.instagram.com/p/DaJOsmyH8CH/,"Imagem do Instagram",,Total,26486,334,16,30,2,0,14715
17944110585238439,17841400074692954,paulistao,Paulistão,"Ponto final nas partidas de ida das oitavas de final do Paulista Sub-23 Segunda Divisão.
#FutebolPaulista",0,"06/28/2026 14:01",https://www.instagram.com/p/DaJNZ_In4aq/,"Imagem do Instagram",,Total,33734,479,12,10,10,4,19129
17876216277674087,17841400074692954,paulistao,Paulistão,"🇧🇷 🇯🇵 COPA DO MUNDO 🤝 PAULISTÓN 
Reconheceu essa voz? Kiyomi Fujiwara, jornalista japonesa, que está na cobertura da Copa do Mundo, marcou presença no Paulistão Casas Bahia 2026! 
#PaulistãoCasasBahia",16,"06/28/2026 10:00",https://www.instagram.com/reel/DaIsshPlccc/,"Reel do Instagram",,Total,66031,3470,51,24,82,9,43964
18001592594770382,17841400074692954,paulistao,Paulistão,"PONTO LÁ!
O Guarani volta de Santa Catarina com mais um ponto somado na Série C.
#PaulistasEmCampo
📷Patrick Floriani/Divulgação/Guarani",0,"06/28/2026 09:37",https://www.instagram.com/p/DaIvMxzH195/,"Imagem do Instagram",,Total,24662,266,4,4,6,0,14496
18072976499670703,17841400074692954,paulistao,Paulistão,"DOMINGO DE MUITO FUTEBOL PAULISTA! 
São quatro confrontos em três divisões do @brasileirao!
#PaulistasEmCampo",0,"06/28/2026 06:00",https://www.instagram.com/p/DaIRMpRkvdK/,"Imagem do Instagram",,Total,13371,112,6,0,2,0,7649
18132730648610117,17841400074692954,paulistao,Paulistão,"PARA FECHAR!
Vem conferir os últimos jogos deste final de semana no #PaulistaSub23SegundaDivisão",0,"06/28/2026 05:00",https://www.instagram.com/p/DaIKWKFEuNL/,"Imagem do Instagram",,Total,11543,122,4,2,3,0,6359
18163771900447745,17841400074692954,paulistao,Paulistão,"Hoje é Dia Internacional do Orgulho LGBTQIAPN+! Por mais respeito e igualdade no Futebol Paulista 🏳️‍🌈
#FutebolPaulista #DiaInternacionalDoOrgulhoLGBT",0,"06/28/2026 05:00",https://www.instagram.com/p/DaIKVPXEkts/,"Imagem do Instagram",,Total,98513,1201,1235,990,29,3,48579
18441623863137682,17841400074692954,paulistao,Paulistão,"Os visitantes dominaram o primeiro dia de oitavas de final no Paulista Sub-23 Segunda Divisão!
#FutebolPaulista",0,"06/27/2026 17:56",https://www.instagram.com/p/DaHDi2EnRDW/,"Imagem do Instagram",,Total,22802,322,10,5,0,1,12354
18128289112719789,17841400074692954,paulistao,Paulistão,"Se liga só como terminou o sábado de #PaulistasEmCampo!
#FutebolPaulista",0,"06/27/2026 17:08",https://www.instagram.com/p/DaG9_HznwnY/,"Imagem do Instagram",,Total,43769,788,9,16,8,1,26451
18095757665616071,17841400074692954,paulistao,Paulistão,"A sequência positiva da Ferroviária foi interrompida.
#PaulistasEmCampo
📷Guilherme Moro/Ferroviária",0,"06/27/2026 17:04",https://www.instagram.com/p/DaG9jAwH1vz/,"Imagem do Instagram",,Total,20564,132,4,0,2,0,11958
18158597359478605,17841400074692954,paulistao,Paulistão,"DEVER DE CASA FEITO!
XV vence em Piracicaba e dá mais um passo rumo ao acesso!
#PaulistasEmCampo
📷Mariana Kasten/XV de Piracicaba",0,"06/27/2026 16:13",https://www.instagram.com/p/DaG3sZ_H4Ld/,"Imagem do Instagram",,Total,23553,417,10,6,2,2,14051
18124937365635707,17841400074692954,paulistao,Paulistão,"VAI, NHÔ QUIM!
O XV de Piracicaba tá terceira fase da Série D!
#PaulistasEmCampo",0,"06/27/2026 16:03",https://www.instagram.com/p/DaG2mobn8iw/,"Imagem do Instagram",,Total,58079,1239,89,18,5,2,33124
17911057224422111,17841400074692954,paulistao,Paulistão,"O São Bernardo tropeçou fora de casa pela Série B.
#PaulistasEmCampo
📷Celso da Luz/Criciúma",0,"06/27/2026 14:40",https://www.instagram.com/p/DaGtJfWn82r/,"Imagem do Instagram",,Total,25673,212,7,0,3,0,15288
17859141159658018,17841400074692954,paulistao,Paulistão,"COM EMOÇÃO!
Velo Clube leva a melhor sobre o Água Santa nas penalidades e segue sonhando com o acesso para a Série C.
#PaulistasEmCampo
📷Alan Silva/Divulgação/Velo Clube",0,"06/27/2026 14:39",https://www.instagram.com/p/DaGs8OEH3Bs/,"Imagem do Instagram",,Total,30497,656,18,12,0,0,17060
18035784227807586,17841400074692954,paulistao,Paulistão,"VITÓRIA E CLASSIFICAÇÃO!
Portuguesa marca nos acréscimos do segundo tempo e garante a vaga na próxima fase da Série D.
#PaulistasEmCampo
📷Victor Bessa/Portuguesa",0,"06/27/2026 14:36",https://www.instagram.com/p/DaGsqKLn6EB/,"Imagem do Instagram",,Total,18384,397,8,9,3,0,10506
18126703531652702,17841400074692954,paulistao,Paulistão,"VELO CLUBE AVANÇA!
A equipe de Rio Claro carimba a passagem para a terceira fase da Série D!
#PaulistasEmCampo",0,"06/27/2026 14:15",https://www.instagram.com/p/DaGqOcvnwbc/,"Imagem do Instagram",,Total,105562,2064,341,103,13,7,53006
18011236511879410,17841400074692954,paulistao,Paulistão,"CLASSIFICAÇÃO LUSITANA! 🇵🇹🦁
A Portuguesa está na terceira fase da Série D!
#PaulistasEmCampo",0,"06/27/2026 13:58",https://www.instagram.com/p/DaGoPs5n_iR/,"Imagem do Instagram",,Total,50274,1201,103,35,9,2,30011
18069276527427102,17841400777371682,xvpiracicaba,"XV de Piracicaba","RECEPÇÃO DO XVZÃO! ⚪️⚫️",345,"06/27/2026 12:15",https://www.instagram.com/reel/DaGchyvjLf0/,"Reel do Instagram",,Total,30541,1627,146,28,0,,
17961291468128856,17841400074692954,paulistao,Paulistão,"TEM GENTE NOVA NA LISTA! 👀
Neymar entrou para a relação de jogadores que passaram pelo #FutebolPaulista e defenderam o Brasil em quatro edições da Copa do Mundo!
#SeleçãoBrasileira #CopaDoMundo",0,"06/27/2026 11:00",https://www.instagram.com/p/DaGOu7ZGcSw/,"Imagem do Instagram",,Total,171943,7126,106,72,142,2,87314
17854055325694370,17841400074692954,paulistao,Paulistão,"ATÉ O ÚLTIMO LANCE!
Inter de Limeira empata no estouro do cronômetro e soma mais um ponto na Série C.
#PaulistasEmCampo
📷Bruno Cruz/Divulgação/Maringá",0,"06/27/2026 09:32",https://www.instagram.com/p/DaGJ2OEn37R/,"Imagem do Instagram",,Total,17708,170,1,1,1,0,9809
18114124453705817,17841400074692954,paulistao,Paulistão,"OS QUATRO PRIMEIROS!
O sábado vai ser movimentado com os primeiros confrontos do #PaulistaSub23SegundaDivisão",0,"06/27/2026 07:00",https://www.instagram.com/p/DaFzRWRGeeY/,"Imagem do Instagram",,Total,15150,148,21,3,0,0,8835
18101628509276196,17841400074692954,paulistao,Paulistão,"DIA CHEIO!
O sabadão vai ter muitos #PaulistasEmCampo 🥳",0,"06/27/2026 05:00",https://www.instagram.com/p/DaFlil1ki7I/,"Imagem do Instagram",,Total,19702,300,8,4,4,0,11640
17974754007054767,17841400074692954,paulistao,Paulistão,"NO APAGAR DAS LUZES!
Com um gol no finzinho do jogo, o Novorizontino garante mais uma vitória na Série B!
#PaulistasEmCampo
📷Juan Rodrigues/Novorizontino",0,"06/26/2026 17:11",https://www.instagram.com/p/DaEZjPbn-lq/,"Imagem do Instagram",,Total,20519,312,18,9,1,0,11478
18080999654217829,17841400074692954,paulistao,Paulistão,"PRIMEIRA VOLTA!
Os jogos de ida do Paulista Sub-23 2ª Divisão começam neste final de semana 🤩
#PaulistaSub23SegundaDivisão",0,"06/26/2026 14:00",https://www.instagram.com/p/DaD_G7Dj3UW/,"Imagem do Instagram",,Total,21244,237,12,2,7,1,12514
18357669478209490,17841400074692954,paulistao,Paulistão,"Artilheiro, Craque do Interior e melhor atacante do Paulistão Casas Bahia 2026, Robson é o cara do Futebol Paulista no @brasileiraob!
#FutebolPaulista #Novorizontino",0,"06/26/2026 12:38",https://www.instagram.com/p/DaD6XWmn16V/,"Imagem do Instagram",,Total,27699,222,7,1,2,0,16937
18062147981493345,17841400074692954,paulistao,Paulistão,"LOUIS TOMLINSON É CORINTHIANS?! 👀🤯
O ex-integrante da banda One Direction comprou essa camisa do Timão dos anos 90! Será que ele tem bom gosto? 😍
#PaulistasEmCampo #Corinthians
🎥YouTube/AwayDays",26,"06/26/2026 12:26",https://www.instagram.com/reel/DaD44eGppVi/,"Reel do Instagram",,Total,32998,1576,84,18,41,2,25092
18067227950429080,17841400074692954,paulistao,Paulistão,"ADVERSÁRIO DEFINIDO!
Na segunda fase, a #SeleçãoBrasileira enfrenta o Japão 🔥
#CopaDoMundo",0,"06/26/2026 11:48",https://www.instagram.com/p/DaD0leqEwpi/,"Imagem do Instagram",,Total,44683,1004,22,5,12,1,24699
17883056928657726,17841400074692954,paulistao,Paulistão,"DE OLHO NA PONTA!
Novorizontino recebe o Vila Nova querendo a liderança do @brasileiraob.
#PaulistasEmCampo",0,"06/26/2026 06:00",https://www.instagram.com/p/DaDHnGfnzqS/,"Imagem do Instagram",,Total,11389,124,2,2,0,0,6597
17895524058474126,17841400074692954,paulistao,Paulistão,"UÉ, CADÊ O MAURÍCIO?! 👀🤣
Rolou a reapresentação do elenco do Verdão, mas o meia não apareceu. Alguém sabe o porquê?
#CopaDoMundo #PaulistasEmCampo
📷 Reprodução/Palmeiras",0,"06/25/2026 09:15",https://www.instagram.com/p/DaA-PzElpJC/,"Imagem do Instagram",,Total,120787,3980,12,22,28,1,63996
18092777630362899,17841401842963402,botafogosp,"Botafogo Futebol SA","BOTAFOGUENSES NA COPA DO MUNDO-2026 🔜🏆

Com bandeiras e camisas, os torcedores botafoguenses estão representando o Fogão na Copa do Mundo-2026.

Na vitória da Seleção Brasileira sobre a Escócia por 3 a 0, na quarta-feira (24), a bandeira do Fogão viralizou após aparecer ao fundo de lances protagonizados por Neymar e Vinícius Júnior. 

A bandeira que viralizou foi colocada pela família Griffo através de @gui_griffo , @g.griffo e Cri, que estiveram no Hard Rock Stadium em Miami. 

Outros torcedores exibiram nossa bandeira e camisa, como @julianoalmeidarp , que está acompanhando o Mundial ao lado da esposa @tati_germano .

@rafafalaguasta carregou a bandeira botafoguense por várias cidades norte-americanas, inclusive, na Times Square, que é o principal cruzamento comercial de Manhattan, em Nova York.

De Jardinópolis, André Fiacadori, Mateus Fiacadori, Rodrigo Bonesso e Armando Fábio Filho também levaram a bandeira em jogos da Seleção Brasileira. 

@dudpaiva e @laertealvesjr também estão levando o nosso manto na Copa do Mundo

#copadomundo #copa2026 #brasil🇧🇷",0,"06/25/2026 03:27",https://www.instagram.com/p/DaAWd9hFree/,"Carrossel do Instagram",,Total,220158,13178,1601,182,0,,
18325549030284853,17841408259134524,sudamericanabr,"CONMEBOL Sudamericana","⭐️🇧🇷 A estrela voltou a brilhar! @neymarjr, da CONMEBOL #Sudamericana para a @FIFAWorldCup 💚💛 @brasil 🤍🖤 @SantosFC",0,"06/24/2026 18:13",https://www.instagram.com/p/DZ_XEcUm4fG/,"Carrossel do Instagram",,Total,154785,12421,53,37,0,,
18253247875305991,17841401009444456,tntsportsbr,"TNT Sports Brasil","A primeira representando o clube do coração. A primeira representando o clube que o revelou. Neymar da Silva Santos Júnior é o SANTOS FUTEBOL CLUBE na Copa do Mundo! ⚪⚫🐳🇧🇷

#TNTSports2026 #TáLiberadoAcreditar #SeleçãoBrasileira",0,"06/24/2026 17:44",https://www.instagram.com/p/DZ_Tu1plr_A/,"Imagem do Instagram",,Total,937641,50696,1266,274,0,,
17909792697423008,17841400074692954,paulistao,Paulistão,"VITÓRIA E CLASSIFICAÇÃO!
Brasil leva a melhor pra cima da Escócia e avança de fase na Copa do Mundo!
#SeleçãoBrasileira #CopaDoMundo
📷 @libertadoresbr",0,"06/24/2026 17:12",https://www.instagram.com/p/DZ_QJaIHwMV/,"Imagem do Instagram",,Total,82177,1793,385,6,18,5,49691
17947215822235156,17841400074692954,paulistao,Paulistão,"PASSAGEM CARIMBADA! 🇧🇷💛
O sonho do hexa segue vivo pro Brasil! A vaga na segunda fase está garantida!
#SeleçãoBrasileira #CopaDoMundo",0,"06/24/2026 17:02",https://www.instagram.com/p/DZ_O-TmH_w-/,"Imagem do Instagram",,Total,80970,1993,425,13,18,1,52724
18595559437051005,17841400074692954,paulistao,Paulistão,"SÓ PELE E NEYMAR VESTIRAM A 🔟 QUATRO VEZES! 
Ser camisa 10 da única seleção pentacampeã mundial é pra poucos... imagina por quatro Copas do Mundo seguidas! 
#SeleçãoBrasileira #Pelé #Neymar #CopaDoMundo",0,"06/24/2026 16:42",https://www.instagram.com/p/DZ_MtW3t5-a/,"Imagem do Instagram",,Total,159368,5250,211,195,101,3,84223
18080489036651948,17841408376344663,libertadoresbr,"CONMEBOL Libertadores","🇺🇸😍 In Miami 🐷 @Palmeiras 

🔙 @fifaclubfootball 🏆 CONMEBOL #Libertadores",23,"06/24/2026 13:42",https://www.instagram.com/reel/DZ-37D5JqFD/,"Reel do Instagram",,Total,359302,20628,401,131,0,,
17932465353316626,17841400074692954,paulistao,Paulistão,"CONFRONTO DE NÚMERO 77! 🌎🌟
Vem conferir o restrospecto do Brasil contra seleções europeias em Copas do Mundo!
#SeleçãoBrasileira #CopaDoMundo",0,"06/24/2026 10:00",https://www.instagram.com/p/DZ-Zgo5kj9S/,"Carrossel do Instagram",,Total,75680,1394,20,24,40,0,30298
18611255422026653,17841400074692954,paulistao,Paulistão,"A SELEÇÃO BRASILEIRA NÃO SABE O QUE É PERDER PARA OS ESCOCESES! 🇧🇷
Será que hoje vem mais uma vitória para o Brasil? 👀
#SeleçãoBrasileira #CopaDoMundo",0,"06/24/2026 09:00",https://www.instagram.com/p/DZ-SnlTH6UI/,"Imagem do Instagram",,Total,172631,2441,92,64,52,19,101363
18143408134466523,17841408259134524,sudamericanabr,"CONMEBOL Sudamericana","🇧🇷🤩 Queremos te ver brilhando em campo pelo @brasil, @neymarjr!

🔙 CONMEBOL #Sudamericana 🔜 @fifaworldcup",28,"06/24/2026 08:12",https://www.instagram.com/reel/DZ-SQKKAMsw/,"Reel do Instagram",,Total,531712,16009,343,110,0,,
17955457850984953,17841429857362439,paulistaof,"Paulistão F","CONTAGEM REGRESSIVA!
TODO MUNDO NO CLIMA DA COPA DO MUNDO DE 2027 NO BRASIL 🤩
#SeleçãoBrasileira #CopaDoMundoFeminina",87,"06/24/2026 05:00",https://www.instagram.com/reel/DZ94Iwaj1_V/,"Reel do Instagram",,Total,11044,333,26,8,7,3,7848
18124364485662224,17841429857362439,paulistaof,"Paulistão F","ANOTA NA AGENDA!
FALTA EXATAMENTE UM ANO PARA A COPA DO MUNDO FEMININA EM 2027 🤩🥳
#ElasEmCampo #CopaDoMundoFeminina",0,"06/23/2026 20:05",https://www.instagram.com/p/DZ86BqUk48f/,"Imagem do Instagram",,Total,40234,1245,90,18,21,2,22402
17860534110643843,17841400074692954,paulistao,Paulistão,"SÓ A CLASSIFICAÇÃO INTERESSA! 🇧🇷
A Seleção Brasileira vai em busca da vitória para garantir a vaga na próxima fase da Copa do Mundo!
#SeleçãoBrasileira #CopaDoMundo",0,"06/23/2026 20:05",https://www.instagram.com/p/DZ86CicE5sK/,"Imagem do Instagram",,Total,94802,3880,310,15,52,5,54491
18104079347104060,17841400074692954,paulistao,Paulistão,"🇨🇴🐷💚OLÊ, OLÊ, OLÊ, OLÁ! 
Ele brilhou no Paulistão Casas Bahia e hoje vai com tudo para mais um jogo na Copa do Mundo. Pra cima, John Arias!
#Palmeiras #PaulistãoCasasBahia",15,"06/23/2026 13:00",https://www.instagram.com/reel/DZ8JfBkjIoj/,"Reel do Instagram",,Total,75065,5167,21,17,49,17,52007
18087516089437348,17841400074692954,paulistao,Paulistão,"DO GUARANI À COPA DO MUNDO! 🌟🌎
Richard Ríos tem história no #FutebolPaulista e hoje defende a seleção colombiana na maior Copa do Mundo de todos os tempos. 
👀 Vem relembrar a trajetória do volante e aproveita para deixar aqui nos comentários: o que você espera da participação do Ritcha na competição?
#RichardRios #CopaDoMundo #Palmeiras #Colômbia",97,"06/23/2026 11:25",https://www.instagram.com/reel/DZ8DWx0J5Rw/,"Reel do Instagram",,Total,130822,4033,310,36,144,17,95214
17996987180971219,17841400074692954,paulistao,Paulistão,"HISTÓRICO!
Raphael Claus e Danilo Manis fizeram história nesta Copa do Mundo e se tornaram os primeiros árbitros do quadro da FPF a apitarem duas edições da competição.
#Arbitragem #FPF",0,"06/23/2026 11:00",https://www.instagram.com/p/DZ78uqukgvS/,"Carrossel do Instagram",,Total,106408,1418,5,12,16,1,41109
17943207366229503,17841400074692954,paulistao,Paulistão,"Imagina você de boa na rua e encontra logo o Yuri Alberto dando um rolê de bike?
#FutebolPaulista 
🎥 @pooxalype",51,"06/23/2026 09:15",https://www.instagram.com/reel/DZ70kyEFGOE/,"Reel do Instagram",,Total,64604,2704,114,34,47,3,43740
18124713154585302,17841408376344663,libertadoresbr,"CONMEBOL Libertadores","🇨🇴⚽️ Richard Ríos 🔛 @Palmeiras 

🔙 CONMEBOL #Libertadores 🔜 @FIFAWorldCup",24,"06/23/2026 08:01",https://www.instagram.com/reel/DZ7sMjHCL6K/,"Reel do Instagram",,Total,83064,1290,10,10,0,,
18087969080100134,17841400074692954,paulistao,Paulistão,"DIA DO ATLETA OLÍMPICO! 🇧🇷👏
Parabéns a todos os atletas que representaram e representam o Brasil
nas competições internacionais!
#DiaDoAtletaOlímpico",0,"06/23/2026 05:00",https://www.instagram.com/p/DZ7SWxPFlUj/,"Imagem do Instagram",,Total,86259,2031,13,14,25,0,44244
17883495621661305,17841400074692954,paulistao,Paulistão,"Foi assim que terminou a segunda-feira de #PaulistasEmCampo.
#FutebolPaulista",0,"06/22/2026 18:15",https://www.instagram.com/p/DZ6Mi0un1rP/,"Imagem do Instagram",,Total,19926,236,19,14,4,0,11786
18137893996483715,17841400074692954,paulistao,Paulistão,"DEU TIGRE!
Com dois gols de Robson, Novorizontino leva a melhor pra cima da Ponte Preta e fica com a vitória no duelo paulista da Série B!
#PaulistasEmCampo
📷Ozzair Jr/Novorizontino",0,"06/22/2026 18:00",https://www.instagram.com/p/DZ6L-HiH0OJ/,"Imagem do Instagram",,Total,18136,279,9,13,3,0,10782
18608800135033276,17841400074692954,paulistao,Paulistão,"O Bugre não conseguiu pontuar contra o Confiança.
#PaulistasEmCampo
📷Raphael Silvestre/Guarani",0,"06/22/2026 17:45",https://www.instagram.com/p/DZ6KS_QFZMP/,"Imagem do Instagram",,Total,17790,165,3,8,1,0,10085
18100737913888474,17841455066317821,cazetv,CazéTV,"KKKKKKKKKKKKKKKKKKKKKKKKK ISSO AQUI NÃO DÁ 🤣🌧️

🚨 𝐒𝐄 𝐓𝐄𝐌 𝐂𝐎𝐏𝐀, 𝐄𝐒𝐐𝐔𝐄𝐂𝐄! É NA CAZÉTV! 🤩📺

🎥 @paulistao

#CoberturaCazéTV #CopaNaCazéTV #cztv04 #Original",15,"06/22/2026 16:59",https://www.instagram.com/reel/DZ6E8qOjT5L/,"Reel do Instagram",,Total,3850269,185735,64024,1454,0,,
17865549735584302,17841400074692954,paulistao,Paulistão,"TUDO PRONTO!
Datas e horários definidos nos confrontos das oitavas de final do Paulista Sub-23 Segunda Divisão!
#PaulistaSub23SegundaDivisão",0,"06/22/2026 12:06",https://www.instagram.com/p/DZ5jigRj0xD/,"Carrossel do Instagram",,Total,39294,622,144,9,15,9,17310
18092950064190228,17841453007020006,ovinifribeiro,"Vinicius Ribeiro | 2Torcedores 🏟️","Enquanto o mundo estava de olho na Copa do Mundo, a maior goleada da história do futebol paulista acontecia.

O Independente de Limeira venceu por 17 a 0 e entrou para a história com um recorde impressionante.

Viva a Bezinha!",37,"06/22/2026 11:17",https://www.instagram.com/reel/DZ5d0WHJQSc/,"Reel do Instagram",,Total,12363,215,7,4,0,,
18104200379099687,17841400074692954,paulistao,Paulistão,"PARA COMEÇAR A SEMANA DAQUELE JEITO!
Guarani vai buscar os três pontos em Sergipe, enquanto Macaca e Tigre duelam pela vitória em Campinas!
#PaulistasEmCampo",0,"06/22/2026 06:00",https://www.instagram.com/p/DZ40bi-ltlb/,"Imagem do Instagram",,Total,17534,281,3,10,2,0,10125
