Título do vídeo,Link para o vídeo,Hora da publicação,Visualizações do vídeo,Curtidas,Comentários,Compartilhamentos,Adicionar aos Favoritos
PASSO A PASSO LIBERADO 📲 Confira o tutorial e saiba como resgatar seus ingressos para assistir aos jogos da #CopinhaSil2026!,https://www.tiktok.com/@copinha/video/7591990972335148299,2026/01/05 21:22:32,13956,152,19,105,47
HAT TRICK DO FELIPE MAGALHÃES! 🔥 Um belo cruzamento e uma cabeçada certeira para fazer o sexto gol do Grêmio! #CopinhaSil2026  ,https://www.tiktok.com/@copinha/video/7591981259799186696,2026/01/05 20:44:52,61487,4059,11,24,31
GOLAÇO DO COXA! 🔥 Pegou de primeira e mandou pro fundo do gol!  #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7591950345765457159,2026/01/05 18:44:56,22066,1155,9,12,7
MAIS UM DO 10 DA MACACA! 🦍 Nikolas coloca a Ponte Preta na frente do placar! #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7591919519589780743,2026/01/05 16:45:16,29387,1326,8,6,11
Um ano desse lance do Marcos Vinicius que marcou a Copinha 2025! Será que teremos um desse na Copinha Sil 2026? #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7591861728447630604,2026/01/05 13:01:01,3576268,214832,362,11488,4936
"ELE TEM O VENENO! Quero ver pegar o Gabriel Veneno, do Atlético-MG!  #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7591717932825185557,2026/01/05 03:43:04,645932,59098,148,2646,1457
"QUE ISSO, MLK RYAN?! QUE CANETA, PAPAI! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7591705585125526840,2026/01/05 02:55:17,2495068,236414,431,8694,4456
TÁ COM FRIO? QUE CATEGORIA DO GABRIEL SANTANA! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7591703961506221323,2026/01/05 02:48:59,161114,14496,44,377,156
De Filipinho para Jhuan Nunes! E QUE JOGADA DO FILIPINHO! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7591700337023585548,2026/01/05 02:34:53,198173,21185,53,856,331
SÓ A COPINHA SIL PROPORCIONA ESSES MOMENTOS🥹 #CopinhaSil2026 🎥 @rafafalino,https://www.tiktok.com/@copinha/video/7591681784115481867,2026/01/05 01:23:39,27899,1251,7,6,19
A emoção de disputar a maior competição de base do mundo! 🥹🥰 #CopinhaSil,https://www.tiktok.com/@copinha/video/7591672791095659832,2026/01/05 00:47:56,749685,96954,629,2419,2448
O PRIMEIRO GOL DO QFC NA HISTÓRIA DA COPINHA SIL! João Lucas foi o responsável por esse gol histórico! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7591655740587265292,2026/01/04 23:41:46,66008,4022,28,99,38
QUE GOLAÇO DO MATEUS XAVIER! O Santos começou a Copinha Sil 2026 com essa pintura! #CopinhaSil2026 🎥 @cazetv,https://www.tiktok.com/@copinha/video/7591649542265769272,2026/01/04 23:17:40,34036,1856,13,60,33
"OLHA O JOTTA! 🥵 O camisa 6 da Portuguesa não deu a menor chance pro Puskas, do Vila Nova-GO e lançou logo o lençol pra cima do atacante. #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7591579587096644875,2026/01/04 18:46:08,43531,1719,5,26,20
"METEU O GOLAÇO E O PASSINHO DO JAMAL! 🔥😮‍💨 Que jogada e que molejo do Vitinho, que amplia para o Canaã! #CopinhaSil2026 ",https://www.tiktok.com/@copinha/video/7591552852007423240,2026/01/04 17:02:22,90448,5664,20,49,49
GOL RELÂMPAGO DO ITAQUÁ! ⚽️⚡️😮‍💨 O Nicolas só precisou de 19 SEGUNDOS para marcar o seu na #CopinhaSil2026! ,https://www.tiktok.com/@copinha/video/7591544071018040594,2026/01/04 16:28:17,36792,1127,10,9,12
É GOLAÇO QUE VOCÊS QUEREM? ENTÃO É GOL OLÍMPICO QUE VOCÊS VÃO TER! TETÊ MARCOU ESSA PINTURA PARA O SÃO PAULO 🤯🔥 #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7591521547538402571,2026/01/04 15:00:54,108874,6119,44,408,101
DISCÍPULO DO REI! Não dá mole que ele guarda! Lucas Pelé aproveita a bobeira da zaga e marca pro Assisense! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7591285606647385355,2026/01/03 23:45:25,38277,1786,12,42,19
ROCHA! O camisa 90 do Grêmio Prudente cavou na penalidade e ainda mandou a bola na gaveta! Lindo gol do Carcará na #CopinhaSil2026!,https://www.tiktok.com/@copinha/video/7591263675609435448,2026/01/03 22:20:20,31862,1269,19,34,18
FANTASMA NA ÁREA! 👻 Um torcedor sobrenatural pra acompanhar o jogão entre Operário-PR e Independente-AP! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594847441074097419,2026/01/13 14:07:08,7627,422,2,5,3
A molecada do Palmeiras tá abusada! 🤪😅 #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594830277420010764,2026/01/13 13:00:31,160894,5631,14,22,53
Como explicar o que é a Copinha Sil sem dizer o que é a Copinha Sil... 🥶🤣 #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594680878832323851,2026/01/13 03:20:54,324265,19643,116,1547,300
O CORINTHIANS ATÉ TENTOU... MAS ENCONTROU O PAREDÃO HYAN PELA FRENTE! 🧤🔥 #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594671637270760715,2026/01/13 02:45:06,16656,829,6,24,5
☑️ CANETAÇA ☑️ DEFESAÇA Isso é #CopinhaSil2026!,https://www.tiktok.com/@copinha/video/7594661832657276172,2026/01/13 02:06:59,16215,870,8,6,3
"QUE ISSO, CAIO! 🔥 O camisa 9 do América-RN foi mais rápido que o goleiro e tirou bem demais pra abrir o placar! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7594660496184200460,2026/01/13 02:01:50,229948,9746,30,151,90
QUE GOLAÇO! 🏁 Adriano finalizou com muita categoria pra colocar o Ceará na frente! 🔥 #CopinhaSil2026!,https://www.tiktok.com/@copinha/video/7594610958362807563,2026/01/12 22:49:28,135516,3199,14,13,39
GOLAÇO + COMEMORAÇÃO DIFERENCIADA! Iago Valeije mandou esse foguete para o fundo da rede e comemorou desse jeito aí! #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7594570451452513544,2026/01/12 20:12:12,75087,7107,14,118,69
OLHA O EMPATE DO BAHIA! Fernando Gabriel chegou chegando para finalizar! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594552485423975692,2026/01/12 19:02:32,110250,5794,34,96,44
"QUE GOLAÇO DO LUIS CARLOS! A canhotinha tá afiada, hein?! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7594551278999457035,2026/01/12 18:57:48,417894,27357,73,479,258
GOLAÇO DA RAPOSA! Eduardo Pape amplia para o Cruzeiro! #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7594500234068184328,2026/01/12 15:39:44,11604,445,5,2,4
AKILES VIRA PARA OS CRIAS DA TOCA! É o Cruzeiro na frente do placar!  #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7594497184708463879,2026/01/12 15:27:51,146948,6219,19,95,83
DEFENDEEEEU EDUARDO! O goleiro do @esporteclubemeianoite pegou o pênalti e impediu o empate do Cruzeiro! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594484494824967480,2026/01/12 14:38:42,81622,2106,10,11,31
SORRISO! O camisa 7 do Verdão avançou livre e encheu o pé para fechar a vitória do Palmeiras pra cima do Remo! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594139679897767224,2026/01/11 16:20:38,87517,5397,8,71,45
NAKAMURA! 🤯 O camisa 10 do Batalhão limpou a marcação e deu o tapa pra marcar um golaço pra equipe do Tocantins! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7594103467191340344,2026/01/11 14:00:06,22932,1597,9,56,12
"AULA DE CONTRA-ATAQUE! O escanteio era o Água Santa, mas o Brasiliense recuperou a bola e só foi parar no fundo da rede! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7594088306594434315,2026/01/11 13:01:17,24576,1616,7,12,10
VAI DAÍ MESMO?! 😱 Que golaço do Cosmopolitano!  #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7593807346254564615,2026/01/10 18:50:59,21913,1062,6,13,14
DE PRIMEIRA PARA O FUNDO DA REDE! Belo cruzamento do Izidoro e lindo gol do JP! #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7593790811792362759,2026/01/10 17:46:48,10083,514,5,2,5
CHAMOU A RESPONSA E DISSE “DEIXA QUE EU RESOLVO”! Que golaço do Everson para ampliar o placar para o Confiança!  #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7593786966374747399,2026/01/10 17:31:54,14027,976,5,2,11
A molecada do @nacionalacsp tá abusada! 🤪🔥 #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593785580366941452,2026/01/10 17:26:31,21818,1766,11,255,24
Contra-ataque rápido e um belo gol pra fechar a vitória do @ecsantoandre! 🔥 #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593768064844385547,2026/01/10 16:18:33,12513,780,6,4,4
Gol de falta = 😍🥰🤩 #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593752312640818444,2026/01/10 15:17:26,13919,1007,3,7,10
✅ Lindo passe ✅ Drible no goleiro Belo gol pra começar o sábado de #CopinhaSil2026!,https://www.tiktok.com/@copinha/video/7593706556810628364,2026/01/10 12:19:56,71002,4820,12,44,38
BELO GOL! 🔥 O Olímpico se despediu da #CopinhaSil2026 com um golaço!,https://www.tiktok.com/@copinha/video/7593483252099271947,2026/01/09 21:53:21,12510,626,5,4,6
"JOÃO BOM, SEMPRE ELE!  O camisa 9 do Volta Redonda é goleador!  #CopinhaSil2026 ",https://www.tiktok.com/@copinha/video/7593455580975467796,2026/01/09 20:06:12,72041,5471,58,135,43
"QUE EFEITO!  Pega só esse chute do João Paulo, do Atlético de Alagoinhas!  #CopinhaSil2026 ",https://www.tiktok.com/@copinha/video/7593454324181732629,2026/01/09 20:01:21,13117,741,5,4,10
"TEVE GOL DE BICICLETA NA COPINHA SIL!  QUE GOLAÇO DO BRENNO, DO AMÉRICA DE NATAL!  #CopinhaSil2026 ",https://www.tiktok.com/@copinha/video/7593443300535815444,2026/01/09 19:18:40,10252,574,8,19,10
COM CATEGORIA!  Pedrinho caprichou na finalização e fez mais um para o Cascavel!  #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7593440326375705876,2026/01/09 19:06:55,12435,569,9,4,6
QUE TAPA DO NEGUEBA!  Belo gol na goleada do Cascavel na Copinha Sil 2026!  #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7593437371631242516,2026/01/09 18:55:27,5883,170,2,1,1
"FOI O TEMPO DE COMEMORAR… E O EMPATE VEIO! 😱 O Capivariano se colocou na frente do placar, mas o Rio Branco empatou de novo assim que o jogo recomeçou! #CopinhaSil2026 ",https://www.tiktok.com/@copinha/video/7593430122946956562,2026/01/09 18:27:07,9689,476,6,1,2
"FOI DALI! O dia de Copinha Sil 2026 começou como? Com golaço de falta! O Nicolas, da Inter de Limeira, soltou o pé para abrir o placar contra o CSA-Al! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7593366045256076556,2026/01/09 14:18:31,14095,649,6,6,2
O golaço de @edu_conceicao09 na #CopinhaSil2026! 🔥,https://www.tiktok.com/@copinha/video/7593163391380884747,2026/01/09 01:12:13,29861,1190,10,30,17
7️⃣ VEZES EDUARDO! O craque do Palmeiras marcou 4 gols e deu 3 assistências na goleada na #CopinhaSil2026! 😮‍💨,https://www.tiktok.com/@copinha/video/7593162873719819576,2026/01/09 01:10:12,673887,33474,216,1903,677
"QUE ISSO, ARTHUR! 😮‍💨🔥 #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7593155364909026571,2026/01/09 00:41:01,322244,14638,55,837,207
FRIO DEMAIS! 🥶 Matheus Lacort fez um golaço de cavadinha pra cima do Mirassol! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593154530615872824,2026/01/09 00:37:51,9831,544,4,10,6
QUE PANCADA! 🔥 Rafael deu um chutaço de longe pra marcar pro Falcon! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593147752951893260,2026/01/09 00:11:32,11809,612,3,27,3
É DELE DE NOVO! 🟢⚪ Eduardo saiu deixando todo mundo pra trás e marcou o 5º gol do Verdão! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593140109311085836,2026/01/08 23:41:48,26844,1607,4,22,24
ABSURDOOO! 😮‍💨 Eduardo deu um belo chapéu e finalizou com um golaço pro Palmeiras! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593136172717722891,2026/01/08 23:26:31,98563,6063,30,249,53
GOLAÇO DE CAMISA 🔟! O @nicolas_viana_06 foi bem demais no 3º gol do Netuno! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593129884864531768,2026/01/08 23:02:05,11392,633,6,2,5
WILLY DEFENDE O PÊNALTI! O goleirão da @associacaoesportivareal impediu a virada da Ponte Preta! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7593045190915525944,2026/01/08 17:33:25,598487,2473,7,48,121
METEU O GOLAÇO E MANDOU O CORAÇÃOZINHO! ⚽️🫶 Que pintura do Pepeu para abrir o placar para o Real! #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7593029671575440647,2026/01/08 16:33:10,26423,2258,8,30,24
QUE VENENO!  O Gabriel Veneno pratica o futebol arte na Copinha Sil 2026!  #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7592823384325606676,2026/01/08 03:12:48,282464,19919,111,812,308
"JOGADA ENSAIADA E GOLAÇO DO VITOR GABRIEL, DO GALO! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7592804898408795404,2026/01/08 02:01:12,62112,3381,12,38,38
TODA A QUALIDADE DO CAUÃ ZAPPELINI! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7592800901614603531,2026/01/08 01:45:42,21721,927,10,9,9
COPINHA SIL DOS APAIXONADOS!❤️ Gol e comemoração apaixonada do João Teixeira! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7592793658898910476,2026/01/08 01:17:29,21127,866,15,12,14
"COBRA DA BOLA! O goleirão do Galo, Pedro Cobra defendeu o pênalti no comecinho do jogo! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7592789720610950420,2026/01/08 01:02:08,231169,13691,26,134,127
GOLAÇO DE PÊNALTI! Que categoria do Ji-Paraná para marcar o gol do União Cacoalense! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7592789497327226132,2026/01/08 01:01:26,13713,670,6,10,5
"GOLAÇOOOO! A BATIDA PERFEITA DE KAYKY PERSI, DO OSASCO AUDAX! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7592779763178114324,2026/01/08 00:23:41,40154,3065,7,46,22
É GOL DO UNIÃO CACOALENSE! JI-PARANÁ DEIXA TUDO IGUAL CONTRA O SANTOS! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7592773351765036299,2026/01/07 23:58:35,21720,966,8,8,3
O PAREDÃO LUAN! O goleiro do Maruinense defendeu o pênalti no último lance do jogo e garantiu os três pontos para a equipe de Sergipe! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7592770709538000148,2026/01/07 23:48:37,18156,667,4,6,1
É OS GURI! O Grêmio tá na frente de novo! Harlley vai pra rede mais uma vez e anota o segundo do Tricolor! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7597988516416605452,2026/01/22 01:16:04,77599,2037,21,8,13
AVISA QUE É ELE! Harlley é o nome da emoção para a torcida do Grêmio! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7597988301324274956,2026/01/22 01:15:20,245047,9518,88,100,95
TÁ TUDO IGUAL! Baptistella finaliza de dentro da área para empatar o jogo para o Cruzeiro! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7597984051001052427,2026/01/22 00:58:45,243488,4385,38,85,62
PLACAR ABERTO! Harlley bate com categoria e inaugura o marcador da semifinal da Copinha Sil 2026! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7597984008949042488,2026/01/22 00:58:34,163732,6078,14,122,60
"Não dá pra resistir a um convite desses, né? 👀🥰 #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7597965640623770892,2026/01/21 23:47:17,10728,481,10,14,3
APROVEITOU! Paulinho marcou esse golaço do meio de campo para colocar o São Paulo na semi! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597259462776278284,2026/01/20 02:07:08,185699,9957,75,898,210
O GOL DA VANTAGEM TRICOLOR! Matheus Menezes colocou no fundo da rede para ampliar para o São Paulo! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597258198638169355,2026/01/20 02:02:18,29874,1331,11,30,18
TÁ LIBERADO EMOLDURAR ESSA PINTURA! 🖼️ Bota mais um golaço na conta do @arthur_izaque07! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597250210674347276,2026/01/20 01:31:12,170839,11410,24,124,75
GOL DO TRICOLOR PARA ABRIR O PLACAR! 8️⃣🇾🇪 Djhordney coloca o São Paulo na vantagem em Sorocaba! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597243365033266443,2026/01/20 01:04:36,27695,1392,10,22,16
A DEFESA DA CLASSIFICAÇÃO! 🧤🌟 @gabrielsena_06 é o nome dele! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597229806547176716,2026/01/20 00:11:57,137948,5499,55,104,60
IGUALOU DE NOVO! O Palmeiras deixa tudo igual no placar. Tá disputadooooo! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597220220209515788,2026/01/19 23:34:45,27313,1105,6,19,9
A VIRADA FOI RÁPIDA! 🔥 O Ibrachina veio com tudo para o segundo tempo e tá na vantagem no placar! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597214713700683064,2026/01/19 23:13:22,100363,4215,15,25,29
TÁ TUDO IGUAL! 🤝 Pirituba empatou para o Ibrachina! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597213150668262667,2026/01/19 23:07:22,161548,6127,14,68,54
O PLACAR FOI ABERTO EM BARUERI! Pimenta subiu mais alto e o Verdão sai na frente no primeiro jogo dessa segundona! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597195529566702859,2026/01/19 21:58:54,36308,1121,3,3,13
O PLACAR FOI ABERTO EM BARUERI! Pimenta subiu mais alto e o Verdão sai na frente no primeiro jogo dessa segundona! #CopinhaSil,https://www.tiktok.com/@copinha/video/7597195215975238923,2026/01/19 21:57:41,4451,150,1,0,0
Isso é #CopinhaSil2026! 🕺🪩,https://www.tiktok.com/@copinha/video/7597094889527971083,2026/01/19 15:28:16,14737,1414,9,12,23
O GOL DA CLASSIFICAÇÃO CABULOSA! O capitão Fernando anotou o terceiro gol do Cruzeiro e fechou a conta em São Carlos! #CopinhaSil,https://www.tiktok.com/@copinha/video/7596855726685900044,2026/01/19 00:00:19,60546,1732,10,14,16
DUAS VEZES JOÃO BORNE! O atacante do @gremio tá on demais nas quartas de final! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7596722512579267852,2026/01/18 15:23:19,253188,7700,29,157,135
"ENTROU PRA DECIDIR! 👀 No segundo tempo, Lucyan entra e abre o placar para o Tricolor! #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7596467546283445516,2026/01/17 22:53:59,48350,2263,13,28,29
"É O 🔟! Gabriel Lopes, do @redbullbragantino, marca o primeiro gol contra o São Paulo. #CopinhaSil2026",https://www.tiktok.com/@copinha/video/7596459587369291064,2026/01/17 22:23:03,78331,1819,10,34,27
DEU FOGO! 🔥 O Botafogo levou a melhor na decisão por pênaltis e venceu o Itaquaquecetuba! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7596457382771739960,2026/01/17 22:14:30,5542,73,3,1,1
QUE JOGADA E QUE GOLAÇO! Luiz Fernando coloca o Ibrachina na frente do placar mais uma vez! #copinhasil2026,https://www.tiktok.com/@copinha/video/7596410691431501074,2026/01/17 19:13:18,38464,1598,10,48,15
EMPATE DO INTER! João Miranda deixa tudo igual nas oitavas da #CopinhaSil2026! ,https://www.tiktok.com/@copinha/video/7596407772665744648,2026/01/17 19:02:00,127661,3736,14,80,45
NATHAN YURI MARCA PARA O IBRA! O Ibrachina abre o placar nas oitavas de final da #CopinhaSil2026! ,https://www.tiktok.com/@copinha/video/7596404988885159176,2026/01/17 18:51:10,107211,6305,13,69,54
SAMUEL PEGOU DOIS PÊNALTIS E GARANTIU A CLASSIFICAÇÃO DO GUANABARA CITY NA COPINHA SIL! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7596085550881312056,2026/01/16 22:11:36,143960,4039,16,26,40
GABRIEL DEFENDEU E O IBRACHINA GARANTIU VAGA NAS OITAVAS DA COPINHA SIL! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7595695342549617976,2026/01/15 20:57:23,30331,920,10,2,12
BELA JOGADA E O GOL DE EMPATE DO FLAMENGO-SP MARCADO POR RHAUL!  #CopinhaSil2026 ,https://www.tiktok.com/@copinha/video/7595688448992890132,2026/01/15 20:30:40,148489,1858,18,15,42
QUE JOGADA DAS CRIAS DA ACADEMIA! BELO GOL DO SORRISO!  #PaulistãoCasasBahia ,https://www.tiktok.com/@copinha/video/7595668565987020052,2026/01/15 19:13:34,39387,1411,6,15,16
DEFENDEEEEEEEEU! @mroger_05 salvou o Corvo e defendeu um pênalti! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7595668164004891916,2026/01/15 19:11:53,1153708,6657,15,150,286
NO COMECINHO… Gabriel Lopes pegou de primeira e marcou o primeiro do Massa Bruta! #CopinhaSil2026,https://www.tiktok.com/@copinha/video/7595649718898691339,2026/01/15 18:00:18,10540,652,5,1,3
