Título do vídeo,Link para o vídeo,Hora da publicação,Visualizações do vídeo,Curtidas,Comentários,Compartilhamentos,Adicionar aos Favoritos
QUER ASSISTIR À FINAL DO PAULISTÃO FORA DO BRASIL? VOCÊ PODE! 🤩 O primeiro jogo da decisão do #PaulistãoCasasBahia vai ser transmitido no YouTube do @paulistao! *Exceto para Brasil e Uruguai,https://www.tiktok.com/@paulistao/video/7613477397739998520,2026/03/04 19:30:21,4766,207,6,3,4
O FANATICÃO CHEGOU NO BONDE DA FINAL 🏆🐶 Os mascotes da final do Paulistão Casas Bahia agora estão acompanhados do caramelo mais carismático do Futebol Paulista! #PaulistãoCasasBahia #Fanaticão ,https://www.tiktok.com/@paulistao/video/7613481887142612232,2026/03/04 19:18:18,14131,1228,19,27,50
"Em nove jogos, o Robson marcou oito gols no Palmeiras em sua carreira, será que hoje tem gol do artilheiro do Paulistão Casas Bahia? #PaulistãoCasasBahia #Novorizontino",https://www.tiktok.com/@paulistao/video/7613473286713904405,2026/03/04 18:44:56,4690,150,4,3,4
Vocês votaram e escolheram o Mayk como dono do golaço da semifinal! 🤩⚽ Será que ele brilha de novo na grande decisão? 🔥 #PaulistãoCasasBahia #GolaçoDaRodada #Betano,https://www.tiktok.com/@paulistao/video/7613446838435302667,2026/03/04 17:30:20,753,39,2,1,1
"É O TIGRE FAZENDO HISTÓRIA! O momento da classificação do Novorizontino para a grande final do Paulistão Casas Bahia foi emocionante 🥺🌟 👀 Hoje o Tigre entra em campo para o primeiro jogo da final contra o Palmeiras! Assista AO VIVO às 20h na Record, Cazé TV, TNT e HBO Max. #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7613407664399306040,2026/03/04 15:00:23,1775,88,3,0,2
"""UMA SENSAÇÃO INEXPLICÁVEL"" O Flaco López quer voltar a ser campeão do Paulistão Casas Bahia pelo Verdão!🐷💚 #PaulistãoCasasBahia #Palmeiras",https://www.tiktok.com/@paulistao/video/7613400568475700491,2026/03/04 14:30:22,1596,169,3,0,6
"AMANSOU E GUARDOU! 🎯🔥 Foguinho precisou de pouco tempo em campo pra marcar esse golaço na vitória do Tanabi sobre o Nacional por 2 a 0, pela 7ª rodada do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7613384738413219084,2026/03/04 13:30:20,1393,76,1,1,0
"MAURIZIZOU! No melhor estilo Zidedine Zidane, olha só a jogada do camisa 18 do Verdão! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7613341755164871948,2026/03/04 11:00:23,19243,2289,11,77,62
"BOA NOITE, POVO! O FANATICÃO CHEGOU 🐶😍🧡 Conheçam o novo mascote da Federação Paulista de Futebol. #Fanaticão #FPF",https://www.tiktok.com/@paulistao/video/7613166183377816833,2026/03/03 22:54:11,794,24,4,0,0
"O INTERIOR DE SÃO PAULO É GIGANTE! 😮‍💨💪 O Novorizontino coloca o interior de novo na final do Paulistão Casas Bahia depois de nove anos! 🚨Amanhã tem Novorizontino em campo no primeiro jogo da final! Assista AO VIVO às 20h, na Record, Cazé TV, TNT E HBO Max. #PaulistãoCasasBahia #Novorizontino",https://www.tiktok.com/@paulistao/video/7613063757475925259,2026/03/03 17:00:21,1231,51,3,0,2
"FIESTA NA JAVARI! 🇨🇴🔥 Elkin Muñoz fez a torcida do Moleque Travesso explodir na vitória do Juventus sobre o XV de Piracicaba por 3 a 0, que coloca a equipe no G8 do #PaulistãoA2Rivalo.",https://www.tiktok.com/@paulistao/video/7613044668657454348,2026/03/03 15:30:21,977,43,1,0,0
"PAREDÃO RAIZ!🧤🧱 Denis Júnior mostrou tranquilidade pra fechar o gol na vitória da Ferroviária sobre o Grêmio Prudente por 2 a 0, pela 14ª rodada do #PaulistãoA2Rivalo.",https://www.tiktok.com/@paulistao/video/7613013823577918731,2026/03/03 13:30:21,2613,75,2,0,3
De Vitor Roque para Maurício e assim o Verdão começou o Choque-Rei com tudo! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7613005298780867896,2026/03/03 13:00:23,311350,19284,113,559,508
O GRINGO RESOLVE!🇦🇷 O Flaco López deixou o seu no Choque-Rei e garantiu o Verdão na decisão do Paulistão Casas Bahia! #PaulistãoCasasBahia #Palmeiras,https://www.tiktok.com/@paulistao/video/7612787312753265940,2026/03/02 22:23:06,11028,735,9,23,16
PEGA A VISÃO! 😎 Todos os gandulas que trabalharam no Choque-Rei são alunos da EAFI da @FPF Academia. Vem conferir um pouquinho do trampo 🤙 ⚽  #PaulistãoCasasBahia FPF #FPFAcademia #Aurora,https://www.tiktok.com/@paulistao/video/7612754825624685831,2026/03/02 20:16:51,7276,437,4,4,11
A comemoração do gol do Flaco López na semifinal do #PaulistãoCasasBahia por um ângulo especial! 🤩😮‍💨 #Bis #Palmeiras,https://www.tiktok.com/@paulistao/video/7612721490718510347,2026/03/02 19:00:21,3956,294,2,10,6
QUER CLASSIFICAR? O TIGRÃO VAI TE ENSINAR! 🐯🔥 O @oficialnovorizontino mostrou que é Tigrão e está na finalíssima do Paulistão Casas Bahia! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7612707107565030712,2026/03/02 18:00:23,2745,175,2,16,4
"VAI DAQUI MESMO! 🚀🔥 Olha o que o Romarinho aprontou na vitória da Inter de Limeira sobre o Sertãozinho por 2 a 1, pela 14ª rodada do #PaulistãoA2Rivalo",https://www.tiktok.com/@paulistao/video/7612688868587965707,2026/03/02 16:30:21,1179,57,3,3,1
A comemoração dos finalistas! 🤩🥳 #PaulistãoCasasBahia #Palmeiras,https://www.tiktok.com/@paulistao/video/7612465989153852684,2026/03/02 02:38:16,13265,1331,23,16,40
ELE CRAVA Y CRAVA! Maurício é o nome do primeiro gol do Palmeiras na semifinal do Paulistão Casas Bahia! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7612465825475300620,2026/03/02 02:36:05,63444,7751,33,306,164
"MAIS UMA DECISÃO, VERDÃO! 👏 São sete seguidas e contando! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7612441288692075788,2026/03/02 02:35:27,12737,2147,17,56,42
DA MARCA DA CAL! Calleri bate no meio e não dá chances para Carlos Miguel! É gol do Tricolor! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7612449638695701816,2026/03/02 01:15:52,7658,173,7,0,1
O SÃO PAULO ESTÁ NO JOGO! CALLERI DIMINUI PARA O TRICOLOR! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7612449246586866955,2026/03/02 01:12:11,5562,209,5,1,2
"QUAAAAASE! No finzinho do primeiro tempo, o Palmeiras quase chegou ao segundo gol depois que um senhor contra-ataque, mas a bola acabou indo pra fora. #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7612441286292884748,2026/03/02 00:46:00,245152,3419,18,59,115
"OLHA A CHANCE DA TELEVISÃO NOVA! O toss do Choque-Rei decidiu, @casasbahia! Vai ter promoção de TV pra galera assistir o Paulistão Casas Bahia daquele jeito! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7612430167012576524,2026/03/02 00:06:04,112259,2563,22,32,81
ESSE É O CLIMA NA ARENA CREFISA BARUERI! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7612426244428287244,2026/03/02 00:02:42,1980,91,4,2,3
TÁ NA REDE! O Palmeiras inaugura o placar do Choque-Rei! @mauriciomp7 aproveitou a chance e mandou pro fundo do gol! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7612398157984501003,2026/03/02 00:01:43,5851,154,3,7,3
MAURICIOOOOO! O VERDÃO ABRE O PLACAR NA SEMIFINAL! 🟢⚪️ #PaulistãoCasasBahia #ChoqueRei #Palmeiras,https://www.tiktok.com/@paulistao/video/7612422959256440076,2026/03/01 23:55:41,5811,215,4,17,6
EQUIPES EM CAMPO! VAI COMEÇAR A DECISÃO! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7612425867020471563,2026/03/01 23:52:32,1305,81,3,1,0
"OS GOLS DE SANTOS E NOVORIZONTINO! Na primeira fase, Gabigol deixou o dele e o Peixão venceu o Novorizontino na Vila Belmiro por 2 a 1! E no domingo, quem avança para as semifinais? #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7609016737127877899,2026/02/20 20:00:23,672798,7988,62,132,254
JÁ OU JAMAIS DO ANIVERSARIANTE DO DIA! 🤣 Breno Bidon tá completando 21 anos! Bora conhecer um pouquinho mais do camisa 7 do Corinthians fora do campo? 🤩🥳 #PaulistãoCasasBahia #Corinthians #BrenoBidon,https://www.tiktok.com/@paulistao/video/7609014043503889720,2026/02/20 19:46:17,166314,14748,32,271,542
QUE GOLAÇO! O Garro soltou o pé de fora da área e anotou um lindo gol pro Corinthians! O Timão abriu o placar contra o Athletico! #PaulistasEmCampo 🎥@cazetv,https://www.tiktok.com/@paulistao/video/7608971361972702476,2026/02/20 16:40:20,7340,387,3,21,9
GOLAÇO DO VELÃO! Ruan marca o primeiro gol da história do Velo Clube na Copa do Brasil! #PaulistasEmCampo 🎥FFACTV,https://www.tiktok.com/@paulistao/video/7608969619142872331,2026/02/20 16:26:23,1666,54,3,0,0
"CLASSIFICAÇÃO GARANTIDA! Nos pênaltis, Velo Clube leva a melhor pra cima do Vasco-AC e se garante na segunda fase da Copa do Brasil! #PaulistasEmCampo 🎥FFACTV",https://www.tiktok.com/@paulistao/video/7608967055462747404,2026/02/20 16:22:22,4556,116,3,1,6
DE CAVADINHA! 😮‍💨🤌 Vocês votaram e Albano levou o prêmio de Golaço da 11ª rodada do #PaulistaoA2Rivalo,https://www.tiktok.com/@paulistao/video/7608944014297025804,2026/02/20 14:30:21,1289,28,4,0,1
E DOMINGO TEVE! 💪🤩 Põe dois gols e uma assistência na conta do #CraqueDaRodada! #PaulistãoCasasBahia #7KBet,https://www.tiktok.com/@paulistao/video/7608941873280912652,2026/02/20 14:00:23,1080,44,2,0,0
MODO PAULISTÃO CASAS BAHIA! 🏆👀 O foco é nas Quartas de Final! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7608926659168750859,2026/02/20 13:00:32,480,21,2,1,0
"PIVÔ INTELIGENTE! 💪🧠 Escorada linda do Maikinho pro Giovane na vitória do União São João sobre o União Suzano por 1 a 0, pela 7ª rodada do #PaulistaoA3Rivalo",https://www.tiktok.com/@paulistao/video/7608588477118041355,2026/02/19 15:30:21,2717,89,2,0,1
"PASSE TELEGUIADO! 🎯 Que achada do Ryan pro gol da vitória do Penapolense sobre o ECUS por 2 a 1, que mantém o Pantera como líder do #PaulistaoA4Rivalo",https://www.tiktok.com/@paulistao/video/7608561135968701752,2026/02/19 14:30:21,2529,75,1,2,2
COMO FUNCIONA O MATA-MATA? 🤔👀 A @yasmingzrn veio explicar como funciona a definição dos confrontos das quartas e das semis do Paulistão Casas Bahia. #CriadoresPaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7608315652956294411,2026/02/18 22:30:21,9008,308,8,7,17
DESENHOS APROVADOS? 🤣✍️ Lucas e Ferreirinha tiveram que se desenhar e o resultado foi esse... Se liga na obra de arte! #PaulistãoCasasBahia #SãoPaulo,https://www.tiktok.com/@paulistao/video/7608305038951337227,2026/02/18 21:44:06,62611,7474,49,319,452
"A última rodada da primeira fase do Paulistão Casas Bahia foi INSANA! Com emoção até o último minuto, se liga como foi a linha do tempo! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7607339508710821140,2026/02/16 06:02:43,182329,3177,28,155,133
"FALA, GABIGOL! 🎤 O camisa 9 foi eleito o Craque do Jogo na goleada santista por 6 a 0. #PaulistãoCasasBahia #7KBetbr",https://www.tiktok.com/@paulistao/video/7607288816247835920,2026/02/16 02:46:05,7577,475,1,2,12
NO DUELO DE GOLEIROS...TEVE GOL DE GOLEIRO! Cleiton levou a melhor e converteu o pênalti com essa batida perfeita! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7607272301318475026,2026/02/16 01:41:57,8203,151,4,5,5
É O SANTÁSTICO! 🤍🖤 Gabigol e Rollheiser fizeram dois gols em 2 minutos.  #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7607271845670243600,2026/02/16 01:41:03,26410,443,3,7,17
COITADA DA CORUJA! 🦉 O Gabriel Menino fez um golaço! Sem a menor chance pro goleiro. #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7607269543907495185,2026/02/16 01:32:35,57534,926,6,10,42
"QUASE SAI O PRIMEIRO! 🤯 O Neymar acertou um chutaço, mas a bola foi para fora. #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7607263432072645905,2026/02/16 01:08:38,39329,573,5,8,12
VAI SER DIFÍCIL PARAR! 🌬️ O Neymar tá mostrando que não veio pra brincadeira. #PaulistãoCasasBahia #Dorflex,https://www.tiktok.com/@paulistao/video/7607262895973371137,2026/02/16 01:06:40,761500,11482,96,396,518
DE SABINO PRA CALLERI! É O SEGUNDO DO TRICOLOR EM CAMPINAS! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7607262594491075860,2026/02/16 01:04:21,3738,172,3,0,5
É A VOLTA DO PRÍNCIPE! 👑 Neymar estreia oficialmente pelo #PaulistãoCasasBahia #Bet365,https://www.tiktok.com/@paulistao/video/7607198072870882616,2026/02/16 00:44:01,10566,624,5,13,18
"SALVOU O BERNÔ! 🧤🔥 Nos minutos finais do 1º tempo, o Corinthians chegou com perigo duas vezes, mas parou nas mãos de Alex Alves! #PaulistãoCasasBahia #Bet365",https://www.tiktok.com/@paulistao/video/7607256213964786956,2026/02/16 00:39:39,6580,291,8,7,4
NEYMAR NO AQUECIMENTO PARA A ESTREIA!🔥🐳 #paulistãocasasbahia,https://www.tiktok.com/@paulistao/video/7607236111919762699,2026/02/16 00:38:13,2541,156,2,0,6
ELE É INEVITÁVEL! ⚽️🐳 Thaciano amplia para o Peixe. Santos 3x0 Velo Clube #paulistãocasasbahia,https://www.tiktok.com/@paulistao/video/7607233595006045451,2026/02/16 00:29:51,2557,106,1,5,1
POV: você entrou em campo com um doguinho 🥰🐶 #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7607253033046576391,2026/02/16 00:27:07,962,31,4,0,3
TEM GOL PARA COLOCAR O TRICOLOR NO G8 DO PAULISTÃO CASAS BAHIA! LUCAS RAMON VAI PRA REDE! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7607232201125563704,2026/02/16 00:27:01,7823,377,2,5,7
MOISÉS! 🐳 O atacante marca seu primeiro gol com a camisa do Santos! Santos 2x0 Velo Clube #paulistãocasasbahia,https://www.tiktok.com/@paulistao/video/7607231163190611212,2026/02/16 00:24:59,5902,129,2,3,4
GABIGOL!💪😤🐳 O camisa 9 do Peixe inaugura o placar na Vila Belmiro. Santos 1x0 Velo Clube #paulistãocasasbahia,https://www.tiktok.com/@paulistao/video/7607233718192704779,2026/02/16 00:21:32,2312,145,3,1,4
O CAMISA 9️⃣ DO MASSA BRUTA!  Pitta voou para abrir o placar para o Red Bull Bragantino!  #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7607249641691761927,2026/02/16 00:13:58,2160,53,1,0,0
"NO ALVO 🎯  NEGUEBA DOMINOU, CARREGOU E MANDOU PRO FUNDO DA REDE DE FORA DA ÁREA.  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7607249470971071762,2026/02/16 00:13:24,1060,55,1,0,1
QUE APRESENTAÇÃO! 🥅 Agora foi a vez de Thaciano marcar o seu contra o Velo Clube #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7607231205725048076,2026/02/16 00:09:18,7040,123,2,0,2
E A FATIADA? 🔪 Que golaço do Moises e que assistência do Gabigol. #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7607229494117649720,2026/02/16 00:07:22,5998,133,1,0,2
CAMISA 9 FAZ ASSIM!  Lucca coloca o Guarani na frente do placar com o gol que vai garantindo a classificação do Bugre para as quartas de final!#PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7607245485476236562,2026/02/15 23:57:55,6345,106,3,10,3
"NORUSCA ÔÔÔÔÔÔ! Luiz Daniel fez uma defesaça, o lance seguiu e só foi acabar com a bola no fundo do gol do Primavera! Pedro Felipe anota o gol para o Noroeste! #PaulistãoCasasBahia #Betano",https://www.tiktok.com/@paulistao/video/7607221863453953336,2026/02/15 23:56:41,20947,295,2,3,8
É GOL DO GABIGOL! 💪 O camisa 9 apareceu livre pra abrir o placar pro Santos. #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7607223535081114891,2026/02/15 23:48:36,6409,129,0,2,2
"SENSACIONAL, BRAZÃO! 🧤 O goleiro do Peixe já mostrou o seu potenclal com 1:30 de jogo. #PaulistãoCasasBahia #Bet365",https://www.tiktok.com/@paulistao/video/7607215689740471608,2026/02/15 23:44:47,5633,98,1,1,4
DAQUI A POUCO TRM NEYMAR EM CAMPO! ✋🤪🤚 #paulistãocasasbahia,https://www.tiktok.com/@paulistao/video/7607213816883072268,2026/02/15 23:34:36,1752,91,2,0,2
NEY DAY! ✋🤪🤚 Tudo pronto para estreia do camisa 10 na temporada. #paulistãocasasbahia,https://www.tiktok.com/@paulistao/video/7607215728680258828,2026/02/15 23:23:25,3888,185,1,1,6
"O HOMEM TÁ NA CASA E PRO JOGO! 🔥 Neymar está relacionado e pode fazer sua estreia no Paulistão hoje, contra o Velo Clube. 📹 @santosfc #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7607213626579045644,2026/02/15 23:12:51,1902,88,3,4,5
"👏🏽👏🏽👏🏽 A DUPLA TRICOLOR É ENTROSADA, HEIN?!  Chegou a hora do Desafio das Palmas com Lucas e Ferreirinha!  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7606854438245977364,2026/02/14 22:40:29,111067,6731,28,131,194
O VERDADEIRO POMBO SEM ASA! 🔥🕊️ Vocês votaram e Netinho levou o prêmio de Golaço da 9ª rodada do #PaulistaoA2Rivalo,https://www.tiktok.com/@paulistao/video/7606712660733758731,2026/02/14 13:30:21,2151,105,1,0,2
"EL CAPITÁN! 🐷🇵🇾 Gustavo Gómez é sinônimo de raça, de liderança e de resistência. Assista ao vídeo completo no YouTube do @paulistao! #PaulistãoCasasBahia #PelasLentesDoPaulistão",https://www.tiktok.com/@paulistao/video/7606430759431228728,2026/02/13 20:30:21,3366,336,4,3,9
"O Fuchs e o Mauricio até tentaram combinar a palma, mas não deu tão certo... 🤣 Será que teremos essa dupla em campo na última rodada do #PaulistãoCasasBahia? 👀 O Palmeiras entra em campo contra o Guarani no domingo (15), às 20h30. Assista AO VIVO na HBO Max! 🤩",https://www.tiktok.com/@paulistao/video/7606427462041439499,2026/02/13 20:00:23,23592,3955,11,43,144
O HUGO É DECISIVO! O 11º pênalti defendido por Hugo Souza com a camisa do Corinthians foi assim! #PaulistasEmCampo #Corinthians,https://www.tiktok.com/@paulistao/video/7606426495728241976,2026/02/13 19:00:23,7119,639,4,14,23
MATHEUS BIDU!⚽ O homem tá jogando muito e deixou o dele no @brasileirao! #PaulistasEmCampo #Corinthians,https://www.tiktok.com/@paulistao/video/7606403405778619659,2026/02/13 17:30:20,39847,5694,19,177,143
ELE TEM ESTRELA! Gabriel Paulista foi no terceiro andar e abriu o placar no Duelo Paulista no @brasileirao! #PaulistasEmCampo #Corinthians,https://www.tiktok.com/@paulistao/video/7606390738221370636,2026/02/13 16:41:11,5051,541,3,9,11
"VAN-DER-LEI! 🔥🧤 O paredão garantiu a vitória do Água Santa no duelo contra a Ferroviária por 1 a 0, pela 9ª rodada do #PaulistaoA2Rivalo",https://www.tiktok.com/@paulistao/video/7606364784279227660,2026/02/13 15:00:25,3038,107,1,2,2
"FOI UM FOGUETE! 🚀 🎯 Netinho marcou esse golaço na vitória do Água Santa sobre a Ferroviária, na 9ª rodada do #PaulistaoA2Rivalo",https://www.tiktok.com/@paulistao/video/7606078723367898379,2026/02/12 20:30:22,5193,93,2,2,1
PELAS LENTES DE ROBINHO JR. 📸👀 O Behind The Scenes do media day do Santos tá diferente... #PaulistãoCasasBahia #Santos #MediaDay,https://www.tiktok.com/@paulistao/video/7606070995790646584,2026/02/12 20:00:23,33703,2916,30,82,156
"TOCA NO CALLERI QUE É GOL!  De pé em pé, o São Paulo marcou o segundo contra o Grêmio no @brasileirao!  #PaulistasEmCampo #FutebolPaulista  🎥 GE Globo",https://www.tiktok.com/@paulistao/video/7605797929370045717,2026/02/12 02:20:38,53155,2407,31,501,112
GOLAÇO DO NEGUEBA!  O camisa 11 do Mirassol pegou de primeira e fez esse belo gol!  #PaulistasEmCampo #FutebolPaulista  🎥 GE.Globo ,https://www.tiktok.com/@paulistao/video/7605776505901223188,2026/02/12 00:57:33,2901,73,1,2,2
VAI CORINTHIANS! Né não @moscachapada? Assista o vídeo completo no YouTube do Paulistão! #PaulistãoCasasBahia 🤩,https://www.tiktok.com/@paulistao/video/7605731071656856843,2026/02/11 23:07:21,2641,141,4,1,6
"Se você pudesse escolher qualquer jogador do Paulistão Casas Bahia para o seu time, qual seria? 🤨🫵 Os torcedores do Timão responderam, se liga nas respostas da galera na Neo Química Arena! #PaulistãoCasasBahia #Sil",https://www.tiktok.com/@paulistao/video/7605698625552911627,2026/02/11 21:00:25,29875,654,10,9,14
UMA PINTURA! 😮‍💨🤌 Vocês escolheram e o gol do Motta venceu como Golaço da 8ª rodada do #PaulistaoA2Rivalo,https://www.tiktok.com/@paulistao/video/7605669150777724216,2026/02/11 19:00:22,3706,67,2,5,1
E ESSE ENTROSAMENTO DAS CRIAS DA ACADEMIA? 🌟🤝 Será que o elenco do Palmeiras está conectado? O Larson e o Pacheco mostraram que a sintonia dos dois está em dia! 😮‍💨 #PaulistãoCasasBahia #Palmeiras,https://www.tiktok.com/@paulistao/video/7605655977739685131,2026/02/11 18:00:22,21475,2101,5,13,42
"GUARDOU NA GAVETA! 🎯🔥 Kadu Barone marcou esse golaço na vitória do Inter de Bebedouro sobre o Jacareí, pela 2ª rodada do #PaulistaoA4Rivalo",https://www.tiktok.com/@paulistao/video/7605609443430092088,2026/02/11 15:00:23,2116,78,2,3,1
"TAPA DE QUALIDADE! 😮‍💨🤌 Tchê Tchê mostrou categoria na vitória do XV de Jaú por 3 a 1 sobre a Itapirense, colocando o Galo na vice-liderança do #PaulistaoA3Rivalo!",https://www.tiktok.com/@paulistao/video/7605601475284274443,2026/02/11 14:00:24,1238,54,2,4,0
RESENHA ABSURDA! 🤣✍️ Reinando e Carlos Eduardo tiveram que se desenhar... Vem ver o resultado da arte da dupla do Leão! #PaulistãoCasasBahia #Mirassol,https://www.tiktok.com/@paulistao/video/7605283588589882680,2026/02/10 18:00:23,1475,63,1,1,3
O GOL DO FLACO DE DENTRO DO CAMPO! 🤩 Se liga na visão do árbitro no momento do gol do Palmeiras no Derby! 🔥😮‍💨 #PaulistãoCasasBahia #Bis,https://www.tiktok.com/@paulistao/video/7604973737699593483,2026/02/09 23:46:04,8483,457,6,7,9
O TÚNEL DA NEO QUÍMICA ARENA ANTES DO DERBY! 🤩 Esse é o clima antes da entrada dos jogadores no gramado para o Superclássico Casas Bahia!  #PaulistãoCasasBahia #Derby ,https://www.tiktok.com/@paulistao/video/7604970861241699602,2026/02/09 20:51:06,3123,179,2,1,4
"O clássico de ontem pareceu sonho mesmo, Flaco! 💭😮‍💨⚽️ #PaulistãoCasasBahia #Palmeiras #Derby  ",https://www.tiktok.com/@paulistao/video/7604956896860294408,2026/02/09 19:56:56,3089,330,5,8,9
JÁ IMAGINOU GANHAR UMA BLUSA DO SEU ÍDOLO? ISSO ACONTECEU! A TORCIDA DO TRICOLOR AMA O LUCIANO!😍😍 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7604879936746229012,2026/02/09 14:58:19,27998,1760,5,38,71
"EITA, ALLAN! 🤩 QUE CATEGORIA DO CRIA DA ACADEMIA!  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7604704861120220436,2026/02/09 03:38:59,65484,4938,31,596,132
"FALA, XERIFE! Gustavo Gómez recebeu mais um troféu do Superclássico Casas Bahia 🏆 #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7604695096998628616,2026/02/09 03:01:01,12237,843,12,11,33
"O GOL DO DERBY AO SOM DE 50 CENT! 😮‍💨 O dono do gol escolhe a música, a gente obedece. Seu pedido é uma ordem, Flaco! #PaulistãoCasasBahia #Palmeiras ",https://www.tiktok.com/@paulistao/video/7604689799961758994,2026/02/09 02:40:27,1884,115,1,11,8
FLACO LÓPEZ: O NOME DO DERBY! #PaulistãoCasasBahia #Palmeiras ,https://www.tiktok.com/@paulistao/video/7604686315392748807,2026/02/09 02:26:56,230549,15096,240,1241,507
"COM A PALAVRA, O CRAQUE DO DERBY! Carlos Miguel fechou o gol e foi eleito #CraqueDoJogo! #PaulistãoCasasBahia #7kBet ",https://www.tiktok.com/@paulistao/video/7604685314094845204,2026/02/09 02:23:05,1587,86,1,0,2
FLACO LOPEEEEEEEEEZ! ⚽️🤯 O camisa 4️⃣2️⃣ do Verdão abre o placar no Derby! #PaulistãoCasasBahia #Palmeiras ,https://www.tiktok.com/@paulistao/video/7604673282100530440,2026/02/09 01:36:20,25634,1474,26,198,42
"A BOLA PROCURA E, QUANDO ACHA, ELE SABE O QUE FAZER! ⚽🔥 Flaco López faz o primeiro gol do Derby e coloca o Palmeiras na vantagem! #PaulistãoCasasBahia #Derby ",https://www.tiktok.com/@paulistao/video/7604671846906203410,2026/02/09 01:30:47,11739,530,13,79,17
SEQUÊNCIA DE DEFESAÇAS DO CARLOS MIGUEL! 🧤😮‍💨 #PaulistãoCasasBahia #Derby ,https://www.tiktok.com/@paulistao/video/7604670202030066952,2026/02/09 01:24:26,3347,70,2,7,5
"Isso é Corinthians, isso é Breno Bidon! #PaulistãoCasasBahia #Derby ",https://www.tiktok.com/@paulistao/video/7604669226112109831,2026/02/09 01:20:39,8192,180,4,5,9
DE-FE-SA-ÇA DO GOLEIRO DO PALMEIRAS! O Carlos Miguel impediu o primeiro gol do Corinthians nesse lance! #PaulistãoCasasBahia #Bet365 ,https://www.tiktok.com/@paulistao/video/7604668514556792072,2026/02/09 01:17:52,3337,115,4,5,3
Memphis desperdiça a chance no Derby! ❌😮 #PaulistãoCasasBahia #Corinthians,https://www.tiktok.com/@paulistao/video/7604663822711901447,2026/02/09 00:59:39,6318,144,1,10,6
POV: Você está entrando em campo com os jogadores antes do Derby no #PaulistãoCasasBahia! 🤩 #Aurora #POV,https://www.tiktok.com/@paulistao/video/7604660869884087570,2026/02/09 00:48:12,937,39,2,1,2
"Turma, a aula de hoje é sobre como construir uma jogada 😮‍💨⚽✨ #PaulistãoCasasBahia #Derby ",https://www.tiktok.com/@paulistao/video/7604657956180856082,2026/02/09 00:36:55,9161,138,7,2,4
"O camisa 10 do Timão teve a chance de abrir o placar no Derby, mas desperdiçou a cobrança de pênalti... 😨 #PaulistãoCasasBahia #Derby",https://www.tiktok.com/@paulistao/video/7604654490922388754,2026/02/09 00:23:27,6905,161,8,10,4
O CORINTHIANS JÁ COMEÇOU NA PRESSÃO! Quase que sai o primeiro do Timão nessa jogada 👀 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7604598535278939404,2026/02/09 00:00:43,6246,97,2,0,3
O MASSA BRUTA BUSCOU O EMPATE! O Red Bull Bragantino conseguiu somar um ponto fora de casa com esse gol nos acréscimos! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7604595378108910860,2026/02/08 23:42:35,1215,23,1,0,0
