Título do vídeo,Link para o vídeo,Hora da publicação,Visualizações do vídeo,Curtidas,Comentários,Compartilhamentos,Adicionar aos Favoritos
"O SÃO PAULO ESTÁ NO CORAÇÃO DO GABRIEL SARA!  Convocado pela Seleção Brasileira, o meia sonha em voltar ao Tricolor!  #SãoPaulo  🎥 CBF  📷 Alexandre Battibugli/Ag. Paulistão",https://www.tiktok.com/@paulistao/video/7620915999864311060,2026/03/24 20:06:35,7265,278,1,7,5
Quer tomar um UNDAIÁ do Carlos Miguel?! #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7620878387162205460,2026/03/24 17:40:33,75636,5684,58,283,219
O PROTAGONISTA DO TIMÃO! Yuri Alberto voltou com tudo e deixou sua marca na Neo Química Arena! #PaulistasEmCampo #Corinthians,https://www.tiktok.com/@paulistao/video/7620868084001295636,2026/03/24 17:00:22,39453,7076,33,375,304
TAPA DE QUALIDADE! 😮‍💨🤌 Tavares marcou um golaço na vitória do XV de Jaú sobre o Desportivo Brasil por 2 a 1 e ajudou o Galo da Comarca à garantir a 4ª melhor campanha da primeira fase do #PaulistãoA3Rivalo.,https://www.tiktok.com/@paulistao/video/7620852609544359188,2026/03/24 16:00:22,4541,111,1,0,1
PRIMEIRO GOL COM MUITO ESTILO! 🔥 David Lazari marcou pela primeira vez com a camisa do EC União Suzano na vitória sobre o Araçatuba por 2 a 0 ajudando o Leão do Colorado a se manter na briga pelo acesso no #PaulistãoA4Rivalo.,https://www.tiktok.com/@paulistao/video/7620837178276433172,2026/03/24 15:00:25,4202,81,1,0,3
QUE PANCADA! 🚀🎯 O Diego marcou esse golaço na vitória do Rio Claro sobre o União Suzano por 3 a 1 e confirmou o Galo Azul nas quartas do #PaulistãoA3Rivalo,https://www.tiktok.com/@paulistao/video/7620829408923798785,2026/03/24 14:30:21,4092,99,1,0,2
O MAC JOGA POR MÚSICA! 🕺⚽️ O Marília venceu o Francana por 2 a 0 e o primeiro gol foi uma linda jogada coletiva que começou no pé do zagueiro Guilherme Café e terminou no gol do artilheiro Lucas Lima. O tigre vai com moral pras quartas do #PaulistãoA3Rivalo.,https://www.tiktok.com/@paulistao/video/7620558513206562065,2026/03/23 21:00:24,6093,121,1,0,4
"O GOL DA CLASSIFICAÇÃO! 🔥 No finalzinho, Udson empatou o jogo para o EC São Bernardo contra o União São João de Araras, classificando o Cachorrão para as quartas do #PaulistãoA3Rivalo.",https://www.tiktok.com/@paulistao/video/7620551089447767314,2026/03/23 20:30:21,5748,68,2,0,0
"COMEMORA, VERDÃO! Que festa no vestiário do Palmeiras após a vitória no Choque-Rei! #PaulistasEmCampo #Palmeiras 🎥TV Palmeiras",https://www.tiktok.com/@paulistao/video/7620543368107543829,2026/03/23 20:00:23,5099,348,2,6,13
"CAMISA 10 E FAIXA! 🔥 Marllon marcou esse golaço pra abrir a goleada do Nacional sobre o Colorado Caieiras por 4 a 1, mantendo o Naça vivo na disputa pela permanência no #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7620535630455377168,2026/03/23 19:30:20,3799,95,2,1,2
AVANTI PALESTRA! Abel Ferreira deu o papo antes do Choque-Rei! #PaulistasEmCampo #Palmeiras 🎥TV Palmeiras,https://www.tiktok.com/@paulistao/video/7620517744810708244,2026/03/23 18:20:56,2383,137,1,2,3
"SOBROU ATÉ PRO FOTÓGRAFO NA COMEMORAÇÃO! 😅 Golaço do Kleverson pra sacramentar a vitória do São Caetano sobre o Barretos por 2 a 0, garantindo o Azulão nas quartas do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7620489112218258705,2026/03/23 16:30:20,4503,115,1,1,0
"O ILUMINADO DECIDE PRO JUVENTUS!🌟🔥 Paulinho marcou um golaço pra vitória do Moleque Travesso sobre o Sertãozinho por 2 a 1, resultado que coloca os donos da casa na zona de classificação das semifinais do #PaulistãoA2Rivalo.",https://www.tiktok.com/@paulistao/video/7620099184611364114,2026/03/22 15:16:37,7133,232,4,0,6
,https://www.tiktok.com/@paulistao/video/7620081244985888001,2026/03/22 14:07:19,4987,120,1,0,1
"ELKIIIIINNNNNN!!! 🔥🔥🔥 De pênalti, o Juventus abre o placar na Javari! #PaulistãoA2Rivalo",https://www.tiktok.com/@paulistao/video/7620072791299198226,2026/03/22 13:34:08,4628,129,3,1,2
PASSARELLI! 🧤🔥#PaulistãoA2Rivalo,https://www.tiktok.com/@paulistao/video/7620071372194106640,2026/03/22 13:29:18,5091,76,1,0,0
CLIMA DE DECISÃO! 😮‍💨 A Javari tá em festa no #PaulistãoA2Rivalo! #Juventus,https://www.tiktok.com/@paulistao/video/7620071120804400400,2026/03/22 13:27:49,2059,64,1,0,2
Esse é o clima do pré-jogo na Javari! 🤩 #PaulistãoA2Rivalo #Juventus,https://www.tiktok.com/@paulistao/video/7620065941770063125,2026/03/22 13:07:37,2216,86,1,0,1
O elenco do Palmeiras comemorou muito a vitória no Choque-Rei! #PaulistasEmCampo #Palmeiras,https://www.tiktok.com/@paulistao/video/7619898673161391381,2026/03/22 02:18:24,7867,555,4,3,5
O elenco do Palmeiras comemorou muito a vitória no Choque-Rei!  #PaulistasEmCampo #Palmeiras ,https://www.tiktok.com/@paulistao/video/7619898461000944916,2026/03/22 02:17:58,6688,715,4,1,10
Allan dribla o goleiro e o Palmeiras quase faz o segundo no MorumBIS! #Palmeiras #PaulistasEmCampo,https://www.tiktok.com/@paulistao/video/7619873900704304401,2026/03/22 00:43:01,19249,612,5,7,13
QUE FESTA FOI ESSA?! 🤯🔥 O MorumBIS pegou fogo na entrada dos times para o CHOQUE-REI! #PaulistasEmCampo,https://www.tiktok.com/@paulistao/video/7619871009709067527,2026/03/22 00:30:58,2910,146,3,1,11
OLHA O GOOOOOOL DO VERDÃO! JHON ARIAS ABRE O PLACAR NO MORUMBIS! #PaulistasEmCampo #Palmeiras,https://www.tiktok.com/@paulistao/video/7619868757258669332,2026/03/22 00:22:31,7972,531,8,11,18
GRANDE FESTA DA TORCIDA TRICOLOR! #SãoPaulo #PaulistasEmCampo,https://www.tiktok.com/@paulistao/video/7619867333237968144,2026/03/22 00:17:57,3968,163,2,2,6
O HERÓI NACIONAL! 🔥 Santiago marcou duas vezes pra garantir os primeiros três pontos do Naça no #PaulistãoA4Rivalo.,https://www.tiktok.com/@paulistao/video/7619368270616874256,2026/03/20 16:00:22,5936,161,1,0,6
"CLÁSSICO NÃO SE JOGA, SE GANHA! 🔥 A defesa da Inter de Bebedouro foi fundamental pra garantir a vitória sobre o Barretos por 1 a 0 e manter o Lobo na liderança do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7619360613793287431,2026/03/20 15:30:21,5219,92,4,2,3
"O VERDÃO VENCEU O ÚLTIMO CLÁSSICO! Na semifinal do Paulistão Casas Bahia, o Palmeiras superou o São Paulo por 2 a 1... Amanhã é dia de Choque-Rei no @brasileirao: quem vai se sair melhor? #PaulistãoCasasBahia #PaulistasEmCampo",https://www.tiktok.com/@paulistao/video/7619337352829275409,2026/03/20 14:00:23,14281,218,0,0,5
"QUE ACHADA FOI ESSA JOGADOR! 😮‍💨🤌 No final do jogo, Jeovan deu uma baita assistência pro Maurício fazer o gol da vitória do São Caetano sobre o Tanabi por 2 a 1, resultado que coloca o Azulão na vice-liderança do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7619082286218235144,2026/03/19 21:30:21,6169,142,1,3,6
"NÃO PASSOU NEM WI-FI! 🚫 Vinicius fechou o gol pra garantir a vitória do Taquaritinga sobre o Grêmio São-Carlense por 1 a 0, pela 11ª rodada do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7619074487144729857,2026/03/19 21:00:24,1311,55,1,0,0
"GIROU, BATEU E GUARDOU!🎯🔥 Golaço do Ryan na vitória do Penapolense sobre o Jabaquara por 3 a 2, pela 11ª rodada do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7619066745277402385,2026/03/19 20:30:21,4735,95,1,1,3
ESSE É MARLON FREITAS: PREMIADO & VITORIOSO (no Paulistão Casas Bahia e no @brasileirao! 👀🤷) #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7619020393130593543,2026/03/19 17:30:21,2859,144,2,2,3
É O CHEFE! Memphis deixou sua marca no Clássico Alvinegro. #Corinthians #Memphis #PaulistasEmCampo,https://www.tiktok.com/@paulistao/video/7618997171408424209,2026/03/19 16:00:22,4704,400,2,3,13
O PRÍNCIPE RESOLVE!  Neymar empata para o Santos no Brasileirão!  #PaulistasEmCampo #Santos #Neymar  🎥 GE,https://www.tiktok.com/@paulistao/video/7618786985192410389,2026/03/19 02:24:49,11850,628,9,3,24
O PRIMEIRO GOL DE JHON ARIAS COM A CAMISA DO PALMEIRAS!  #PaulistasEmCampo #Palmeiras 🎥 Premiere ,https://www.tiktok.com/@paulistao/video/7618758278205541652,2026/03/19 00:33:27,23353,1368,9,50,38
"FALHA NA MATRIX PAULISTA! 🤯 No mesmo fim de semana, São José no Paulistão A2 Rivalo e São Paulo no Brasileirão fizeram gols idênticos. #PaulistaoA2Rivalo",https://www.tiktok.com/@paulistao/video/7618633810904698128,2026/03/18 16:30:20,5957,121,2,2,3
Toda elegância do Robson passando por aqui! Será que hoje tem gol do camisa 11 na Copa do Brasil? #PaulistasEmCampo #Novorizontino,https://www.tiktok.com/@paulistao/video/7618610673722903829,2026/03/18 15:00:25,3736,98,2,0,1
"O GOLAÇO DA CLASSIFICAÇÃO!🔥 Já nos acréscimos, o artilheiro Daniel Cruz marcou essa pintura pra vitória do União Barbarense sobre a Itapirense por 1 a 0, resultado que garantiu o Leão nas quartas do #PaulistãoA3Rivalo.",https://www.tiktok.com/@paulistao/video/7618324607241637138,2026/03/17 20:30:21,6577,152,1,2,1
"JOGADINHA DE FUTSAL! 🔥 Corta-luz esperto do Lucas Xavier pro gol de Pedro Mota na vitória da Portuguesa Santista sobre o EC São Bernardo por 3 a 0, pela 14ª rodada do #PaulistãoA3Rivalo.",https://www.tiktok.com/@paulistao/video/7618316867408612629,2026/03/17 20:00:22,5785,93,2,0,2
😍❤️ Todo carinho da família com Neymar antes do Clássico Alvinegro! #Santos #Neymar #PaulistasEmCampo,https://www.tiktok.com/@paulistao/video/7618239561700740368,2026/03/17 15:00:24,547299,49836,169,433,3359
"MANDOU NO ALVO! 🎯🔥 Diogo mirou e cravou na vitória da Inter de Bebedouro sobre o União Suzano por 1 a 0, pela 10ª rodada do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7618231800195861776,2026/03/17 14:30:21,4937,145,3,0,6
"CHEGOU E JÁ FEZ A DIFERENÇA PARA O JUVENTUS! 🔥 Santiago contou pra gente sobre a sensação de marcar o gol da vitória logo na estreia contra a Ferroviária, pela 1ª rodada segunda fase do #PaulistãoA2Rivalo.",https://www.tiktok.com/@paulistao/video/7617992211761876231,2026/03/16 23:00:22,6259,148,1,0,2
"CANHOTINHA DE OURO!🔥 Otávio marcou um golaço pelo Colorado Caieiras no empate sobre o Taquaritinga por 1 a 1, pela 10ª rodada do #PaulistãoA4Rivalo.",https://www.tiktok.com/@paulistao/video/7617984368555887928,2026/03/16 22:30:21,6083,154,3,1,4
Lá vem a belezura 🤩🏆 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7617958122220489996,2026/03/16 20:48:29,7753,567,5,3,18
"SÓ VALE GOLAÇO! ⚽️🔥 Junior e Hugo entraram no segundo tempo pra garantir a vitória do Votuporanguense sobre o Ituano por 3 a 0, pela 1ª rodada da segunda fase do #PaulistãoA2Rivalo.",https://www.tiktok.com/@paulistao/video/7617937975242001676,2026/03/16 19:30:21,4911,101,1,0,3
"MENINO DA VILA, SANTISTA E CRUEL! O Gabigol gosta de marcar no Clássico Alvinegro! #PaulistasEmCampo #Santos",https://www.tiktok.com/@paulistao/video/7617899335530941752,2026/03/16 17:00:22,5132,308,2,5,9
"TIKI TAKA NO INTERIOR! 🔥 Grande jogada coletiva que terminou no gol do Diego na vitória do Rio Branco sobre o União Suzano por 2 a 1, pela 14ª rodada do #PaulistaoA3Rivalo.",https://www.tiktok.com/@paulistao/video/7617894172678229260,2026/03/16 16:40:21,3999,105,1,0,1
PÊNALTI? CHAMA O HUGO! O goleiro do Timão pegou mais um penal. #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609828738422836492,2026/02/23 00:11:50,8585,204,4,1,3
"DEFENDEEEEEUE, HUGO! O GOLEIRO DO TIMÃO NÃO DEIXOU PASSAR ✖️ #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7609827898941295883,2026/02/23 00:10:55,6391,149,3,1,7
INTERIOR EM FESTA! O Novorizontino é semifinalista do Paulistão Casas Bahia! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609798876970634507,2026/02/22 22:37:38,14495,406,7,13,12
NO APAGAR DAS LUZES! O gol da classificação do Novorizontino! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609797990483578124,2026/02/22 22:33:16,9404,211,6,18,6
A COMEMORAÇÃO DO SEMIFINALISTA! 🐯 #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609790312424148235,2026/02/22 21:48:30,6600,138,3,5,3
"DEFESAÇA DE ZAGUEIRO! 👏 O Santos tentou sair na frente do placar, mas a bola parou no Dantas! #PaulistãoCasasBahia #Novorizontino #Santos",https://www.tiktok.com/@paulistao/video/7609762360554802488,2026/02/22 20:04:52,231364,2423,26,31,70
Isso é Neymar Jr. em campo pelo Paulistão Casas Bahia! 🤩🤣 #PaulistãoCasasBahia #Santos #Neymar,https://www.tiktok.com/@paulistao/video/7609752051928632632,2026/02/22 19:29:23,6407,233,3,4,3
NEYMAR 🤝 GABIGOL! A dupla tá afiada no aquecimento! #PaulistãoCasasBahia #Santos #Neymar #Gabigol,https://www.tiktok.com/@paulistao/video/7609744957649341707,2026/02/22 19:03:39,2647,81,2,0,2
"SERÁ QUE ELES ESTÃO ALINHADOS? 🤣🤝 Os jogadores do Timão contaram os bastidores do elenco com a caixinha de som! 🎶 Mandaram bem? 🚨 Mais tarde é hora de mostrar entrosamento em campo também! Portuguesa x Corinthians é às 20h30, ao vivo na Record, CazéTV e HBO Max. Vale vaga na semifinal! #PaulistãoCasasBahia #Corinthians #Itaipava",https://www.tiktok.com/@paulistao/video/7609718507315399947,2026/02/22 16:30:20,351652,29084,28,178,782
SÃO PAULO É SENTIMENTO!  #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609673392689646868,2026/02/22 12:59:24,8647,1059,15,13,29
"O CABEÇA DE OVO, MEU PAI” 🤣🤣 O Miguel é demais e gosta de uma resenha com o papai Lucas Moura!  #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7609522783680236821,2026/02/22 03:14:58,2381,162,2,4,4
O passe do Felipe Anderson + o drible do Sosa = 𝒑𝒖𝒓𝒆 𝒄𝒊𝒏𝒆𝒎𝒂 ✨🤩 #PaulistãoCasasBahia #Palmeiras ,https://www.tiktok.com/@paulistao/video/7609509021791374599,2026/02/22 02:21:31,311022,31472,474,1736,617
Gol de quem diz: avisa que eu voltei! 🇾🇪🔥  #PaulistãoCasasBahia #SãoPaulo ,https://www.tiktok.com/@paulistao/video/7609505414434082066,2026/02/22 02:07:34,2978,188,4,4,2
QUE MOMENTO! 🤩🥰 O LUCAS MOURA PROMETEU E DEU A CAMISA PARA O SEU FÃ!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609503020610571541,2026/02/22 01:58:18,34607,2272,23,28,58
PARA O QUE? 🇵🇾 Ramon Sosa completa a goleada palmeirense e a classificação para as semifinais do #PaulistaoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609499659739991303,2026/02/22 01:45:09,2453,135,1,0,4
MAIS UM DO VERDÃO!!! 🟢⚪️ Andreas converte pênalti e faz o 3º do Palmeiras! #PaulistãoCasasBahia #Palmeiras,https://www.tiktok.com/@paulistao/video/7609499124043369735,2026/02/22 01:43:10,3227,290,2,3,5
QUE FRIEZA DO SOSA! 🥶🥶 E que passe do Felipe Anderson no quarto gol do Palmeiras! #PaulistãoCasasBahia #Betano ,https://www.tiktok.com/@paulistao/video/7609497187629780242,2026/02/22 01:35:38,7490,316,5,18,6
"O TERCEIRO DO VERDÃO! Arias sofreu o pênalti e Andreas Pereira não despediçou a cobrança, aumentando ainda mais a vantagem do Palmeiras! #PaulistãoCasasBahia #Betano ",https://www.tiktok.com/@paulistao/video/7609496291227323666,2026/02/22 01:32:10,2121,108,3,4,2
SOLTA A CARTA! O artilheiro Vitor Roque faz seu segundo gol contra o Capivariano! #paulistaocasasbahia #palmeiras,https://www.tiktok.com/@paulistao/video/7609491205843356936,2026/02/22 01:12:23,7250,211,1,4,4
Tá em choque? Matador é ele: Vitor Roque. ⚽🔥 #PaulistãoCasasBahia #Palmeiras,https://www.tiktok.com/@paulistao/video/7609490966281538834,2026/02/22 01:11:27,8781,895,9,64,20
"Lucas Moura, senhoras e senhores! 🌟😮‍💨 #PaulistãoCasasBahia #SãoPaulo",https://www.tiktok.com/@paulistao/video/7609490560658738440,2026/02/22 01:09:53,16773,1481,11,14,21
O APITO FINAL! O momento da classificação do São Paulo e a comemoração do elenco e da torcida Tricolor! #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609490107560840455,2026/02/22 01:08:08,64639,10406,43,206,347
E ESSA CANETA DO KHELLVEN?! 😮‍💨 #PaulistãoCasasBahia #Palmeiras #Dorflex ,https://www.tiktok.com/@paulistao/video/7609489735593102610,2026/02/22 01:06:46,3509,99,1,1,2
O TIGRE TEM FARO DE GOL! 🔥 Vitor Roque marca mais um e amplia a vantagem do Verdão! #PaulistãoCasasBahia #Betano ,https://www.tiktok.com/@paulistao/video/7609489471595220242,2026/02/22 01:05:40,896,38,1,2,1
É DO VERDÃO! Vitor Roque abre o placar para o Palmeiras. #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609489225792179474,2026/02/22 01:04:41,1587,99,1,1,1
O MARCOS ANTÔNIO COMEMOROU MUITO A CLASSIFICAÇÃO!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609488844605476117,2026/02/22 01:03:20,55815,6427,22,57,149
VITOR ROQUE É MATADOR! O tigrinho abriu o placar nos primeiros minutos de jogo em Barueri! #PaulistãoCasasBahia #Betano ,https://www.tiktok.com/@paulistao/video/7609488768923356434,2026/02/22 01:02:58,1088,58,1,0,3
"A PROMOÇÃO DA VEZ! 🤩 No cara ou coroa, a Fritadeira foi a sorteada! Precisando de uma igual o Gustavo Gómez? Corre agora no site das @casasbahia pra garantir aquele descontão! #PaulistãoCasasBahia ",https://www.tiktok.com/@paulistao/video/7609488483467463944,2026/02/22 01:01:50,43322,1571,14,49,141
PABLO MAIA CHAMOU A TORCIDA TRICOLOR! #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609488233365310727,2026/02/22 01:00:53,1385,114,3,0,0
"Que tranquilidade, hein, Lucas? 🥶 #PaulistãoCasasBahia #Dorflex",https://www.tiktok.com/@paulistao/video/7609488185751784712,2026/02/22 01:00:44,3662,81,1,0,0
O ELENCO TRICOLOR FEZ A FESTA COM A TORCIDA!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609484836180430100,2026/02/22 00:47:43,3575,433,7,1,5
A TORCIDA TRICOLOR FEZ A FESTA EM BRAGANÇA!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7609481050506513685,2026/02/22 00:33:04,2516,212,5,2,4
QUE DEFESAÇA DO RAFAEL! 🧤🔥 #PaulistãoCasasBahia #Bet365,https://www.tiktok.com/@paulistao/video/7609441042550590776,2026/02/21 23:22:42,8940,245,8,9,3
GOL DO RED BULL BRAGANTINO! Gustavo Marques coloca o Massa Bruta no jogo e diminui a diferença no placar! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7609441731519483147,2026/02/21 23:19:49,5752,103,3,11,1
GOOOOL! ⚽️ Gustavo Marques abre o placar para o @redbullbragantino #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609441042550558008,2026/02/21 23:13:09,5905,127,2,2,3
O LUCIANO É MUITO TRICOLOR! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609433984103173388,2026/02/21 23:04:16,12059,1273,11,19,22
JOGADA ENSAIADA E GOL DO TRICOLOR! LUCAS MOURA MARCA O SEGUNDO EM BRAGANÇA! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609434918342413624,2026/02/21 23:00:43,1526,66,2,3,0
JOGADA ENSAIADA DO TRICOLOR! 🇾🇪🔥 Lucas Moura é decisivo e amplia o placar para o São Paulo! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7609427847723207992,2026/02/21 22:58:46,6185,323,6,11,9
O TRICOLOR ABRE O PLACAR EM BRAGANÇA! BOBADILLA É O NOME DO GOL! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609426443025616140,2026/02/21 22:26:54,6044,169,2,3,3
BOBADILLA VOLTOU DAQUELE JEITO! O paraguaio do Tricolor não perdoa e abre o placar para o São Paulo! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7609427188454067467,2026/02/21 22:26:25,5710,243,1,20,5
QUE CHANCE DO RED BULL BRAGANTINO! O primeiro grande perigo do jogo foi no gol do Rafael e o chute do Gustavo Neves parou na trave! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609426332526611724,2026/02/21 22:19:06,5489,96,1,1,5
EQUIPES NO GRAMADO! É DIA DE JOGÃO EM BRAGANÇA! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7609411173833919755,2026/02/21 21:42:39,1449,65,2,0,1
TUDO PRONTO! 🤩 Red Bull Bragantino e São Paulo já estão se aquecendo para entrar em campo pelas Quartas de Final do #PaulistãoCasasBahia! ✅,https://www.tiktok.com/@paulistao/video/7609410887681723704,2026/02/21 21:33:07,1771,51,1,0,0
"TODOS OS GOLS DE ROBSON NO PAULISTÃO CASAS BAHIA! Artilheiro do campeonato, em sete jogos, o atacante do Novorizontino marcou sete vezes! Será que o Robgol vai marcar domingo contra o Santos? Você assiste AO VIVO na TNT e na HBO Max, às 16h! #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7609379008152603960,2026/02/21 19:00:21,3362,70,2,7,3
"UM TIME VENCEDOR! 🫡 Hugo Souza falou sobre a mentalidade do elenco do Corinthians pra alcançar o topo das competições! Será que vem mais um título esse ano? 👀🏆 🚨 Amanhã tem mais um passo em busca da conquista! Portuguesa x Corinthians é às 20h30, ao vivo na Record, CazéTV e HBO Max. Vale a classificação pra semifinal do #PaulistãoCasasBahia! #Corinthians #HugoSouza #CasasBahia",https://www.tiktok.com/@paulistao/video/7609300724928859448,2026/02/21 14:00:23,1658,137,3,0,4
CONTRATAÇÃO NA ÁREA? 🤔 #FPF,https://www.tiktok.com/@paulistao/video/7609288934069259576,2026/02/21 13:30:21,286,3,2,0,1
ELES DOMINAM A ARTE DE DEFENDER!🔥💪 No #PaulistaoA2Rivalo a defesa luta até o último homem.,https://www.tiktok.com/@paulistao/video/7609285767864601867,2026/02/21 13:00:23,2211,125,3,0,3
"MAIS UM LOUCO DO BANDO! 🦅 Hugo Souza falou sobre a importância do Corinthians na sua vida e o quanto se identificou com a Fiel torcida! 🥰 🚨 E o paredão do Timão pode brilhar no domingo (22)! Portuguesa x Corinthians é às 20h30, ao vivo na Record, CazéTV e HBO Max. Vale a classificação pra semifinal do #PaulistãoCasasBahia! #Corinthians #HugoSouza #Itaipava",https://www.tiktok.com/@paulistao/video/7609055229673229624,2026/02/20 22:00:22,37133,5841,72,72,227
"BATE-BOLA COM ALLAN! 🐷🗣️ Quem é o DJ do vestiário do Palmeiras? E o que significa jogar um clássico no @paulistao? Vem ver o que o meia do Verdão respondeu! E já fica esperto: amanhã tem Palmeiras nas quartas do #PaulistãoCasasBahia, AO VIVO às 20h30 na Record, Cazé TV e HBO Max! 👀",https://www.tiktok.com/@paulistao/video/7609039611024641292,2026/02/20 21:00:23,13671,2255,10,8,32
"BUGOU A ZAGA! 🔥 Grande jogada do Serginho que originou o gol da vitória do XV de Piracicaba, pela 11ª rodada do #PaulistaoA2Rivalo",https://www.tiktok.com/@paulistao/video/7609028165515693368,2026/02/20 20:30:21,1284,45,3,0,2
PRESENTE ESPECIAL DE ABEL FERREIRA PARA A TORCEDORA NO DIA INTERNACIONAL DAS MULHER!  #PaulistãoCasasBahia #Palmeiras ,https://www.tiktok.com/@paulistao/video/7615242350012452117,2026/03/09 13:09:47,25175,2566,16,35,104
A comemoração dos campeões! 💚🏆 #LeilaPereira #AbelFerreira ,https://www.tiktok.com/@paulistao/video/7615221072522267925,2026/03/09 11:47:14,2988,152,2,25,9
Um presente especial do Abel Ferreira pra torcida!  #PaulistãoCasasBahia ,https://www.tiktok.com/@paulistao/video/7615110661580033301,2026/03/09 04:38:47,363934,17957,235,497,630
O PROFESSOR E O CAPITÃO!  Aquele abraço entre Abel Ferreira e Gustavo Gómez!  #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7615096159329242388,2026/03/09 03:42:40,2113,127,1,8,6
"COMEMORA, CARLOS MIGUEL!  O primeiro título do Paredão Alviverde!  #PaulistãoCasasBahia",https://www.tiktok.com/@paulistao/video/7615095918911638804,2026/03/09 03:41:38,30248,1958,10,15,50
2⃣7⃣x PALMEIRAS! Hora de atualizar as plaquinhas na taça do Paulistão Casas Bahia! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7615069522604690704,2026/03/09 01:59:43,100743,2474,33,92,66
VOANDO MAIS ALTO! ✈️⚽️Olha como a bola chegou com estilo no Jorjão! #PaulistãoCasasBahia #Latam,https://www.tiktok.com/@paulistao/video/7615057912179838224,2026/03/09 01:14:55,15329,561,10,34,16
"FOI DO JEITO QUE DEU! 😮‍💨 Da trave para o Murilo, do Murilo para o fundo da rede! #PaulistãoCasasBahia #Palmeiras",https://www.tiktok.com/@paulistao/video/7615057745804381456,2026/03/09 01:14:20,14645,892,3,28,19
TIGRINHO MARCA NA FINAL! Vitor Roque coloca o Palmeiras na frente do placar mais uma vez! #PaulistãoCasasBahia #Betano,https://www.tiktok.com/@paulistao/video/7615057328273952016,2026/03/09 01:12:41,7917,355,7,28,5
A bola da finalíssima chegou em grande estilo no Jorjão! ✈️⚽ #PaulistãoCasasBahia #Latam,https://www.tiktok.com/@paulistao/video/7615055273740225808,2026/03/09 01:04:31,120642,3092,39,261,218
"Ídolo do Novorizontino, Luís Carlos Goiano entrou com a taça do Paulistão Casas Bahia!",https://www.tiktok.com/@paulistao/video/7615052201743994128,2026/03/09 00:52:44,18428,620,4,4,17
EQUIPES EM CAMPO! CHEGOU A HORA DA FINAL! #PaulistãoCasasBahia,https://www.tiktok.com/@paulistao/video/7615050877887335697,2026/03/09 00:47:41,2002,133,2,1,2
OLHA O EMPATE DO TIGRE! Matheus Bianqui deixa tudo igual!,https://www.tiktok.com/@paulistao/video/7615049293874990352,2026/03/09 00:41:36,55493,592,34,133,32
DEFESAAAAÇAAAA DO JORDI! 😮‍💨 #PaulistãoCasasBahia #Novorizontino,https://www.tiktok.com/@paulistao/video/7615047603675303169,2026/03/09 00:34:59,3354,137,5,1,2
O PAREDÃO DO TIGRE! Defesa difícil do Jordi para evitar o segundo gol do Palmeiras! #PaulistãoCasasBahia #Bet365,https://www.tiktok.com/@paulistao/video/7615047468811652368,2026/03/09 00:34:25,1508,81,3,0,1
