Post id,Date,Post text,Post Link,Impressions,Likes,Engagements,Bookmarks,Shares,New follows,Replies,Reposts,Profile visits,Detail Expands,URL Clicks,Hashtag Clicks,Permalink Clicks
2092792484191474118,"Thu, Aug 27, 2026",PRIMEIRA RODADA FINALIZADA! Vem conferir os resultados dessa primeira volta da Taça Paulistana Petrobras! #TaçaPaulistanaPetrobras https://t.co/lOpUabC0N7,https://x.com/PaulistaoFem/status/2092792484191474118,487,6,7,0,0,0,0,0,1,0,0,0,0
2092770415068217371,"Thu, Aug 27, 2026",O TERCEIRO DA FERROVIÁRIA FOI UM GOLAAAÇOO! Diana Benítez mandou de longe e fez um lindo gol! #PaulistãoFPetrobras #SuperclássicoFPetrobras https://t.co/qkrNE85u3V,https://x.com/PaulistaoFem/status/2092770415068217371,818,6,9,0,0,0,0,0,3,0,0,0,0
2092769900750049480,"Thu, Aug 27, 2026",O TROFÉU É DAS GUERREIRAS! A Ferroviária foi com tudo e levou a melhor no Superclássico F Petrobras! #PaulistãoFPetrobras #SuperclássicoFPetrobras https://t.co/va5sp1WclB,https://x.com/PaulistaoFem/status/2092769900750049480,550,12,14,0,0,0,0,0,0,0,0,0,0
2092766144075612280,"Thu, Aug 27, 2026","AVISA QUE É ELA! Autora do gol da vitória do Santos, a atacante Ketlen foi a Craque do Jogo! #PaulistãoFPetrobras2026 #CraqueDoJogo 📷Mauro Horita/Ag. Paulistão https://t.co/DZc16lCGKB",https://x.com/PaulistaoFem/status/2092766144075612280,437,7,9,0,0,0,0,0,0,1,0,0,0
2092766099964068142,"Thu, Aug 27, 2026","A CRAQUE DO JOGO! Thayslane jogou muito, marcou gol e foi eleita a craque do jogo no Superclássico F Petrobras! #PaulistãoFPetrobras #SuperclássicoFPetrobras #CraqueDoJogo 📷Douglas Moreti/Ag. Paulistão https://t.co/ejXqpZx8tQ",https://x.com/PaulistaoFem/status/2092766099964068142,391,4,8,0,0,0,0,2,0,0,0,0,0
2092765505157202384,"Thu, Aug 27, 2026",HAT-TRICK E TROFÉU DE CRAQUE DO JOGO! 🏆🔥 #PaulistãoFPetrobras #Corinthians 📷 Jhony Inacio/Ag. Paulistão https://t.co/iLcOjyAqVH,https://x.com/PaulistaoFem/status/2092765505157202384,609,38,49,1,0,0,0,5,3,1,0,0,0
2092765488052936889,"Thu, Aug 27, 2026",DEIXOU O DELA E FOI ELEITA CRAQUE DO JOGO! Ana Guimarães foi o destaque da goleada do Palmeiras para cima do Red Bull Bragantino no Paulistão F Petrobras! #PaulistãoFPetrobras #CraqueDoJogo 📷Rebeca Reis/Ag.Paulistão https://t.co/vEuVb5Wl4u,https://x.com/PaulistaoFem/status/2092765488052936889,637,58,71,0,0,0,0,9,3,0,0,0,0
2092765111396045258,"Thu, Aug 27, 2026",SAN-SÃO PELA VAGA NA SEMIFINAL! Quem vai ficar com a vaga no mata-mata do Paulistão F Petrobras: São Paulo ou Santos? #PaulistãoFPetrobras #PlayIn https://t.co/eTNWO0PEG8,https://x.com/PaulistaoFem/status/2092765111396045258,371,6,15,0,0,0,0,3,1,0,0,1,0
2092764905912906188,"Thu, Aug 27, 2026",BRABAS E BRAGANTINAS DISPUTAM O PLAY-IN DO PAULISTÃO F PETROBRAS! Corinthians e Red Bull Bragantino se enfrentam pelo espaço na disputa da semifinal do Paulistão F Petrobras. Quem vai se classificar? 👀 #PaulistãoFPetrobras #PlayIn https://t.co/MQisye3p1m,https://x.com/PaulistaoFem/status/2092764905912906188,676,31,60,2,0,1,1,7,6,2,0,0,0
2092763307295793348,"Wed, Aug 26, 2026",A PRIMEIRA FASE DO PAULISTÃO F PETROBRAS CHEGOU AO FIM. CONFIRA A CLASSIFICAÇÃO! #PaulistãoFPetrobras https://t.co/xCKF6tswAx,https://x.com/PaulistaoFem/status/2092763307295793348,524,20,34,1,0,0,0,2,8,0,0,0,0
2092761549253329101,"Wed, Aug 26, 2026",Ponto final na última rodada da fase de grupos do Paulistão F Petrobras! #PaulistãoFPetrobras https://t.co/1yE8dNvTNS,https://x.com/PaulistaoFem/status/2092761549253329101,395,9,17,1,0,0,0,0,6,0,0,0,0
