ID do post,Data,Texto do post,Postar link,Impressões,Curtidas,Engajamentos,Itens salvos,Compartilhamentos,Novos seguidores,Respostas,Reposts,Visitas ao perfil,Expansões de detalhes,Cliques de URL,Cliques de hashtag,Cliques de link permanente
2101432781561573783,"Sat, Sep 19, 2026",PRIMEIRA PARTE JÁ FOI... Os jogos de ida da segunda fase do Paulista Sub-17 terminaram assim. #PaulistaSub17 https://t.co/bX1BfnepSi,https://x.com/Copinha/status/2101432781561573783,1506,1,14,0,0,0,0,0,0,0,0,0,0
2101414064228323745,"Sat, Sep 19, 2026",FIM DE PAPO! Vem conferir como terminou a última rodada do Paulista Sub-11. #PaulistaSub11 https://t.co/iEdrmLIVkV,https://x.com/Copinha/status/2101414064228323745,1326,5,24,0,0,0,0,0,2,0,0,0,0
2101347341546512711,"Sat, Sep 19, 2026","FIM DE MAIS UMA RODADA! Com a primeira fase chegando ao fim, vem conferir os resultados da 19ª rodada do Paulista Sub-15! #PaulistaSub15 https://t.co/AVjzmwrKho",https://x.com/Copinha/status/2101347341546512711,1618,7,39,0,0,1,1,2,5,0,0,0,0
2101302790626894056,"Sat, Sep 19, 2026",DA COPINHA F PETROBRAS PRO MUNDO! 🚀🇧🇷 Nossas meninas seguem vivas no sonho de conquistar a Copa do Mundo sub-20! 🤩😍 #CopaDoMundoSub20 #ElasEmCampo https://t.co/jG1VQOBQyO,https://x.com/Copinha/status/2101302790626894056,1172,3,16,0,0,0,0,1,5,0,0,1,0
2101280149136126407,"Sat, Sep 19, 2026",BORA DE MAIS UMA RODADA! 🤩 A 19ª rodada do #PaulistaSub17 vai rechear o sábado de jogos! 🔥 https://t.co/yK3rsBJEf6,https://x.com/Copinha/status/2101280149136126407,1558,2,16,0,0,0,0,1,1,0,0,0,0
2101272593709797473,"Sat, Sep 19, 2026",RODADA 19 NO PAULISTA SUB-15! 👀 A manhã do sábado já começa lotada de jogos! #PaulistaSub15 https://t.co/TwsnsoimSH,https://x.com/Copinha/status/2101272593709797473,1613,2,16,0,1,0,0,1,2,0,0,0,0
2101265051193573793,"Sat, Sep 19, 2026",RODADA CHEIA NESSE SÁBADO! Vem conferir os confrontos da 14ª rodada do Paulista Sub-11 e do Paulista Sub-12! #PaulistaSub11 #PaulistaSub12 https://t.co/nbvKW6GUYq,https://x.com/Copinha/status/2101265051193573793,1383,2,21,0,0,0,0,0,0,0,0,0,0
2100902665018339424,"Fri, Sep 18, 2026",QUEM FICA COM A VAGA?! Vem conferir a volta das quartas de final do Paulista Sub-20 Série B. #PaulistaSub20SérieB https://t.co/eXEVAczCOs,https://x.com/Copinha/status/2100902665018339424,1145,1,6,0,0,0,0,0,1,0,0,0,0
2100887564529926623,"Fri, Sep 18, 2026",AGORA É MATA-MATA! 16 confrontos para movimentar o Paulista Sub-20. #PaulistaSub20SérieA https://t.co/kA84ly9vYH,https://x.com/Copinha/status/2100887564529926623,1690,3,27,0,2,0,0,2,0,0,0,0,0
2100334449808294095,"Wed, Sep 16, 2026",Ponto final na 18ª rodada do Paulista Sub-17! #PaulistaSub17 https://t.co/dWdQHWWJkp,https://x.com/Copinha/status/2100334449808294095,1519,1,17,1,0,0,0,0,0,0,0,0,0
2100332785193939326,"Wed, Sep 16, 2026",SEGUNDA FASE DEFINIDA! Vem conferir os confrontos da próxima fase do Paulista Sub-20 Série A! #PaulistaSubSerieA https://t.co/zs0cyA3TM0,https://x.com/Copinha/status/2100332785193939326,1035,0,7,0,0,0,0,0,1,0,0,0,0
2100331972962685348,"Wed, Sep 16, 2026",Confira os resultados da 15ª rodada do Paulista Sub-20! #PaulistaSub20 https://t.co/pOLAmIJMTA,https://x.com/Copinha/status/2100331972962685348,1153,1,6,0,0,0,0,0,2,1,0,0,0
2099617938504622280,"Mon, Sep 14, 2026",PARA FICAR DE OLHO... Vem conferir os jogos de ida da segunda fase do #PaulistaSub14 👀 https://t.co/MYk1AI5hcn,https://x.com/Copinha/status/2099617938504622280,1519,2,17,0,0,0,0,1,2,1,0,0,0
2099614249710444618,"Mon, Sep 14, 2026",BORA PARA A SEGUNDA FASE! Estes são os confrontos de ida da segunda fase do Paulista Sub-13. #PaulistaSub13 https://t.co/hRZM64nSxl,https://x.com/Copinha/status/2099614249710444618,1643,5,22,0,0,0,0,0,1,0,0,0,0
2099285204447723952,"Sun, Sep 13, 2026",TINHA UMA TRAVE NO CAMINHO... Que sequência do Ibrachina no Paulista Sub-20 Série A 👀😅 #PaulistaSub20SérieA 🎥 Ibrachina FC https://t.co/rUM8kFbL10,https://x.com/Copinha/status/2099285204447723952,3043,24,69,0,0,0,0,1,2,41,0,1,0
2099075618218688978,"Sun, Sep 13, 2026",DOMINGOU! Esses são os confrontos da 14ª rodada do Paulista Sub-13 e do Paulista Sub-14! #PaulistaSub13 #PaulistaSub14 https://t.co/7TC4M690Z3,https://x.com/Copinha/status/2099075618218688978,1590,1,17,0,0,0,0,0,1,0,0,0,0
2098868392564257138,"Sat, Sep 12, 2026",PRIMEIRA PARTE! Assim terminaram os jogos de ida das quartas de final do Paulista Sub-20 Série B. #PaulistaSub20SérieB https://t.co/wQPnZrJaTK,https://x.com/Copinha/status/2098868392564257138,1399,1,6,0,0,0,0,0,0,1,0,0,0
2098743430923145574,"Sat, Sep 12, 2026",RODADA CHEIA NESSE SÁBADO! Vem conferir os confrontos da 15ª rodada do Paulista Sub-20 Série A! #PaulistaSub20SérieA https://t.co/h2S9e4PL67,https://x.com/Copinha/status/2098743430923145574,1276,2,10,0,0,0,0,1,0,1,0,0,0
2098728334356099534,"Sat, Sep 12, 2026",Vem conferir os confrontos da 18ª rodada do Paulista Sub-17! #PaulistaSub17 https://t.co/wdNrqLrWgI,https://x.com/Copinha/status/2098728334356099534,1569,2,13,0,0,0,0,0,0,0,0,0,0
2098713232286302272,"Sat, Sep 12, 2026",SÁBADO DE MUITO SUB-15! A rodada 18 do Paulista Sub-15 vai rolar nesse sábado de manhã! #PaulistaSub15 https://t.co/8Tjp9hQTeT,https://x.com/Copinha/status/2098713232286302272,1673,2,11,0,0,0,0,0,0,1,0,0,0
2098335744431669712,"Fri, Sep 11, 2026",VAI COMEÇAR MAIS UMA FASE! Quem vai sair na frente nas quartas de final do Paulista Sub-20 Série B? #PaulistaSub20SérieB https://t.co/1fiyV37GKB,https://x.com/Copinha/status/2098335744431669712,1623,1,8,0,0,0,0,1,0,0,0,0,0
2097803252876067309,"Wed, Sep 9, 2026","🏆🇧🇷🥰 OS CRIAS DA COPINHA ESTARÃO JUNTOS NA SELEÇÃO BRASILEIRA! Breno Bidon e Endrick, campeões e craques da Copinha 2024 e 2022, respectivamente. #Copinha #SeleçãoBrasileira 📷 Agência Paulistão https://t.co/e3TiaZlHqa",https://x.com/Copinha/status/2097803252876067309,2813,37,119,1,0,0,0,3,5,4,0,2,0
2097460569792041361,"Tue, Sep 8, 2026",Está concluída a 14ª rodada do Paulista Sub-20 Série A! #PaulistaSub20SérieA https://t.co/jPccjbGxsP,https://x.com/Copinha/status/2097460569792041361,1600,7,20,0,0,0,0,3,0,0,0,0,0
