ID do post,Data,Texto do post,Postar link,Impressões,Curtidas,Engajamentos,Itens salvos,Compartilhamentos,Novos seguidores,Respostas,Reposts,Visitas ao perfil,Expansões de detalhes,Cliques de URL,Cliques de hashtag,Cliques de link permanente
2089090061472043234,"Sun, Aug 16, 2026",Foi assim que terminou mais uma rodada do Paulista Sub-14! #PaulistaSub14 https://t.co/MMNnVnqioz,https://x.com/Copinha/status/2089090061472043234,1764,3,36,0,0,0,0,1,1,0,0,0,0
2089070324373438688,"Sun, Aug 16, 2026",Vamos aos resultados da 12ª rodada do Paulista Sub-13! #PaulistaSub13 https://t.co/RGNC6xJNRv,https://x.com/Copinha/status/2089070324373438688,1814,3,32,0,0,0,0,0,1,2,0,0,0
2089021755348152725,"Sun, Aug 16, 2026",Se liga nos resultados dos jogos do Paulista Sub-17 que rolaram ao longo do fim de semana. #PaulistaSUb17 https://t.co/BJ0Fe7FhEN,https://x.com/Copinha/status/2089021755348152725,1816,3,24,0,0,0,0,0,1,0,0,0,0
2089021584375747027,"Sun, Aug 16, 2026",Fim de semana agitado no Paulista Sub-15! #PaulistaSub15 https://t.co/WQ1tOHw7HJ,https://x.com/Copinha/status/2089021584375747027,1504,1,15,0,0,0,0,0,1,1,0,0,0
2088742601537028274,"Sat, Aug 15, 2026",A ida da segunda fase já foi. Se liga nos resultados. #PaulistaSub20SérieA https://t.co/3LNBFkwoQ4,https://x.com/Copinha/status/2088742601537028274,2107,1,20,0,0,0,0,0,5,0,0,1,0
2088573918487687199,"Sat, Aug 15, 2026",BORA PARA A SEGUNDA FASE! 24 jogos para começar mais uma etapa do #PaulistaSub17 🤩 https://t.co/Rtlo3iqSvN,https://x.com/Copinha/status/2088573918487687199,2662,7,41,0,0,0,0,2,5,1,0,0,0
2088566372896801075,"Sat, Aug 15, 2026",FIM DE SEMANA CHEIO! Esses são os duelos da 12ª rodada do Paulista Sub-13 e do Paulista Sub-14! #PaulistaSub13 #PaulistaSub14 https://t.co/wNkGXS9jOq,https://x.com/Copinha/status/2088566372896801075,2417,6,39,0,0,0,0,1,2,0,0,1,0
2088551277563105309,"Sat, Aug 15, 2026",CHEGOU CHEGANDO! A segunda fase do Paulista Sub-15 promete demais! Vem conferir os jogos desta rodada. #PaulistaSub15 https://t.co/BvEzTpyM3J,https://x.com/Copinha/status/2088551277563105309,2242,11,36,1,0,0,0,1,2,0,0,0,0
2086576113006895293,"Sun, Aug 9, 2026",Mais uma rodada completa no Paulista Sub-12. #PaulistaSub12 https://t.co/xmXJDTTkGL,https://x.com/Copinha/status/2086576113006895293,2497,7,97,0,0,0,0,3,2,3,0,0,0
2086526472701853885,"Sun, Aug 9, 2026",Vamos aos resultados da 11ª rodada do Paulista Sub-11. #PaulistaSub11 https://t.co/3fZDy5yJq5,https://x.com/Copinha/status/2086526472701853885,2331,7,72,1,0,0,0,0,5,1,0,0,0
2086180394915786876,"Sat, Aug 8, 2026",Rodada completa no Paulista Sub-20 Série A! #PaulistaSub20SérieA https://t.co/HJTpkcD02T,https://x.com/Copinha/status/2086180394915786876,1783,2,13,0,1,0,0,0,1,0,0,0,0
