"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Consumo por direcionamento de público correspondente (Photo Click)","Outros cliques","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio","Cliques no link","Feedbacks negativos dos usuários: Ocultar tudo"
1034214572657885,100082080567569,"Paulistão F","PONTO IMPORTANTE!
Ferroviária busca o empate com o Fluminense e termina a primeira fase no G4 do Brasileirão Feminino.
#ElasEmCampo
📷Rafael Zocco/Ferroviária",,0,"08/22/2026 16:17",N/A,https://www.facebook.com/paulistaof/posts/pfbid02M1eHNPPtGSLtV3ohudfUvT6Tp4y2KRMJbWs6sxj8GhrJM8TMMpTgQDQ2ogW8bKsQl,0,0,Fotos,,,,,Total,2539,1835,16,16,0,0,26,17,9,,,,,,,
1034208419325167,100082080567569,"Paulistão F","Cruzeiro e Palmeiras não saíram do zero em Minas Gerais.
#ElasEmCampo
📷Paloma Cassiano/Palmeiras",,0,"08/22/2026 16:02",N/A,https://www.facebook.com/paulistaof/posts/pfbid029xMwYKbGt8dXNCYnD3Tb9yuJPVt25KgKUmQNfFxNHdNFXDYQbwzYEs9mPTJmECZNl,0,0,Fotos,,,,,Total,7879,5561,66,61,3,2,134,75,59,,,,,,,
1047577331321609,100082080567569,"Paulistão F","VIRA, VIROUUUUUU!
As Brabas venceram na ida e na volta, carimbando a vaga para a próxima fase do @brfeminino.
#ElasEmCampo
📷 Divulgação/Corinthians",,0,"09/07/2026 16:06",N/A,https://www.facebook.com/paulistaof/posts/pfbid02VFmKrRz6qEXWUczgKTCemcC7r7uaPxEaeNnwFsG4bU2CAURWVxa6hY3s32f5cmabl,0,0,Fotos,,,,,Total,42244,32441,2138,1976,105,57,526,222,304,,,,,,,
1047556691323673,100082080567569,"Paulistão F","CONFRONTO DEFINIDO! ⚔️
O Corinthians enfrenta o Bahia na semifinal do @brfeminino. Vai ser JOGÃO 😍
#ElasEmCampo",,0,"09/07/2026 15:20",N/A,https://www.facebook.com/paulistaof/posts/pfbid0UaZSL8aGpQTFQD438bWLRDrr3U14kLaswNn1tVGjVB5ZVrJgpKEg8zEczaUQsdiLl,0,0,Fotos,,,,,Total,989,778,13,11,0,2,6,,6,,,,,,,
1047548451324497,100082080567569,"Paulistão F","QUE SEQUÊNCIA INCRÍVEL! 
As Brabas chegaram a 10ª semifinal do @brfeminino SEGUIDA 🤩🔥
#ElasEmCampo",,0,"09/07/2026 15:04",N/A,https://www.facebook.com/paulistaof/posts/pfbid0uLEegQKXAXseigocet8oH4bpq8vJGKdGbK24NUbU72f45611497pKZneiDP7RqAql,0,0,Fotos,,,,,Total,7593,5941,280,259,11,10,122,34,88,,,,,,,
1047545017991507,100082080567569,"Paulistão F","BRABAS NA SEMI!
É mais uma classificação no @brfeminino na conta do Corinthians.
#ElasEmCampo",,0,"09/07/2026 14:57",N/A,https://www.facebook.com/paulistaof/posts/pfbid0ViXHYYS9Z8TGZGYrugcyyFE55CrLfBCBu9GgPKZPQ5iEKBzAFScqZ2ymE3s3yLBrl,0,0,Fotos,,,,,Total,10241,7940,309,278,17,14,163,48,115,,,,,,,
1047512071328135,100082080567569,"Paulistão F","QUE TAPA DA MÃE DA FIEL!
As Brabas viraram e foi com essa pintura da Tamires Dias 🤩
#ElasEmCampo #Corinthians 
🎥 sportv","QUE TAPA DA MÃE DA FIEL!
As Brabas viraram e foi com essa pintura da Tamires Dias 🤩
#ElasEmCampo #Corinthians 
🎥 sportv",52,"09/07/2026 13:54",auto,https://www.facebook.com/reel/1000987262960509/,1,0,Vídeos,,,,,Total,58385,55984,2328,2204,64,60,1734,,1733,655267.08,12.451,0,0,0,1,
1047202254692450,100082080567569,"Paulistão F","BRABAS EM BUSCA DA VAGA NA SEMI!
Com vantagem no jogo de ida, o Corinthians quer a classificação no @brfeminino!
#ElasEmCampo",,0,"09/07/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0157JwMekGSzxNhYVn8vdqdP7wGASfFXSP1bX8cHn2cv7jXjvBG7yV81ZwqC18SxUl,0,0,Fotos,,,,,Total,22528,17292,331,304,25,2,406,148,258,,,,,,,
1046672298078779,100082080567569,"Paulistão F","O Paulista F Sub-17 Petrobras voltou com tudo!
#PaulistaFSub17Petrobras",,0,"09/06/2026 13:44",N/A,https://www.facebook.com/paulistaof/posts/pfbid02VnEcXSqRXSFLe9mYjj4qCyEDyLsU9zez1jafCBbCeu2DNAZGd3zNbCtDuY8WLiPnl,0,0,Fotos,,,,,Total,10870,8375,65,54,2,9,79,43,36,,,,,,,
1046539951425347,100082080567569,"Paulistão F","CONFRONTOS DEFINIDOS!
Com direito a Majestoso, é assim que ficaram as semifinais do Paulista F Sub-15 Petrobras!
#PaulistaFSub15Petrobras",,0,"09/06/2026 10:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid028NxE8gsuqSf93pqsNcjKsMMsjnNw37yo6SnncD5UKpwagC87Yh639obXdvkK1r3bl,0,0,Fotos,,,,,Total,20614,15200,235,204,0,31,353,131,222,,,,,,,
1046498421429500,100082080567569,"Paulistão F","RESTAM QUATRO!
Ferroviária, São Paulo, Corinthians e Centro Olímpico avançam para a semifinal do Paulista F Sub-15 Petrobras!
#PaulistaFSub15Petrobras",,0,"09/06/2026 09:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0XLZ293G6sxr3d29bUzhzfbQVKMzinwbAoqoBQNU56DSWtU2PtRBhd1J6E4dCWKzFl,0,0,Fotos,,,,,Total,15674,11217,97,85,0,12,196,117,79,,,,,,,
1046460034766672,100082080567569,"Paulistão F","EM BUSCA DA TAÇA!
O São Paulo está garantido em mais uma semifinal do Brasileirão Feminino!
#ElasEmCampo",,0,"09/06/2026 08:06",N/A,https://www.facebook.com/paulistaof/posts/pfbid0wge3oXz2hMhcMuUG46GCVWzRHNkL1U4P9ZQ6KKqo9iYvAPBFXBGCUgNnebDb2vPBl,0,0,Fotos,,,,,Total,6538,4811,251,228,20,3,95,29,66,,,,,,,
1046274991451843,100082080567569,"Paulistão F","SÃO JOSÉ CAMPEÃO PELA TERCEIRA VEZ!
Há 11 anos, as Meninas da Águia goleavam o São Paulo e conquistavam mais um título do Paulistão F Petrobras!
#BaúDoPaulistão",,0,"09/06/2026 03:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid027JGQQMfGx7jcxKkhPxqAW1LC4K7bJbmWugDwPWruXCmg3fDE6W8Mt9aHcCD9aJ8kl,0,0,Fotos,,,,,Total,56012,42104,187,164,6,17,867,363,504,,,,,,,1
1046257421453600,100082080567569,"Paulistão F","VOLTAMOS COM TUDO!
A quinta rodada do Paulista F Sub-17 Petrobras vai rolar nessa tarde de domingo!
#PaulistaFSub17Petrobras",,0,"09/06/2026 03:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02dE3xhZRCTa2P2sNy2t2hAAZsV7YycjSDysTwaFLgUa9F15sgXbJGLMJnJZx7MwGjl,0,0,Fotos,,,,,Total,1286,907,18,14,0,4,20,11,9,,,,,,,
1046257331453609,100082080567569,"Paulistão F","A SEGUNDA TAÇA DAS MENINAS DA ÁGUIA!
No dia 6 de setembro de 2014, o São José conquistava o Paulistão F Petrobras pela segunda vez!
#BaúDoPaulistão",,0,"09/06/2026 03:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0LYZTuM7wTx7vBcCsEkQjyxbP49SM15EBA5v6XgUzwE6Yo3sAYbJM8VS6oASyP7kel,0,0,Fotos,,,,,Total,3857,2884,14,14,0,0,38,16,22,,,,,,,
1045881831491159,100082080567569,"Paulistão F","NÓS VAMOS INVADIR SUA PRAIA! 😎🏝️
Vai ter duelo Rio-São Paulo do Brasileirão Feminino! O Flamengo será o adversário do São Paulo por um lugar na grande decisão!
#ElasEmCampo",,0,"09/05/2026 15:42",N/A,https://www.facebook.com/paulistaof/posts/pfbid0ieuUo5DcNvXgm9ERRoY3LKUy8udxCAUFoLZkaScgoxJgJUyDgpf6j9ZG7WYbR7TFl,0,0,Fotos,,,,,Total,837,623,7,5,1,1,9,4,5,,,,,,,
1045869811492361,100082080567569,"Paulistão F","O sábado de futebol teve vitória e classificação do São Paulo para a semifinal do Brasileirão Feminino, enquanto a Ferroviária encerrou sua participação na competição nacional.
#ElasEmCampo",,0,"09/05/2026 15:15",N/A,https://www.facebook.com/paulistaof/posts/pfbid021SBkMFR61YqrYMdt7bKyWuc2XW7Q9UVdD54iaRu8BnSaMZPCna2Vso5G6LLVn6JUl,0,0,Fotos,,,,,Total,4763,3476,45,43,0,2,58,30,28,,,,,,,
1045851668160842,100082080567569,"Paulistão F","MAIS UMA!
São Paulo leva a melhor no duelo de Tricolores e vai para a semifinal do Brasileirão Feminino pelo quinto ano seguido!
#ElasEmCampo
📷João Brandino/Grêmio",,0,"09/05/2026 14:38",N/A,https://www.facebook.com/paulistaof/posts/pfbid02rRqFVRynM68CpbbnniT96tjsaEiLq9QRuZREEx9AoYm8Ugj9URDMZ6wpqnepGvxrl,0,0,Fotos,,,,,Total,13537,10182,560,539,8,13,183,68,115,,,,,,,
1045850831494259,100082080567569,"Paulistão F","Ferroviária fica no empate com o Flamengo e se despede do Brasileirão Feminino.
#PaulistasEmCampo
📷Rafael Zocco/Ferroviária",,0,"09/05/2026 14:36",N/A,https://www.facebook.com/paulistaof/posts/pfbid02EMNHpnY8TvWMisVH3j6e7coWkPPqsUUCMkiG5nTSVLkrdEcdU81PDHpZeFkckkdEl,0,0,Fotos,,,,,Total,4020,2936,51,43,2,6,64,25,39,,,,,,,
1045847404827935,100082080567569,"Paulistão F","AVANÇA, TRICOLOR!
São Paulo carimba a passagem e está na semifinal do Brasileirão Feminino!
#ElasEmCampo",,0,"09/05/2026 14:28",N/A,https://www.facebook.com/paulistaof/posts/pfbid02v2Ra5mARNXngCinerJMzhWvMW5C2c7BMJfqT9qMpmhxCdMVMaDNkcDhs4hR1WwxKl,0,0,Fotos,,,,,Total,4925,3702,210,190,9,11,95,32,63,,,,,,,
1045621438183865,100082080567569,"Paulistão F","GOLEADA EM VERDE E AMARELO!
A caminhada do Brasil na #CopaDoMundoFemininaSub20 começou em grande estilo!
#ElasEmCampo
📷Luciana Vermell/CBF",,0,"09/05/2026 08:06",N/A,https://www.facebook.com/paulistaof/posts/pfbid02rEUX7b8KdoKtN8FAsbvhHvzEENDNXcbruyvHd3EJD9LuFuYWm1fvJBxnVoCS8q7Al,0,0,Fotos,,,,,Total,12030,8767,329,304,14,11,157,66,91,,,,,,,
1045494991529843,100082080567569,"Paulistão F","Tudo pronto para os jogos de volta das quartas de final do Paulista F Sub-15 Petrobras! Quem avança?
#PaulistaFSub15Petrobras",,0,"09/05/2026 05:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02Jd4B9xznL2sUScy4Ae3mA9F9R9ze2jmb2DjSUSSg85gGYJSoe9jZXnsZZXZZF2iLl,0,0,Fotos,,,,,Total,8767,6561,66,63,1,2,159,93,66,,,,,,,
1045418984870777,100082080567569,"Paulistão F","PARA CIMA DELAS, BRASIL! 🇧🇷
A #SeleçãoBrasileira estreia na Copa do Mundo Feminina Sub-20 contra a Tanzânia! Vem torcer para as nossas meninas ao vivo no @sportv e na @cazetv 🥰
#ElasEmCampo #CopaDoMundoFemininaSub20",,0,"09/05/2026 03:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02zBZRt1yhNei6w8f79ndHh4TchezfVyvJov5BvXyhECC7DGmWZ7SRi513o38XwqeHl,0,0,Fotos,,,,,Total,5323,4083,75,72,1,2,69,38,31,,,,,,,
1045172924895383,100082080567569,"Paulistão F","Fim de jogo em Barueri. Palmeiras perde nos pênaltis e se despede da disputa do Brasileirão Feminino.
#ElasEmCampo
📷João Brandino/Divulgação/Palmeiras",,0,"09/04/2026 19:46",N/A,https://www.facebook.com/paulistaof/posts/pfbid0sSb8LvZo5a9snsxcS4Eq8MwwCzZMTAXqDrLnrX4pgXoL2xZjShLpeRSGygv7vE8kl,0,0,Fotos,,,,,Total,216367,159320,1976,1680,232,64,3149,1286,1863,,,,,,,
1045056858240323,100082080567569,"Paulistão F","QUE FRIEZA!
A Juliana ampliou o placar para o São Paulo contra o Audax no Paulista F Sub-15 Petrobras da forma mais calma possível... 😅
#PaulistaFSub15Petrobras","QUE FRIEZA!
A Juliana ampliou o placar para o São Paulo contra o Audax no Paulista F Sub-15 Petrobras da forma mais calma possível... 😅
#PaulistaFSub15Petrobras",53,"09/04/2026 16:00",auto,https://www.facebook.com/reel/2154296778799536/,0,0,Vídeos,,,,,Total,17559,18013,862,829,13,20,407,,407,210820.171,12.464,0,0,0,,
1045056881573654,100082080567569,"Paulistão F","DOMINANDO O MATA-MATA...
Em 2023 e 2024, tivemos uma semifinal de @brfeminino 100% paulista. Será que esse ano teremos essa hegemonia de novo? 👀
#ElasEmCampo",,0,"09/04/2026 16:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02fkB6tjFecjzBghKhC7vusMm5NeXz57Gzfe5LnoAwwDkDTgr4MKuD6kiaUCSW5Np2l,0,0,Fotos,,,,,Total,3160,2198,31,30,1,0,48,26,22,,,,,,,
1045043221575020,100082080567569,"Paulistão F","100% DE APROVEITAMENTO!
O #FutebolPaulista está sempre marcando presença nas semifinais do Brasileirão Feminino 😎💜
#ElasEmCampo",,0,"09/04/2026 15:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid02saLo46FdZaTgdZwE111K6eys9r9W2ihxJseR7PcaWaPFG92gHVPZNnYn6Rzr23Qsl,0,0,Fotos,,,,,Total,3565,2173,49,43,2,4,226,186,40,,,,,,,
1045027611576581,100082080567569,"Paulistão F","QUE DRIBLE ABSURDO!
De pé em pé, a bola chegou na Nandyala, que driblou todo mundo e mandou a bola pro fundo do gol!
#PaulistaFSub15Petrobras","QUE DRIBLE ABSURDO!
De pé em pé, a bola chegou na Nandyala, que driblou todo mundo e mandou a bola pro fundo do gol!
#PaulistaFSub15Petrobras",60,"09/04/2026 15:00",auto,https://www.facebook.com/reel/1590245792552468/,0,0,Vídeos,,,,,Total,4229,4150,58,52,5,1,84,,84,49596.802,12.322,0,0,0,,
1044956341583708,100082080567569,"Paulistão F","TEM COMPETIÇÃO NOVA NA ÁREA... 👀💜
Vem conferir o formato e os participantes do Paulista F Sub-13 Petrobras!
#PaulistaFSub13Petrobras",,0,"09/04/2026 12:43",N/A,https://www.facebook.com/paulistaof/posts/pfbid02vRgkcvvR7aeazYbQfY23vAFXDfqKzFuamjVxttd3MU6ADCUXuvv7s77bVVHNugyrl,0,0,Fotos,,,,,Total,962,709,23,20,1,2,6,1,5,,,,,,,
1044869664925709,100082080567569,"Paulistão F","VAI COMEÇAR!
É clima de Copa do Mundo, meus amigos. Vem saber mais sobre o grupo e agenda do Brasil na disputa do Mundial Sub-20 Feminino, na Polônia.
#ElasEmCampo",,0,"09/04/2026 10:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid02fDNrwaRCpM3Vi9kSs2gsoQ1a6pNn4zo1Zv57tHiNPvwUXoaQnPvNQBgr15Si9rGrl,0,0,Fotos,,,,,Total,2527,1749,33,32,0,1,90,72,18,,,,,,,
1044672878278721,100082080567569,"Paulistão F","PALESTRINAS EM CAMPO...
Em busca da classificação no @brfeminino.
#ElasEmCampo",,0,"09/04/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02BrfSjnEYhDxy9qwFb6ZnuwWPUEhJZwW7uG3qDmmgEAHPfFjLQJXFpETfBLQLanUfl,0,0,Fotos,,,,,Total,38653,28302,487,466,15,6,992,419,573,,,,,,,
1044134351665907,100082080567569,"Paulistão F","Aquele carrossel de fotos para celebrar a conquista inédita e invicta da Ferroviária no Brasileirão Feminino Sub-17!
#ElasEmCampo 
📷Jonatan Dutra/Ferroviária",,0,"09/03/2026 14:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid0ESW1R4dVrJJ2U1FqWyHdiAcHYjGtJePN2hksPSkk2TNAJ3t3UKJAzF2Qu2LBG1xZl,0,0,Fotos,,,,,Total,2550,1815,30,30,0,0,72,59,13,,,,,,,
1044119908334018,100082080567569,"Paulistão F","DISPUTA PELA LIDERANÇA!
São José e Realidade Jovem estão empatados na ponta da classificação da Taça Paulistana @petrobras.
#TaçaPaulistanaPetrobras",,0,"09/03/2026 14:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid035to3MwjExaUeEXKkbJTHGrLvX92c7nMkHGAyRsZwHkLwH3jC8jHzVKYhJHEqJC6Bl,0,0,Fotos,,,,,Total,6309,4872,20,19,0,1,49,21,28,,,,,,,
1044087851670557,100082080567569,"Paulistão F","TBT DE CAMPEÃS!
De forma invicta, as @grenasguerreiras levaram a taça do Brasileirão Feminino Sub-17 para casa no último domingo (30).
#ElasEmCampo",,0,"09/03/2026 12:59",N/A,https://www.facebook.com/paulistaof/posts/pfbid02q5CfJkD9m9pveqPDtcYZnzqLBkpqECM7bSa6RvW1kJ5XDtB4usQdUBU8qCq3dzS2l,0,0,Fotos,,,,,Total,2085,1489,25,23,1,1,38,24,14,,,,,,,
1043344698411539,100082080567569,"Paulistão F","Mais uma rodada da Taça Paulistana @petrobras terminou, então bora conferir os resultados.
#TaçaPaulistanaPetrobras",,0,"09/02/2026 15:34",N/A,https://www.facebook.com/paulistaof/posts/pfbid02dSHN92Jrbb7zgnqKgmJ1jq29HMNrjPpsesVUZ3NNLSqpjaWKxyq183drBq88b8ZSl,0,0,Fotos,,,,,Total,2350,1718,14,14,0,0,16,11,5,,,,,,,
1043229558423053,100082080567569,"Paulistão F","GOLEADA DO REALIDADE JOVEM COM DIREITO A GOLAÇO! 🔥
A Rayssinha não brinca em serviço... meteu esse golaço de cobertura na Taça Paulistana Petrobras!
#TaçaPaulistanaPetrobras","GOLEADA DO REALIDADE JOVEM COM DIREITO A GOLAÇO! 🔥
A Rayssinha não brinca em serviço... meteu esse golaço de cobertura na Taça Paulistana Petrobras!
#TaçaPaulistanaPetrobras",33,"09/02/2026 11:48",auto,https://www.facebook.com/reel/1298771586653183/,1,0,Vídeos,,,,,Total,1187,1141,13,13,0,0,7,,7,7891.804,6.922,0,0,0,,
1043228761756466,100082080567569,"Paulistão F","E ESSE GOLAÇO DA LAURA MUNIZ? 😮‍💨
O primeiro gol do Lemense na Taça Paulistana Petrobras não foi pouco bonito, não!
#TaçaPaulistanaPetrobras","E ESSE GOLAÇO DA LAURA MUNIZ? 😮‍💨
O primeiro gol do Lemense na Taça Paulistana Petrobras não foi pouco bonito, não!
#TaçaPaulistanaPetrobras",55,"09/02/2026 11:47",auto,https://www.facebook.com/reel/2295236307879738/,1,0,Vídeos,,,,,Total,2070,2036,36,34,1,1,20,,20,16761.943,8.406,0,0,0,,
1042117385200937,100082080567569,"Paulistão F","A SEGUNDA RODADA CHEGOU!
Com transmissão do YouTube do @paulistao, vem conferir mais uma volta da Taça Paulistana @petrobras.
#TaçaPaulistanaPetrobras",,0,"09/01/2026 05:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0e1A3GV2HJuCDmhapkeLAyLFaLGYkXCmbHokPG19xVgoHPeh5yrhXVDe4FLbsMmwul,0,0,Fotos,,,,,Total,1927,1368,19,18,0,1,14,9,5,,,,,,,
1041778671901475,100082080567569,"Paulistão F","Os jogos de ida das quartas de final do @brfeminino terminaram assim pras equipes paulistas! #ElasEmCampo",,0,"08/31/2026 19:32",N/A,https://www.facebook.com/paulistaof/posts/pfbid02xHobba7JCa4fLfbwC5NKVkoumRpdnGgnPRjVzLMy3tczUuSh21vtkAyNbyw5T2wdl,0,0,Fotos,,,,,Total,8263,5638,72,70,0,2,88,48,40,,,,,,,
1041777381901604,100082080567569,"Paulistão F","Palmeiras fica no empate com o Bahia e deixa a decisão das quartas do @brfeminino pro jogo da volta! #ElasEmCampo
📷 Divulgação/Palmeiras",,0,"08/31/2026 19:29",N/A,https://www.facebook.com/paulistaof/posts/pfbid0xZe7aBSnFAMeWuCEVWf35L8GwkjzQ9wPdeeyeLtVmH28EM1VX9gZWJEhdNfTTtmYl,0,0,Fotos,,,,,Total,19482,14116,418,389,18,11,314,142,172,,,,,,,
1041718828574126,100082080567569,"Paulistão F","A MÁGICA RESOLVE!🪄⚽
Vic Albuquerque entra e marca um golaço para garantir vantagem para as Brabas nas quartas do @brfeminino!
#ElasEmCampo #Corinthians #Brabas
🎥SporTV","A MÁGICA RESOLVE!🪄⚽
Vic Albuquerque entra e marca um golaço para garantir vantagem para as Brabas nas quartas do @brfeminino!
#ElasEmCampo #Corinthians #Brabas
🎥SporTV",84,"08/31/2026 17:37",auto,https://www.facebook.com/reel/935763686256859/,0,0,Vídeos,,,,,Total,43234,42608,2706,2578,58,70,1188,,1188,762740.212,18.607,0,0,0,,
1041707641908578,100082080567569,"Paulistão F","Vic Albuquerque marca nos acréscimos e Corinthians abre vantagem nas quartas do @brfeminino!
#ElasEmCampo
📷Gustavo Martins/Cruzeiro",,0,"08/31/2026 17:15",N/A,https://www.facebook.com/paulistaof/posts/pfbid02n42brRyYpKbHBRSzdCd1KMn3rjZa5ySz7V6xTE3m62RcaMg71MeqdUoTUi94C4Jsl,0,0,Fotos,,,,,Total,21664,14971,647,599,21,27,316,157,159,,,,,,,
1041538635258812,100082080567569,"Paulistão F","DEFESA QUE NINGUÉM PASSA!
Com apenas 3 gols sofridos em sete jogos, as Palestrinas entraram para as melhores defesas na história do Paulistão F @petrobras. 
#PaulistãoFPetrobras #Palmeiras",,0,"08/31/2026 11:31",N/A,https://www.facebook.com/paulistaof/posts/pfbid0RnPAsAnxByJkyCZJ3q4VKyKu2vYUhh1Q5Ho1moUwXj6XH1yhfBG7UJSLdTrFpbN8l,0,0,Fotos,,,,,Total,10171,6745,66,65,0,1,148,107,41,,,,,,,
1041359728610036,100082080567569,"Paulistão F","A CRAQUE DA RODADA É PALESTRINA! 🌟
Ana Guimarães foi eleita o destaque da última rodada da fase de grupos do Paulistão F Petrobras!
#PaulistãoFPetrobras #CraqueDaRodada",,0,"08/31/2026 07:03",N/A,https://www.facebook.com/paulistaof/posts/pfbid02v9JdCXiDruwCPHhteoYVncBxkRDGVdEZ6QrKqBvnbDeLsUmNgvD3XwEMPsjDdW9il,0,0,Fotos,,,,,Total,6907,5348,181,156,18,7,87,27,60,,,,,,,1
1041356888610320,100082080567569,"Paulistão F","A CRAQUE DA RODADA É PALESTRINA! 🌟
Ana Guimarães foi eleita o destaque da última rodada da fase de grupos do Paulistão F Petrobras!
#PaulistãoFPetrobras #CraqueDaRodada",,0,"08/31/2026 07:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0h4qm6DybmMJSTBziLWQpd2b91KsEt137wy9QxAjqMs84DP59vLs3eeH1vH2EQHUhl,0,0,Fotos,,,,,Total,8205,6084,204,191,9,4,116,42,74,,,,,,,
1041316395281036,100082080567569,"Paulistão F","A segunda-feira vai ferver com as quartas de final do @brfeminino!
#ElasEmCampo",,0,"08/31/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid028a6KBMrvXnJS5MVGDrdViCtCoCy16Q2rW9o61kUFTKHdKXGBfQcyB9y9fNNPaaRal,0,0,Fotos,,,,,Total,19358,13372,248,233,4,11,446,273,173,,,,,,,
1040019432077399,100082080567569,"Paulistão F","Um sábado sem vitórias para o #FutebolPaulista.
#ElasEmCampo",,0,"08/29/2026 15:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02Sw7JHn35zLFPHb5qfKFe3ekw5ga5CYaL56aojePpCQFAJGzp38fVakAbmW6oFzZyl,0,0,Fotos,,,,,Total,11433,8120,58,51,3,4,127,55,72,,,,,,,
1040007852078557,100082080567569,"Paulistão F","Ferroviária é superada no jogo de ida da quartas de final e agora terá que reverter a desvantagem em casa.
#ElasEmCampo
📷Rafael Zocco/Ferroviária",,0,"08/29/2026 14:35",N/A,https://www.facebook.com/paulistaof/posts/pfbid024kqFckmXets1SgScHhq1sWdbStCtrUnBcBS4tvwHJarsngCAC2bCBxKZiyjZy5qHl,0,0,Fotos,,,,,Total,5713,4349,25,22,2,1,53,27,26,,,,,,,
1040006848745324,100082080567569,"Paulistão F","EMPATE ENTRE TRICOLORES!
Grêmio e São Paulo não saíram do zero na ide das quartas de final do Brasileirão Feminino.
#ElasEmCampo
📷Caroline Martins/Grêmio",,0,"08/29/2026 14:33",N/A,https://www.facebook.com/paulistaof/posts/pfbid0vLSmiRbPz6BFY3j5nFsNeCrbqeFW3bBAF63WbNiSUsg79nPa5Bu3XjUb9fPmov2bl,0,0,Fotos,,,,,Total,7291,5423,79,76,0,3,67,48,19,,,,,,,
1039954132083929,100082080567569,"Paulistão F","A ida das quartas de final do Paulista F Sub-15 Petrobras já foi! Se liga nos resultados deste sábado.
#PaulistaFSub15Petrobras",,0,"08/29/2026 12:46",N/A,https://www.facebook.com/paulistaof/posts/pfbid0WMDaAe2RV32bnxPUQzeiErxGd9Gfdb2Su6j5mktMrmUWwiWWVvyksWXuav1kGaACl,0,0,Fotos,,,,,Total,33962,25008,107,87,0,20,390,236,154,,,,,,,
1039691405443535,100082080567569,"Paulistão F","SÓ TEM JOGÃO!
As quartas de finais do @brfeminino começam neste sábado com dose dupla.
#ElasEmCampo",,0,"08/29/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02SKBKus68iVGE7mZTcpJa7HPonTPMWdZTtRhYfWmghokQEGkZ8LL6bwuHgr2rN7exl,0,0,Fotos,,,,,Total,11688,8104,129,121,1,7,232,134,98,,,,,,,
1039653155447360,100082080567569,"Paulistão F","QUARTAS DE FINAL NA ÁREA! 😍
Os primeiros confrontos das quartas do Paulista F Sub-15 Petrobras vem aí!
#PaulistaFSub15Petrobras",,0,"08/29/2026 05:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0g97LkWeV1KFAXP5xeTPcHJ6gnVkTXsxqTd8V3yci7H7rzQxEw4Acacob7DpZFevxl,0,0,Fotos,,,,,Total,6619,4938,31,29,0,2,84,52,32,,,,,,,
1039050975507578,100082080567569,"Paulistão F","PRIMEIRA RODADA OK! ✅
Assim ficou a classificação da Taça Paulistana Petrobras ao final pra primeira rodada!
#TaçaPaulistanaPetrobras",,0,"08/28/2026 10:24",N/A,https://www.facebook.com/paulistaof/posts/pfbid0NdZk3uNE6ZbwknaZhMBqatWNic6zL9RJF83izBJAfsX4Xuh1dnunRVFUZ5ADF3QUl,0,0,Fotos,,,,,Total,9560,7278,36,34,0,2,78,42,36,,,,,,,
1038177328928276,100082080567569,"Paulistão F","QUEM FOI A CRAQUE DA 7ª RODADA? 😮‍💨
A última rodada da primeira fase do Paulistão F Petrobras chegou ao fim e você pode escolher quem foi o destaque da vez votando na enquete desse post!
#PaulistãoFPetrobras #CraqueDaRodada",,0,"08/27/2026 10:13",N/A,https://www.facebook.com/paulistaof/posts/pfbid02BgWPaAgcCNq2Y5kdW2ohDK97UcTxuyoCrwgA1verbA4FhtTNFEeGrcrzdKYUs9Xwl,0,0,Fotos,,,,,Total,10384,7313,109,81,23,5,214,100,114,,,,,,,
1037635002315842,100082080567569,"Paulistão F","PRIMEIRA RODADA FINALIZADA!
Vem conferir os resultados dessa primeira volta da Taça Paulistana Petrobras!
#TaçaPaulistanaPetrobras",,0,"08/26/2026 18:53",N/A,https://www.facebook.com/paulistaof/posts/pfbid024FTMeEk9vR5FV3cNQDYP63gTzqJqkmTvehcfEgsyahpceLKHJFY9EN8ozBzseBrol,0,0,Fotos,,,,,Total,2286,1604,14,14,0,0,21,12,9,,,,,,,
