"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Consumo por direcionamento de público correspondente (Photo Click)","Outros cliques","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio","Cliques no link","Feedbacks negativos dos usuários: Ocultar tudo"
1030842056328470,100082080567569,"Paulistão F","RANKING DAS ASSISTENTES! 🔥 
Essas são as jogadoras que mais deram passes pra gol no #PaulistãoFPetrobras! #Sil",,0,"08/18/2026 15:01",N/A,https://www.facebook.com/paulistaof/posts/pfbid02HJ4biKYmfgRg7newXp9FgoQfk8vLzN8i4kZDyHqzYSWEDCnqrAE7Mx2AiXeYSyG6l,0,0,Fotos,,,,,Total,10478,7594,64,61,0,3,82,47,35,,,,,
1030811946331481,100082080567569,"Paulistão F","O TIMÃO VAI GOLEAR! 🔥
O Corinthians venceu o Audax por 6 a 1 no Paulista F Sub-20 Petrobras e um dos gols rolou depois dessa roubada de bola da Gabi Jordi!
#PaulistaFSub20Petrobras","O TIMÃO VAI GOLEAR! 🔥
O Corinthians venceu o Audax por 6 a 1 no Paulista F Sub-20 Petrobras e um dos gols rolou depois dessa roubada de bola da Gabi Jordi!
#PaulistaFSub20Petrobras",42,"08/18/2026 14:00",auto,https://www.facebook.com/reel/1662371358581817/,0,0,Vídeos,,,,,Total,15440,14934,567,545,10,12,335,,335,188368.43,13.006,0,0,0
1030779316334744,100082080567569,"Paulistão F","GOL DA LARA, ASSISTÊNCIA DA TRAVE! 🤣
As Sereinhas da Vila venceram a Portuguesa no Paulista F Sub-20 Petrobras e a Lara marcou o segundo da partida para cravar a vitória do Santos!
#PaulistaFSub20Petrobras","GOL DA LARA, ASSISTÊNCIA DA TRAVE! 🤣
As Sereinhas da Vila venceram a Portuguesa no Paulista F Sub-20 Petrobras e a Lara marcou o segundo da partida para cravar a vitória do Santos!
#PaulistaFSub20Petrobras",49,"08/18/2026 13:00",auto,https://www.facebook.com/reel/1919887378685841/,0,0,Vídeos,,,,,Total,2725,2605,45,45,0,0,31,,31,22374.717,8.566,0,0,0
1030718616340814,100082080567569,"Paulistão F","FALTA SÓ UMA RODADA!
Com as quartas de final se aproximando, vem conferir como está a tabela do Paulista F Sub-15 Petrobras!
#PaulistaFSub15Petrobras",,0,"08/18/2026 11:22",N/A,https://www.facebook.com/paulistaof/posts/pfbid026dVmWQjHP4yqpsYyTfRY9buWjcnLoryZ39iQ2rdNpPmRWnfMkLJA6vCRTFgEghXal,0,0,Fotos,,,,,Total,5280,3589,43,42,0,1,88,43,45,,,,,
1030665979679411,100082080567569,"Paulistão F","DE OLHO NA CLASSIFICAÇÃO!
Falta apenas uma rodada para o fim da primeira fase do #PaulistaFSub20Petrobras, então vem conferir a situação do seu time.",,0,"08/18/2026 10:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0GnaQPb2gbkSxfWtyXE5EkwpuTbycmo2JfAKRXsdDPkgScPGtqXgw37CvmmnGUNYBl,0,0,Fotos,,,,,Total,9816,6610,88,85,1,2,201,92,109,,,,,
1030628849683124,100082080567569,"Paulistão F","FIM DA PRIMEIRA FASE!
Assim ficou a classificação do Paulista F Sub-15 Petrobras com tudo definido para o mata-mata!
#PaulistaFSub15Petrobras",,0,"08/18/2026 09:05",N/A,https://www.facebook.com/paulistaof/posts/pfbid02zFbpUkYTZcmvziqsHWcWA54cMRYzs97imoMAv4JKidzXGgwdLbGFhucG8yKXWuegl,0,0,Fotos,,,,,Total,18885,12136,135,124,6,5,550,249,301,,,,,
1030623409683668,100082080567569,"Paulistão F","QUARTAS DE FINAL NA ÁREA!
Vem conferir as datas dos confrontos de ida e volta das quartas do Paulista F Sub-15 Petrobras!
#PaulistaFSub15Petrobras",,0,"08/18/2026 08:57",N/A,https://www.facebook.com/paulistaof/posts/pfbid0Swsg1Baa5jGZRVvRV831EMn9GTrXVaQ5xTwj5cYW2E73F4FYGNhK8vscr2crnZMel,0,0,Fotos,,,,,Total,4084,2912,47,39,0,8,157,132,25,,,,,
1030174406395235,100082080567569,"Paulistão F","Fora de casa, o Realidade Jovem sofre revés no jogo de ida da semifinal do Brasileirão A3. 
#ElasEmCampo
📷 Adriano Reis/Planalto EC",,0,"08/17/2026 20:11",N/A,https://www.facebook.com/paulistaof/posts/pfbid0K62ocUxNuYRhw7GgxxM6NgLV9sF5kYtMiBpJJqhR3fY1zx6ChuL7SReqCsgr6oqrl,0,0,Fotos,,,,,Total,6419,4408,23,23,0,0,44,32,12,,,,,
1029879836424692,100082080567569,"Paulistão F","CAMISA DAS TRICOLORES!
O São Paulo lançou, nesta segunda-feira (17), uma camisa exclusiva para as jogadoras da equipe feminina pela primeira vez na história.
#ElasEmCampo 
📷 Reprodução/São Paulo",,0,"08/17/2026 11:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0EeQTaPY2tCLA37YRczeFcTaZgFcsk3euLyhShzwuLcmpHaLxZVFbTFS1hRKAXH76l,0,0,Fotos,,,,,Total,2968,2019,60,55,3,2,114,82,32,,,,,
1029828486429827,100082080567569,"Paulistão F","QUEM FOI O DESTAQUE DA 6ª RODADA?
Vote na enquete desse post e escolha quem foi a craque da rodada do Paulistão F Petrobras!
#PaulistãoFPetrobras #CraqueDaRodada",,0,"08/17/2026 09:38",N/A,https://www.facebook.com/paulistaof/posts/pfbid02cXrypyg8pTd1mqi8Q99uz1FdUdf9GXqePUgEnFQptzb4HorJ1tgYfHskJSPMvMhWl,0,0,Fotos,,,,,Total,16814,11612,182,123,57,2,284,103,181,,,,,
