"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Outros cliques","Consumo por direcionamento de público correspondente (Photo Click)","Cliques no link","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio"
1025387546873921,100082080567569,"Paulistão F","RODADA CHEIA NO MEIO DA SEMANA!
Vem conferir os confrontos dessa etapa do Paulista F Sub-20 Petrobras!
#PaulistaFSub20Petrobras",,0,"08/12/2026 05:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0bmjK2W7RqkuAtgBqoHp4Ny3GpYTZucT3BxLxYXj3XAQYksrRevc53FfijXxKG8R7l,0,0,Fotos,,,,,Total,6786,4514,67,65,0,2,169,52,117,,,,,,
1025429673536375,100082080567569,"Paulistão F","QUARTOU! 🤩
Os dois confrontos de hoje do Paulistão F Petrobras prometem!
#PaulistãoFPetrobras",,0,"08/12/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0XMCJpSEq6vQ3AUy7SVih7BuDzBWhq7kiyoEqJQsQeLzTJ4asgiGeUb16q4B8WSq7l,0,0,Fotos,,,,,Total,12411,8562,172,164,3,5,268,93,175,,,,,,
1025668423512500,100082080567569,"Paulistão F","É TRADIÇÃO QUE FALA, NÉ?! 🏆
Arrasta para o lado e vem ver o maioral... 💋 #PaulistãoFPetrobras",,0,"08/12/2026 12:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0s9YJSiv8kLUymXSSi8FTFUpPkNYLgdosKVE1huaPtG9D8TWzaqH1s4hnyuuZCrYAl,0,0,Fotos,,,,,Total,415,278,8,7,1,0,8,3,5,,,,,,
1025687526843923,100082080567569,"Paulistão F","O PRIMEIRO DO DIA! 🔥
O Mirassol recebe o Corinthians pela 6ª rodada do Paulistão F Petrobras! Quem vai sair com a vitória?
#PaulistãoFPetrobras",,0,"08/12/2026 12:31",N/A,https://www.facebook.com/paulistaof/posts/pfbid0JMKPtBfUj7gS14xGjrFRR3HDaYSS8jCdkt83P2c5VU9LoKkZagXmYL2AF6axUvtil,0,0,Fotos,,,,,Total,7656,5631,83,79,4,0,127,58,69,,,,,,
1025687670177242,100082080567569,"Paulistão F","PLAY NA QUARTA-FEIRA DE PAULISTÃO F PETROBRAS!
Vamos com tudo para Mirassol e Corinthians!
#PaulistãoFPetrobras
📷Pedro Zacchi/Ag. Paulistão",,0,"08/12/2026 12:31",N/A,https://www.facebook.com/paulistaof/posts/pfbid02FXikQbp2SEosg4ncYYmMQRRaxcSFN7sRJAWK9DTRwnmvy7u1Zweaywo4y2FML1mKl,0,0,Fotos,,,,,Total,812,556,7,7,0,0,14,4,10,,,,,,
1025704960175513,100082080567569,"Paulistão F","BRAGANTINAS E GUERREIRAS SE ENFRENTAM!
Assista ao vivo no YouTube do @paulistao ao confronto entre Red Bull Bragantino e Ferroviária!
#PaulistãoFPetrobras",,0,"08/12/2026 13:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid02iak1AL66Ki53QUjkW3N4x5b7sTXvHC7speqBLwbGWPb11Q45wfpz814kypUwjE4ml,0,0,Fotos,,,,,Total,2686,1938,29,27,0,2,36,18,18,,,,,,
1025721016840574,100082080567569,"Paulistão F","QUE GOLAÇO DA JAQUELINE!
Desarmou, arrancou e mandou na gaveta!
#PaulistãoFPetrobras #Corinthians","QUE GOLAÇO DA JAQUELINE!
Desarmou, arrancou e mandou na gaveta!
#PaulistãoFPetrobras #Corinthians",33,"08/12/2026 13:27",N/A,https://www.facebook.com/reel/822339817555789/,0,0,Vídeos,,,,,Total,7324,7090,444,410,15,19,240,240,,,66821.38,9.706,0,0,0
1025726830173326,100082080567569,"Paulistão F","GOL HISTÓRICO!
Giovana deixou tudo igual e fez o segundo gol da história do Mirassol!
#PaulistãoFPetrobras","GOL HISTÓRICO!
Giovana deixou tudo igual e fez o segundo gol da história do Mirassol!
#PaulistãoFPetrobras",34,"08/12/2026 13:37",N/A,https://www.facebook.com/reel/1959859234680634/,0,0,Vídeos,,,,,Total,1689,1695,23,23,0,0,30,30,,,13252.17,8.236,0,0,0
1025733926839283,100082080567569,"Paulistão F","OLHA ELA DE NOVO!
Jaqueline marca o segundo das Brabas contra o Mirassol!
#PaulistãoFPetrobras #Corinthians","OLHA ELA DE NOVO!
Jaqueline marca o segundo das Brabas contra o Mirassol!
#PaulistãoFPetrobras #Corinthians",35,"08/12/2026 13:47",N/A,https://www.facebook.com/reel/1363603861989359/,0,0,Vídeos,,,,,Total,4932,4908,208,201,4,3,105,105,,,47734.966,10.254,0,0,0
1025737343505608,100082080567569,"Paulistão F","INTERVALO DE JOGO E AS BRABAS ESTÃO NA FRENTE DO PLACAR!
#PaulistãoFPetrobras
📷Pedro Zacchi/Ag. Paulistão",,0,"08/12/2026 13:53",N/A,https://www.facebook.com/paulistaof/posts/pfbid0fcr46Z2zW7bykkhQStoPDh1sHPcHbs7nM8qQgZoAJCq3RABKavoGSc3RhiCTghHZl,0,0,Fotos,,,,,Total,2857,2187,44,43,1,0,32,15,17,,,,,,
1025747483504594,100082080567569,"Paulistão F","QUE CATEGORIA DA JULIA, HEIN?! 
#PaulistãoFPetrobras #Mirassol","QUE CATEGORIA DA JULIA, HEIN?! 
#PaulistãoFPetrobras #Mirassol",8,"08/12/2026 14:10",N/A,https://www.facebook.com/reel/1570427457867209/,1,0,Vídeos,,,,,Total,5084,4120,23,23,0,0,49,49,,,17551.196,4.423,0,0,0
1025756250170384,100082080567569,"Paulistão F","Giovana marcou o segundo gol da história do Mirassol no Paulistão F Petrobras!
#PaulistãoFPetrobras
📷Pedro Zacchi/Ag. Paulistão",,0,"08/12/2026 14:24",N/A,https://www.facebook.com/paulistaof/posts/pfbid02KeEb1zWiAAEWpjZ7fRqLfs4CBhSgfSgYAnwmgLGin5hEsvC5yKB5UH638MpqspWTl,0,0,Fotos,,,,,Total,1408,1054,14,13,1,0,11,8,3,,,,,,
1025757020170307,100082080567569,"Paulistão F","JAQUELINE, A BRABA!⚽⚽
#PaulistãoFPetrobras
📷Pedro Zacchi/Ag. Paulistão",,0,"08/12/2026 14:25",N/A,https://www.facebook.com/paulistaof/posts/pfbid02mAU9YxC1HAJQbJGmDQvYFRRA6ZRidzHpzbZmcBqmjBdCthNdzaGxYuKpMHdsoY5rl,0,0,Fotos,,,,,Total,851,609,16,16,0,0,13,8,5,,,,,,
1025770450168964,100082080567569,"Paulistão F","OLHA O TERCEIRO GOL DAS BRABAS!
#PaulistãoFPetrobras","OLHA O TERCEIRO GOL DAS BRABAS!
#PaulistãoFPetrobras",33,"08/12/2026 14:46",N/A,https://www.facebook.com/reel/1034386622784394/,0,0,Vídeos,,,,,Total,2805,2803,39,39,0,0,45,45,,,21479.462,8.038,0,0,0
1025774073501935,100082080567569,"Paulistão F","TUDO PRONTO PARA O ÚLTIMO JOGO DO DIA!
BRAGANTINAS E GUERREIRAS EM CAMPO!
#PaulistãoFPetrobras
📷Alexandre Battibugli/Ag. Paulistão",,0,"08/12/2026 14:52",N/A,https://www.facebook.com/paulistaof/posts/pfbid0bWDrfiwS1kkxPkTA6f96HjXfYfZ1KtXsxuq471BX4bGWmrsKWgUoDrAMs4JWSoiFl,0,0,Fotos,,,,,Total,2110,1572,23,19,0,4,45,26,19,,,,,,
1025783996834276,100082080567569,"Paulistão F","A ERIKA NÃO PERDOA!
É O QUARTO GOL DAS BRABAS!
#PaulistãoFPetrobras #Corinthians","A ERIKA NÃO PERDOA!
É O QUARTO GOL DAS BRABAS!
#PaulistãoFPetrobras #Corinthians",34,"08/12/2026 15:09",N/A,https://www.facebook.com/reel/4570776756523396/,0,0,Vídeos,,,,,Total,4868,4806,220,207,5,8,60,60,,,39357.626,8.487,0,0,0
1025785710167438,100082080567569,"Paulistão F","GOLEADA DAS BRABAS!⚽⚽⚽⚽
#PaulistãoFPetrobras
📷Pedro Zacchi/Ag. Paulistão",,0,"08/12/2026 15:12",N/A,https://www.facebook.com/paulistaof/posts/pfbid02gf28YzzeboFURnR1X6bLyKrZ933PLqvq3mofzAvKs8SAjF4tBvcXHdit4iTSnXbNl,0,0,Fotos,,,,,Total,1601,1151,38,35,0,3,33,9,24,,,,,,
1025788180167191,100082080567569,"Paulistão F","Jaqueline jogou muito, fez dois gols e foi eleita a craque do jogo!
#PaulistãoFPetrobras #Corinthians #Brabas 
📷Pedro Zacchi/Ag. Paulistão",,0,"08/12/2026 15:17",N/A,https://www.facebook.com/paulistaof/posts/pfbid031UFKY4JisLhqXegKBM4y84SZ9y5aVmGMtkRa2gLTHMEkUPzELrCN2PXJ1ajukayhl,0,0,Fotos,,,,,Total,3519,2597,191,172,17,2,68,52,16,,,,,,
1025794240166585,100082080567569,"Paulistão F","A ERIKA CONHECE O CAMINHO DO GOL!
#PaulistãoFPetrobras
📷Pedro Zacchi/Ag. Paulistão",,0,"08/12/2026 15:28",N/A,https://www.facebook.com/paulistaof/posts/pfbid0u26S5hqusMpheUnA5qf7o93YsdkvuFK5zx5pU5VsjyEwe96NcjP7o1pHxua3ywNMl,0,0,Fotos,,,,,Total,1157,840,32,29,3,0,21,16,5,,,,,,
1025804533498889,100082080567569,"Paulistão F","Confira os melhores momentos da vitória do Corinthians sobre o Mirassol pela sexta rodada do Paulistão F Petrobras.
#PaulistãoFPetrobras #Centauro","Confira os melhores momentos da vitória do Corinthians sobre o Mirassol pela sexta rodada do Paulistão F Petrobras.
#PaulistãoFPetrobras #Centauro",168,"08/12/2026 15:49",uploaded,https://www.facebook.com/reel/1034141102834579/,0,0,Vídeos,,,,,Total,15873,15364,957,929,18,10,644,644,,,457165.934,30.483,0,0,0
1025808980165111,100082080567569,"Paulistão F","PLACAR ZERADO NO PRIMEIRO TEMPO ENTRE BRAGANTINAS E GUERREIRAS!
#PaulistãoFPetrobras
📷Alexandre Battibugli/Ag. Paulistão",,0,"08/12/2026 16:01",N/A,https://www.facebook.com/paulistaof/posts/pfbid0342E9EfyLp25T44fUq46kwPCBoswLei3GA3AGZcEiHY3tbUPyzwUJbRn1csHdi43Xl,0,0,Fotos,,,,,Total,2454,1737,24,22,1,1,40,23,17,,,,,,
1025841606828515,100082080567569,"Paulistão F","TUDO IGUAL!
Red Bull Bragantino e Ferroviária não saem do zero no Paulistão F Petrobras!
#PaulistãoFPetrobras
📷Alexandre Battibugli/Ag. Paulistão",,0,"08/12/2026 17:10",N/A,https://www.facebook.com/paulistaof/posts/pfbid037C8usxwpBjz1V6JdC9kFHmUYF5FzXbeCJonKBCJ4AgXC3xnjTbUWndRhGudUqEFtl,0,0,Fotos,,,,,Total,1319,1012,19,18,0,1,17,6,11,,,,,,
1025850270160982,100082080567569,"Paulistão F","A Ana Carla saiu da linha, assumiu o gol do Red Bull Bragantino, fez uma defesa nos acréscimos e foi eleita a craque do jogo no Paulistão F Petrobras!
#PaulistãoFPetrobras
📷Alexandre Battibugli/Ag. Paulistão",,0,"08/12/2026 17:27",N/A,https://www.facebook.com/paulistaof/posts/pfbid021hF88ANxwN7yGrvZh3bpG4iNab2hdXFC6qbzU1fpi4VZmLuLbWUm4HM33szfvkCMl,0,0,Fotos,,,,,Total,980,757,9,9,0,0,7,3,4,,,,,,
1025852760160733,100082080567569,"Paulistão F","A quarta-feira do Paulistão F Petrobras terminou assim!
#PaulistãoFPetrobras",,0,"08/12/2026 17:31",N/A,https://www.facebook.com/paulistaof/posts/pfbid0TFE7gpfvBaqaUDoGyoe3GuuFWr9XvdtWebUzsD1YfSGgTHK31uGgeBeyrwLU448il,0,0,Fotos,,,,,Total,9529,6972,83,81,0,2,91,35,56,,,,,,
1025856383493704,100082080567569,"Paulistão F","COM FERROVIÁRIA E PALMEIRAS NO TOPO, ASSIM ESTÁ A CLASSIFICAÇÃO DO PAULISTÃO F PETROBRAS!
#Classificação #PaulistãoFPetrobras",,0,"08/12/2026 17:39",N/A,https://www.facebook.com/paulistaof/posts/pfbid0x4FVyqsVAmEPMvB28mnDz5afjkbYC12fsEwZv3giXBhd5DW4xgZ9H4iVJDAfZBAZl,0,0,Fotos,,,,,Total,23642,15701,206,191,6,9,479,280,199,,,,,,
1025862946826381,100082080567569,"Paulistão F","Confira os melhores momentos do empate entre Red Bull Bragantino e Ferroviária pela sexta rodada do Paulistão F Petrobras.
#PaulistãoFPetrobras #Centauro","Confira os melhores momentos do empate entre Red Bull Bragantino e Ferroviária pela sexta rodada do Paulistão F Petrobras.
#PaulistãoFPetrobras #Centauro",158,"08/12/2026 17:51",auto,https://www.facebook.com/reel/874578125536188/,0,0,Vídeos,,,,,Total,1168,1136,19,19,0,0,8,8,,,16403.086,14.698,0,0,0
1025865146826161,100082080567569,"Paulistão F","QUE MOMENTO!
As duas goleiras do Red Bull Bragantino machucaram no jogo, mas Ana Carla saiu da linha, assumiu o gol e fez uma defesa nos acréscimos para garantir o empate das Bragantinas!
#PaulistãoFPetrobras","QUE MOMENTO!
As duas goleiras do Red Bull Bragantino machucaram no jogo, mas Ana Carla saiu da linha, assumiu o gol e fez uma defesa nos acréscimos para garantir o empate das Bragantinas!
#PaulistãoFPetrobras",52,"08/12/2026 17:57",auto,https://www.facebook.com/reel/1083754654351161/,0,0,Vídeos,,,,,Total,7892,7860,86,82,2,2,150,150,,,94377.786,12.513,0,0,0
1026271433452199,100082080567569,"Paulistão F","UM CLÁSSICO DESSE PARA ENCERRAR A RODADA?! 😮💨
Hoje é dia de San-São no Paulistão F Petrobras! Quem vai levar a melhor: Tricolores ou Sereias da Vila? 👀
#PaulistãoFPetrobras #Santos #SãoPaulo",,0,"08/13/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0Tt2iFtNsCtQUY9s85y6jWLt9ixh5YG4jrwtxaicSuFWV5sk1dZ6zMKaGjXADLnSYl,0,0,Fotos,,,,,Total,12808,8910,270,243,18,9,375,203,172,,,,,,
1026355950110414,100082080567569,"Paulistão F","#TBT COM NOVIDADE! 🚨
Tem notícia boa passando na sua timeline! 🤩 O 𝗖𝘂𝗿𝘀𝗼 𝗱𝗲 𝗡𝗮𝗿𝗿𝗮𝗱𝗼𝗿𝗮𝘀 vai voltar em 2026 para sua segunda edição. Uma grande oportunidade para mulheres que desejam praticar sua habilidades de comunicação e aprender sobre tudo o que acontece na cabine de transmissões (e também no campo) durante uma partida de futebol 🎙️ ⚽

➡️ A iniciativa é um oferecimento da Petrobras e vai selecionar candidatas, de forma GRATUITA, para o aprendizado. Acesse  o link da bio da FPF Academia e se increva em nossa LISTA DE ESPERA. Mais informações em breve 👀

#FPFAcademia #Curso #Narradoras #PaulistaoF Futebol",,0,"08/13/2026 08:05",N/A,https://www.facebook.com/paulistaof/posts/pfbid0He9S11mYa8K2eUZsUU6vU4Uc4HZtMdfEYVsXTzwwrcWMfUzKXKB5Af2Swk53jJkel,0,0,Fotos,,,,,Total,1512,1090,14,8,0,6,17,4,13,,,,,,
1026433426769333,100082080567569,"Paulistão F","TRICOLORES EM CAMPO! 🇾🇪
O São Paulo quer a classificação direta para as semifinais do Paulistão F Petrobras e precisa vencer o Santos no clássico!
#PaulistãoFPetrobras",,0,"08/13/2026 10:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0QydPyNaPfDidhzJnNzhtkMeAZKV7ZfG3f6rmd5KAXz7xJtjBhoASS1iskQjvKeKnl,0,0,Fotos,,,,,Total,5836,4295,78,74,4,0,126,51,75,,,,,,
1026469743432368,100082080567569,"Paulistão F","NOITE DE CLÁSSICO PARA AS SEREIAS DA VILA! 🧜
Só a vitória interessa para o Santos no clássico contra o São Paulo!
#PaulistãoFPetrobras",,0,"08/13/2026 11:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0cA1V7r5TEGL4ebmfCGxEYQjyNckquw15WAi28ubMvrN8GeBbRffTWb2uQRhq1ZqCl,0,0,Fotos,,,,,Total,5826,4357,53,49,2,2,111,47,64,,,,,,
1026570660088943,100082080567569,"Paulistão F","HOJE TEM!
É dia de San-São no Paulistão F Petrobras!
#PaulistãoFPetrobras #SuperclássicoF 
📷Mauro Horita/Ag. Paulistão",,0,"08/13/2026 13:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid0BMVapJi4k8qrVasgwhinRYdHZ1bVRJcDvp9HXnmgivRVwef3RAJ1nj1cJwfvieoxl,0,0,Fotos,,,,,Total,2044,1478,27,24,0,3,38,7,31,,,,,,
1026583513420991,100082080567569,"Paulistão F","SE TEM #SUPERCLÁSSICOF...
Tem taça em jogo! Quem será que vai levar essa pra casa?
#PaulistãoFPetrobras #SuperclássicoF 
📷Mauro Horita/Ag. Paulistão",,0,"08/13/2026 13:55",N/A,https://www.facebook.com/paulistaof/posts/pfbid0TsbQAJzsL8qcphg5gYWA9ivY9hnn8wVJPzPpU19MGmVGipGDasvUhBM4JLp3Pp9pl,0,0,Fotos,,,,,Total,1527,1051,19,13,4,2,34,7,27,,,,,,
1026606333418709,100082080567569,"Paulistão F","TÁ CHEGANDO A HORA!
São Paulo e Santos trabalham de olho em mais uma rodada do Paulistão F Petrobras!
#PaulistãoFPetrobras #SuperclássicoF 
📷Mauro Horita/Ag. Paulistão",,0,"08/13/2026 14:42",N/A,https://www.facebook.com/paulistaof/posts/pfbid02Nwa5h4orfEiMh4hEmZALzq6frXpQfWWUu5ZHMvQm7PPxTPsFszBwPwNydqh1y6wCl,0,0,Fotos,,,,,Total,2284,1747,32,30,0,2,43,10,33,,,,,,
1026643193415023,100082080567569,"Paulistão F","AINDA SEM GOLS!
A rede não balançou no primeiro tempo do San-São.
#PaulistãoFPetrobras #SuperclássicoF 
📷Mauro Horita/Ag. Paulistão",,0,"08/13/2026 15:53",N/A,https://www.facebook.com/paulistaof/posts/pfbid02bCXfBfmnBeqtAPvTkQZiwrP9eA9XkD8Uf3Z5hgrm95Jk3sR6WZrqZ1DxbfuCJrNLl,0,0,Fotos,,,,,Total,3351,2487,30,29,0,1,26,5,21,,,,,,
1026646743414668,100082080567569,"Paulistão F","DOSE DUPLA!
O Santos chegou duas vezes com perigo, mas a trave do São Paulo impediu o gol em ambas!
#PaulistãoFPetrobras","DOSE DUPLA!
O Santos chegou duas vezes com perigo, mas a trave do São Paulo impediu o gol em ambas!
#PaulistãoFPetrobras",57,"08/13/2026 15:59",N/A,https://www.facebook.com/reel/1670495567375668/,0,0,Vídeos,,,,,Total,7071,7106,73,70,0,3,142,142,,,82021.992,12.021,0,0,0
1026669010079108,100082080567569,"Paulistão F","OLHA ELA AÍ!
Gol da lateral? Temos! Clara apareceu dentro da área do Santos e abriu o placar do San-São para o Tricolor!
#PaulistãoFPetrobras","OLHA ELA AÍ!
Gol da lateral? Temos! Clara apareceu dentro da área do Santos e abriu o placar do San-São para o Tricolor!
#PaulistãoFPetrobras",56,"08/13/2026 16:46",auto,https://www.facebook.com/reel/28363956053292054/,0,0,Vídeos,,,,,Total,1945,1920,27,26,0,1,29,29,,,18629.445,10.021,0,0,0
1026676253411717,100082080567569,"Paulistão F","SAN-SÃO TRICOLOR!
O São Paulo fica com a vitória no #SuperclássicoF!
#PaulistãoFPetrobras #SuperclássicoF 
📷Mauro Horita/Ag. Paulistão",,0,"08/13/2026 17:03",N/A,https://www.facebook.com/paulistaof/posts/pfbid0SgnrzdWrTdc4BBYFdG7kDWmBUKYF3EDQLozrjUMoxJNNdfG28ooX14TBbZ5Qhnpul,0,0,Fotos,,,,,Total,35458,26492,973,917,31,25,534,202,332,,,,,,
1026681733411169,100082080567569,"Paulistão F","É DO TRICOLOR!
A taça do San-São no #SuperclássicoF ficou com o São Paulo!
#PaulistãoFPetrobras",,0,"08/13/2026 17:15",N/A,https://www.facebook.com/paulistaof/posts/pfbid02Br74CwukhrtXpDGq5FGHwJAHq7oJc2w856k4L86suNATCQRPjeRL5ym9aiE3s9unl,0,0,Fotos,,,,,Total,6238,4541,278,264,10,4,78,53,25,,,,,,
1026684033410939,100082080567569,"Paulistão F","É ELA!
Autora do gol da vitória do São Paulo no #SuperclássicoF, Clara foi escolhida como a Craque do Jogo Petrobras!
#PaulistãoFPetrobras
📷Mauro Horita/Ag. Paulistão",,0,"08/13/2026 17:20",N/A,https://www.facebook.com/paulistaof/posts/pfbid0B8AqYpGfKoc4jpS3UBENFBHbo2DxjumAKhzTTsDMMM7KexqSEqgfGuZzdPBaVB5Nl,0,0,Fotos,,,,,Total,837,621,19,18,0,1,4,1,3,,,,,,
1026687160077293,100082080567569,"Paulistão F","NOITE TRICOLOR!
- Vitória no San-São ✅
- Troféu do #SuperclássicoF ✅
- #CraqueDoJogoPetrbras ✅
#PaulistãoFPetrobras 
📷Mauro Horita/Ag. Paulistão",,0,"08/13/2026 17:26",N/A,https://www.facebook.com/paulistaof/posts/pfbid0gcQAqMnDkWFqrKsdK3GfHJJuGC4aGSf51YLHTuTLvBpHkrcFr1j23Yau7SSy7gSel,0,0,Fotos,,,,,Total,3752,2648,196,181,10,5,107,51,56,,,,,,
1026690466743629,100082080567569,"Paulistão F","CONFIRA COMIGO NO REPLAY!
Bora rever o gol que garantiu a vitória do São Paulo no #SuperclássicoF!
#PaulistãoFPetrobras","CONFIRA COMIGO NO REPLAY!
Bora rever o gol que garantiu a vitória do São Paulo no #SuperclássicoF!
#PaulistãoFPetrobras",21,"08/13/2026 17:33",N/A,https://www.facebook.com/reel/1274611981381775/,0,0,Vídeos,,,,,Total,8277,7420,278,271,5,2,80,80,,,63569.612,8.843,0,0,0
1026698816742794,100082080567569,"Paulistão F","FIM DE PAPO!
Fecha a conta e passa a régua na sexta rodada do Paulistão F Petrobras!
#PaulistãoFPetrobras",,0,"08/13/2026 17:50",N/A,https://www.facebook.com/paulistaof/posts/pfbid0pzby5drrrS7dBYTs9ex4dT9e691uwNzMTN23Y2bAjNzfBawBmKSiynCuB8tPc2XNl,0,0,Fotos,,,,,Total,9896,6972,83,77,1,5,132,70,62,,,,,,
1026701483409194,100082080567569,"Paulistão F","100% ATUALIZADA!
Com a Ferroviária no topo, é assim que fica a classificação do Paulistão F Petrobras ao fim da sexta rodada!
#PaulistãoFPetrobras",,0,"08/13/2026 17:55",N/A,https://www.facebook.com/paulistaof/posts/pfbid02yuvwxT977JV7cThznpaCyUzZ8MJqx4hfZobKwJJBt5AAw2YkHkWx44frSkPnJUJol,0,0,Fotos,,,,,Total,8693,6036,95,85,2,8,130,66,64,,,,,,
1026742630071746,100082080567569,"Paulistão F","A adm estava presente no Superclássico F Petrobras e entregou o troféu para o Tricolor! Ainda teve um susto no final 👀🔥
#POV #Centauro #PaulistãoFPetrobras","A adm estava presente no Superclássico F Petrobras e entregou o troféu para o Tricolor! Ainda teve um susto no final 👀🔥
#POV #Centauro #PaulistãoFPetrobras",74,"08/13/2026 19:11",auto,https://www.facebook.com/reel/1256646607531932/,1,0,Vídeos,,,,,Total,1527,1483,41,38,2,1,12,12,,,10980.423,7.464,0,0,0
1027192286693447,100082080567569,"Paulistão F","FIM DE PAPO!
Vem conferir os resultados de mais uma rodada do Paulista F Sub-20 @petrobras.
#PaulistaFSub20Petrobras",,0,"08/14/2026 07:54",N/A,https://www.facebook.com/paulistaof/posts/pfbid02qL9j8h4MbgyvebhinrPMCDHyyT5LomwmctjhQcbeeZrHv37ApdQZRdA2CBZ7ZCS4l,0,0,Fotos,,,,,Total,9172,6036,85,83,1,1,154,73,81,,,,,,
1027922096620466,100082080567569,"Paulistão F","A ÚLTIMA VOLTA!
A primeira fase do Paulista F Sub-15 @petrobras chega ao fim neste sábado. Vem conferir os jogos com transmissão do YouTube do @paulistao.
#PaulistaFSub15Petrobras",,0,"08/15/2026 04:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0Nc8gTT1EgbjZdjwzWMZzUynRc7mU8AFHhc8LjFFZ9CVJFmPEJGf7ZXp6jUk9civQl,0,0,Fotos,,,,,Total,5143,3739,46,42,0,4,83,36,47,,,,,,
1028002686612407,100082080567569,"Paulistão F","DOSE TRIPLA!
Bragantinas, Brabas e Guerreiras Grenás entram em campo em busca dos três pontos no @brfeminino!
#ElasEmCampo",,0,"08/15/2026 06:00",N/A,https://www.facebook.com/paulistaof/posts/pfbid0THJTxg1dpfnYa7iJUBgzsVnXhwzgQHRjUePTjbtFviwZEbzcAghByyEdDF2hTi8ml,0,0,Fotos,,,,,Total,5956,4090,73,68,2,3,127,44,83,,,,,,
1028337449912264,100082080567569,"Paulistão F","Ponto final na sétima e última rodada do Paulista F Sub-15 Petrobras! Vamos aos resultados.
#PaulistaFSub15Petrobras",,0,"08/15/2026 14:32",N/A,https://www.facebook.com/paulistaof/posts/pfbid02UrvnfVLPJ4QSYdp69Cv3F19rxfBzqLBsv5oeNGYm5PKM5cX7yhEkX32WyaYcBU5fl,0,0,Fotos,,,,,Total,12290,8893,76,61,2,13,129,58,71,,,,,,
1028356203243722,100082080567569,"Paulistão F","GOLEADA DAS BRAGANTINAS!
Red Bull Bragantino venceu em grande estilo pelo Brasileirão Feminino!
#ElasEmCampo
📷Carla Cenci/Red Bull Bragantino",,0,"08/15/2026 15:10",N/A,https://www.facebook.com/paulistaof/posts/pfbid0UM7bC9YySf7VVVsbP7k5EGo4U961vaggXV1D8AeFCLFHR84X8ucBvuZQEzuz5rRhl,0,0,Fotos,,,,,Total,3024,2285,31,29,1,1,22,9,13,,,,,,
1028365579909451,100082080567569,"Paulistão F","EMPATE LÁ!
O Corinthians volta de Salvador com mais um ponto somado no Brasileirão Feminino.
#ElasEmCampo
📷Letícia Martins/Bahia",,0,"08/15/2026 15:30",N/A,https://www.facebook.com/paulistaof/posts/pfbid0CZc79BcGvEsgjhMgCm38etYWtNh7EFDZjdjYbNjK1ySHRi69CeWbGHujwWUxpBGyl,0,0,Fotos,,,,,Total,3550,2542,52,39,13,0,82,69,13,,,,,,
1028383513240991,100082080567569,"Paulistão F","CONFRONTOS DEFINIDOS!
Assim ficaram definidas as partidas de quartas de final do Paulista F Sub-15 Petrobras!
#PaulistaFSub20Petrobras",,0,"08/15/2026 16:11",N/A,https://www.facebook.com/paulistaof/posts/pfbid0TRiB13VBUCr9kGwWFkRHoMJfVsJraGwANDs5bFDsLwnY4x6jL5tCoDgWexPJk1tZl,0,0,Fotos,,,,,Total,9415,7052,100,69,1,30,182,112,70,,,,,,
1028406393238703,100082080567569,"Paulistão F","DE VIRADA!
Ferroviária marca dois na reta final e garante a vitória!
#ElasEmCampo
📷Rafael Zocco/Ferroviária",,0,"08/15/2026 17:02",N/A,https://www.facebook.com/paulistaof/posts/pfbid0qzhkjTNxkKKk3jDePHNLYZFt6x4ubeqRnbzCQeSmDTyiSDBi2GpwBEudpXZWPQ3xl,0,0,Fotos,,,,,Total,27275,21916,168,150,13,5,203,95,108,,,,,,
1028416239904385,100082080567569,"Paulistão F","Sabadão invicto para o futebol paulista!
#ElasEmCampo",,0,"08/15/2026 17:25",N/A,https://www.facebook.com/paulistaof/posts/pfbid0FqJb5DaoVs27BPrPNS7WoCxcA1LC7xQhc1yN1w4yxvDBhAGmCxW5iJv2wsZ9buAUl,0,0,Fotos,,,,,Total,15511,10516,88,81,2,5,186,94,92,,,,,,
