"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Outros cliques","Consumo por direcionamento de público correspondente (Photo Click)","Cliques no link","Feedbacks negativos dos usuários: Ocultar tudo","Feedbacks negativos dos usuários: Ocultar","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio","Negative feedback from users: Ocultar tudo","Negative feedback from users: Ocultar"
1189241003369538,100068509496158,Copinha,"O TRADICIONAL BANHO DE GELO NO PROFESSOR! 🦊🧊
Não tem como escapar: ganhou a taça, o banho de gelo vem junto! 
#CopinhaSil2026 #Cruzeiro","O TRADICIONAL BANHO DE GELO NO PROFESSOR! 🦊🧊
Não tem como escapar: ganhou a taça, o banho de gelo vem junto! 
#CopinhaSil2026 #Cruzeiro",46,"01/25/2026 15:38",N/A,https://www.facebook.com/reel/25579404188377321/,1,0,Vídeos,,,,,Total,10568,10231,244,238,4,2,174,174,,,,,119044.164,12.299,0,0,0
1189198986707073,100068509496158,Copinha,"🎤🏆 Você é o capitão do Cruzeiro na comemoração do título da Copinha Sil!
#CopinhaSil2026","🎤🏆 Você é o capitão do Cruzeiro na comemoração do título da Copinha Sil!
#CopinhaSil2026",84,"01/25/2026 14:09",N/A,https://www.facebook.com/reel/857528533783978/,1,0,Vídeos,,,,,Total,30313,26315,1553,1476,28,49,497,497,,,,,605036.319,22.401,0,0,0
1189191080041197,100068509496158,Copinha,"🕶️🏆 Se é campeão, tem que usar o óculos da Copinha Sil! 
#CopinhaSil2026","🕶️🏆 Se é campeão, tem que usar o óculos da Copinha Sil! 
#CopinhaSil2026",18,"01/25/2026 13:53",N/A,https://www.facebook.com/reel/1229999232567871/,1,0,Vídeos,,,,,Total,137815,102944,1577,1544,15,18,1176,1176,,,,,1166895.988,11.621,0,0,0
1189183870041918,100068509496158,Copinha,"FALA, CAMPEÃO! MAIRON CESAR COM A PALAVRA!
#CopinhaSil2026","FALA, CAMPEÃO! MAIRON CESAR COM A PALAVRA!
#CopinhaSil2026",39,"01/25/2026 13:40",N/A,https://www.facebook.com/reel/1401040564205428/,1,0,Vídeos,,,,,Total,27138,25759,1837,1735,74,28,942,942,,,,,283447.114,11.726,0,1.88,1
1189166646710307,100068509496158,Copinha,"NÃO PODIA FALTAR O BANHO DE GELO NO MAIRON CESAR, TÉCNICO CAMPEÃO DA COPINHA SIL 2026! 
#CopinhaSil2026","NÃO PODIA FALTAR O BANHO DE GELO NO MAIRON CESAR, TÉCNICO CAMPEÃO DA COPINHA SIL 2026! 
#CopinhaSil2026",14,"01/25/2026 13:07",N/A,https://www.facebook.com/reel/1416559510198750/,1,0,Vídeos,,,,,Total,106105,77397,1961,1905,31,25,662,662,,,,,758999.712,9.957,0,0,0
1189158936711078,100068509496158,Copinha,"Festa com a Nação Azul! 
#CopinhaSil2026","Festa com a Nação Azul! 
#CopinhaSil2026",19,"01/25/2026 12:54",N/A,https://www.facebook.com/reel/4395719407413540/,1,0,Vídeos,,,,,Total,6654,6856,414,402,2,10,64,64,,,,,27894.605,4.609,0,0,0
1189156953377943,100068509496158,Copinha,"Hora da foto dos campeões! 
#CopinhaSil2026","Hora da foto dos campeões! 
#CopinhaSil2026",14,"01/25/2026 12:51",N/A,https://www.facebook.com/reel/1418288553230731/,1,0,Vídeos,,,,,Total,20351,20069,1490,1423,25,42,311,311,,,,,86059.629,4.852,0,0,0
1189154690044836,100068509496158,Copinha,"FERNANDO: O CRIA DA COPINHA SIL 2026! 
#CopinhaSil2026","FERNANDO: O CRIA DA COPINHA SIL 2026! 
#CopinhaSil2026",18,"01/25/2026 12:47",N/A,https://www.facebook.com/reel/1818281852214432/,1,0,Vídeos,,,,,Total,8234,8055,298,278,9,11,144,144,,,,,49462.806,6.742,0,0,0
1189147603378878,100068509496158,Copinha,"O Pedro Lourenço, presidente do Cruzeiro estava só alegria após o título da Copinha Sil 2026! 
#CopinhaSil2026","O Pedro Lourenço, presidente do Cruzeiro estava só alegria após o título da Copinha Sil 2026! 
#CopinhaSil2026",19,"01/25/2026 12:35",N/A,https://www.facebook.com/reel/1436747634514148/,1,0,Vídeos,,,,,Total,142291,107837,4775,4568,124,83,1628,1627,,1,,,1179044.842,11.244,0,0,0
1189141786712793,100068509496158,Copinha,"POR TODOS OS ÂNGULOS: O GOL DE WILLIAM, QUE ABRIU O CAMINHO PARA O TÍTULO DO CRUZEIRO! 
#CopinhaSil2026","POR TODOS OS ÂNGULOS: O GOL DE WILLIAM, QUE ABRIU O CAMINHO PARA O TÍTULO DO CRUZEIRO! 
#CopinhaSil2026",33,"01/25/2026 12:25",N/A,https://www.facebook.com/reel/861454233534682/,1,0,Vídeos,,,,,Total,12141,11208,461,446,6,9,189,189,,,,,131202.549,12.175,0,0,0
1189136403379998,100068509496158,Copinha,"O GOL DO TÍTULO DO CRUZEIRO NA COPINHA SIL 2026! GUSTAVINHO É O NOME DELE! 
#CopinhaSil2026","O GOL DO TÍTULO DO CRUZEIRO NA COPINHA SIL 2026! GUSTAVINHO É O NOME DELE! 
#CopinhaSil2026",39,"01/25/2026 12:16",N/A,https://www.facebook.com/reel/2010122292945644/,1,0,Vídeos,,,,,Total,110828,88891,4990,4660,109,221,961,961,,,,,1584370.548,17.694,0,0,0
1189126420047663,100068509496158,Copinha,"É A RAÇA CRUZEIRENSE! 
#CopinhaSil2026","É A RAÇA CRUZEIRENSE! 
#CopinhaSil2026",10,"01/25/2026 12:00",N/A,https://www.facebook.com/reel/838458789240064/,1,0,Vídeos,,,,,Total,7877,6690,276,269,6,1,104,104,,,,,34182.056,5.566,0,0,0
1189120760048229,100068509496158,Copinha,"O WILLIAM FOI NO TERCEIRO ANDAR PARA MARCAR O PRIMEIRO GOL DO CRUZEIRO NA FINAL DA COPINHA SIL! 
#CopinhaSil2026","O WILLIAM FOI NO TERCEIRO ANDAR PARA MARCAR O PRIMEIRO GOL DO CRUZEIRO NA FINAL DA COPINHA SIL! 
#CopinhaSil2026",15,"01/25/2026 11:51",N/A,https://www.facebook.com/reel/1404424714709032/,1,0,Vídeos,,,,,Total,29804,23033,784,766,6,12,162,162,,,,,219560.976,9.719,0,0,0
1189096956717276,100068509496158,Copinha,"DEIXA O CORPO BALANÇAR! 🕺🕺🕺
Se liga na festa dos campeões da Copinha Sil no vestiário! 
#CopinhaSil","DEIXA O CORPO BALANÇAR! 🕺🕺🕺
Se liga na festa dos campeões da Copinha Sil no vestiário! 
#CopinhaSil",29,"01/25/2026 11:15",N/A,https://www.facebook.com/reel/888951256964489/,1,0,Vídeos,,,,,Total,33415,30856,1310,1188,39,83,655,655,,,,,282724.698,9.807,0,0,0
1189094143384224,100068509496158,Copinha,"QUE FESTA! 
Torcida e jogadores comemoraram demais o título da Raposa!
#CopinhaSil2026","QUE FESTA! 
Torcida e jogadores comemoraram demais o título da Raposa!
#CopinhaSil2026",24,"01/25/2026 11:10",N/A,https://www.facebook.com/reel/1442836300694301/,1,0,Vídeos,,,,,Total,56218,49490,2689,2476,79,134,913,913,,,,,379744.355,7.791,0,1.88,1
1189089893384649,100068509496158,Copinha,"A EMOÇÃO DO APITO FINAL! 🦊
Aquele momento que todo o time do @cruzeirobase estava esperando!
#CopinhaSil2026","A EMOÇÃO DO APITO FINAL! 🦊
Aquele momento que todo o time do @cruzeirobase estava esperando!
#CopinhaSil2026",50,"01/25/2026 11:04",N/A,https://www.facebook.com/reel/1959398075011827/,1,0,Vídeos,,,,,Total,43315,39241,2657,2437,89,131,945,944,,1,,,503150.798,12.916,0,0,0
1189086710051634,100068509496158,Copinha,"A visão do presidente da FPF, Reinaldo Carneiro Bastos, premiando os campeões da #CopinhaSicredi2026 🏆🥰","A visão do presidente da FPF, Reinaldo Carneiro Bastos, premiando os campeões da #CopinhaSicredi2026 🏆🥰",52,"01/25/2026 11:00",N/A,https://www.facebook.com/reel/1648120696179009/,1,0,Vídeos,,,,,Total,10633,11354,335,321,7,7,341,341,,,,,125509.986,12.676,0,0,0
1189041290056176,100068509496158,Copinha,"🏆🏆
2007 🤝 2026
#CopinhaSil2026",,0,"01/25/2026 09:51",N/A,https://www.facebook.com/copinha/posts/pfbid04iByqeemJt1syHta5cewU8Xeh3UHQFLyUMRnyjiYBFf5FvJ4QR2SzdFVkzZTvMRsl,0,0,Fotos,,,,,Total,216824,151931,2278,2130,80,68,3122,1897,1225,,3,,,,,,
1189039786722993,100068509496158,Copinha,"ENTRANDO EM CAMPO COM O @niicopontes! 👀😮‍💨🦊
POV: Você é um jogador do @cruzeirobase no momento do apito final da decisão da #CopinhaSil2026!","ENTRANDO EM CAMPO COM O @niicopontes! 👀😮‍💨🦊
POV: Você é um jogador do @cruzeirobase no momento do apito final da decisão da #CopinhaSil2026!",178,"01/25/2026 09:49",N/A,https://www.facebook.com/reel/1612497603266104/,1,0,Vídeos,,,,,Total,4740,4913,165,159,2,4,79,77,,2,,,66580.156,14.921,0,0,0
1189036146723357,100068509496158,Copinha,"A emoção de Gustavinho, autor do gol do título do Cruzeiro, ao atravessar o campo de joelhos após o título do Cruzeiro.
#CopinhaSil2026 
📷Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 09:43",N/A,https://www.facebook.com/copinha/posts/pfbid029fCAP3CKdcfLNPm3poFqeVPTyzpiHB7VRYr7KGE62Vg9tGAWCwg9Pxu8KFfWSPA2l,0,0,Fotos,,,,,Total,16926,12809,486,464,13,9,237,91,146,,1,,,,,,
1189025176724454,100068509496158,Copinha,"A FESTA DAS CRIAS! 🏆🦊
#CopinhaSil2026
📷Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 09:26",N/A,https://www.facebook.com/copinha/posts/pfbid02NgbjEthRAUuduF9s4JKf5CVpEwnAFZZXneu35kfq3G82YY7SGGnB7gnhZQ4qB75ul,0,0,Fotos,,,,,Total,9516,6750,245,236,5,4,233,70,163,,1,,,,,,
1189023560057949,100068509496158,Copinha,"Deixa os campeões balançarem!!! 🤪🕺🏾🏆 #CopinhaSil","Deixa os campeões balançarem!!! 🤪🕺🏾🏆 #CopinhaSil",13,"01/25/2026 09:24",N/A,https://www.facebook.com/reel/1226415359413071/,1,0,Vídeos,,,,,Total,441039,311977,7036,6625,206,205,8659,8658,,1,,,2930229.595,9.653,0,0,1
1189023266724645,100068509496158,Copinha,"Não poderia faltar a festa com a torcida do Cabuloso, né?
#CopinhaSil2026
📷Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 09:24",N/A,https://www.facebook.com/copinha/posts/pfbid02y6dem3zGyPtvJdueo9aHPs46EJvhdTSL3mThvP4Y9xtZN7Kvk3BKWqkDjj5keM2Fl,0,0,Fotos,,,,,Total,12734,9284,485,462,10,13,317,105,212,,,1,,,,,
1189020703391568,100068509496158,Copinha,"CRUZEIRO ESPORTE CLUBE!
Campeão da Copinha Sil 2026!
#CopinhaSil2026
📷Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 09:21",N/A,https://www.facebook.com/copinha/posts/pfbid02k4nkNPU5jF3pnkVCum33RC1uWbbN1BRUXvs1887rtuE5CPPGKHuYx7Rtc3GwgPd2l,0,0,Fotos,,,,,Total,14166,10602,526,492,16,18,333,106,227,,,1,,,,,
1189014000058905,100068509496158,Copinha,"É DELE!
Luis Fernando foi o Cria da Copinha Sil 2026!
#CopinhaSil2026
📷Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 09:12",N/A,https://www.facebook.com/copinha/posts/pfbid02TAX6KEy2gdYJYFDDitvK8w47pfU5538dpRbXDDVWmW98THrg7ebJ9vFBRqi8eySil,0,0,Fotos,,,,,Total,71368,48105,1618,1540,57,21,1252,847,405,,3,2,,,,,
1189012633392375,100068509496158,Copinha,"HERÓI CABULOSO!
Autor do gol do título, Gustavinho foi o Craque da Final da Copinha Sil 2026!
#CopinhaSil2026 
📷Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 09:10",N/A,https://www.facebook.com/copinha/posts/pfbid0idTrCD9JesCw9joyvRsze9vXCKkXbGSB6LByNeuGWAKsAfNUsMypUVLiXb6WG5wKl,0,0,Fotos,,,,,Total,12775,9127,502,481,11,10,119,81,38,,,1,,,,,
1189004100059895,100068509496158,Copinha,"VOCÊ TÁ NA HISTÓRIA, PEOFESSOR!
@maironcesarmoreira conduziu o Cruzeiro ao bicampeonato da Copinha Sil!
#CopinhaSil2026","VOCÊ TÁ NA HISTÓRIA, PEOFESSOR!
@maironcesarmoreira conduziu o Cruzeiro ao bicampeonato da Copinha Sil!
#CopinhaSil2026",13,"01/25/2026 08:58",N/A,https://www.facebook.com/reel/1592525925499633/,1,0,Vídeos,,,,,Total,5059,4219,196,175,10,11,100,100,,,,,27341.876,7.034,0,0,0
1188996840060621,100068509496158,Copinha,"A COMEMORAÇÃO DO TÍTULO COM A TORCIDA! 🤩🏆 #CopinhaSil","A COMEMORAÇÃO DO TÍTULO COM A TORCIDA! 🤩🏆 #CopinhaSil",17,"01/25/2026 08:47",N/A,https://www.facebook.com/reel/1619419665882647/,1,0,Vídeos,,,,,Total,134449,121363,6804,6272,189,343,2274,2273,,1,,,705057.732,6.069,0,0,0
1188988890061416,100068509496158,Copinha,"É CAMPEÃO! 🏆✨🦊 @cruzeirobase 
#CopinhaSil2026 #Cruzeiro","É CAMPEÃO! 🏆✨🦊 @cruzeirobase 
#CopinhaSil2026 #Cruzeiro",41,"01/25/2026 08:35",N/A,https://www.facebook.com/reel/1496086444822903/,1,0,Vídeos,,,,,Total,75958,76859,2976,2617,176,183,2650,2647,,3,,,551926.405,7.717,0,0,0
1188988316728140,100068509496158,Copinha,"O cruzeirense mais fraco depois do título do Cabuloso na Copinha Sil! 🏆🤪
#CopinhaSil2026","O cruzeirense mais fraco depois do título do Cabuloso na Copinha Sil! 🏆🤪
#CopinhaSil2026",29,"01/25/2026 08:35",N/A,https://www.facebook.com/reel/1715553542754306/,0,0,Vídeos,,,,,Total,26772,25879,1296,1142,73,81,865,865,,,,,173016.995,7.231,0,0,0
1188984956728476,100068509496158,Copinha,"DUAS VEZES CRUZEIRO! 🏆🦊
O Cabuloso estou no grupo dos bicampeões da Copinha Sil!
#CopinhaSil2026",,0,"01/25/2026 08:30",N/A,https://www.facebook.com/copinha/posts/pfbid0YMBC5eHqknnmFMwAb91y9o2vwvZLeKETSrjRNPuvML7pU2HURP3KCX5VVmvaUDPjl,0,0,Fotos,,,,,Total,148657,103533,794,683,69,42,1756,1067,689,,1,,,,,,
1188983456728626,100068509496158,Copinha,"MAIS UMA TAÇA DESEMBARCOU EM MINAS GERAIS! 🔺
Com o título do Cruzeiro em 2026, Minas agora soma seis taças e se isola como terceiro estado mais vencedor da Copinha Sil!
#CopinhaSil2026",,0,"01/25/2026 08:28",N/A,https://www.facebook.com/copinha/posts/pfbid0TNkafAPx6QDYzJyKF2C93RxWW7yfDbugAHm46fewd8JG5q2EB3jACaydoDXSffnLl,0,0,Fotos,,,,,Total,115484,78084,629,541,61,27,2189,1649,540,,2,1,,,,,
1188979936728978,100068509496158,Copinha,"VAMOOOOOOO! 🗣️
Campeão, capitão do Cabuloso e Cria da Copinha Sil, @26lfernando! 
#CopinhaSil","VAMOOOOOOO! 🗣️
Campeão, capitão do Cabuloso e Cria da Copinha Sil, @26lfernando! 
#CopinhaSil",14,"01/25/2026 08:23",N/A,https://www.facebook.com/reel/947012047780077/,1,0,Vídeos,,,,,Total,25076,21148,1173,1136,18,19,354,353,,1,,,137361.576,7.026,0,0,0
1188977876729184,100068509496158,Copinha,"PREDESTINADO! ⭐️
Do banco de reservas ao gol do título! Gustavinho escreveu seu nome na história do Cruzeiro!
#CopinhaSil2026 
📷Rebeca Reis e Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 08:20",N/A,https://www.facebook.com/copinha/posts/pfbid0yxm8NXx6NNZX1LquWLH7nW9JGmTcxKeSCHoXzh1k2ARSLBnR4tvcaTwjv2aG92VUl,0,0,Fotos,,,,,Total,21352,13987,677,639,25,13,795,213,582,,,,,,,,
1188976676729304,100068509496158,Copinha,"A festa das Crias da Toca depois do apito final! 🤩
#CopinhaSil","A festa das Crias da Toca depois do apito final! 🤩
#CopinhaSil",54,"01/25/2026 08:19",N/A,https://www.facebook.com/reel/763614232909423/,1,0,Vídeos,,,,,Total,4449,4704,116,113,1,2,75,75,,,,,28592.538,6.82,0,0,0
1188974810062824,100068509496158,Copinha,"TORCIDA & ELENCO SEMPRE JUNTOS! 🤝🔥
Pode comemorar, @cruzeirobase, a taça é de vocês! 
#CopinhaSil2026 #Cruzeiro","TORCIDA & ELENCO SEMPRE JUNTOS! 🤝🔥
Pode comemorar, @cruzeirobase, a taça é de vocês! 
#CopinhaSil2026 #Cruzeiro",35,"01/25/2026 08:16",N/A,https://www.facebook.com/reel/1272595218082549/,1,0,Vídeos,,,,,Total,97805,97271,4592,4144,221,227,3690,3687,,3,,,883205.743,9.692,0,0,0
1188973626729609,100068509496158,Copinha,"AS CRIAS DA TOCA ESTÃO NO TOPO DE NOVO!
O Cruzeiro é campeão da Copinha Sil 2026!
#CopinhaSil2026 
📷Rebeca Reis e Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 08:14",N/A,https://www.facebook.com/copinha/posts/pfbid08R7fCVyELi4fqQcWBJwNksJgByQA7ZnPbcp265SP53kfEemsk3ymJ3pQsso71Rfnl,0,0,Fotos,,,,,Total,98070,68607,1884,1729,85,70,1706,669,1037,,2,,,,,,
1188972130063092,100068509496158,Copinha,"QUEM É O CAMPEÃO??? 🏆🏆 #CopinhaSil","QUEM É O CAMPEÃO??? 🏆🏆 #CopinhaSil",6,"01/25/2026 08:13",N/A,https://www.facebook.com/reel/1394561072715058/,1,0,Vídeos,,,,,Total,95009,57656,1942,1829,82,31,1001,1001,,,,,312384.029,5.704,0,0,0
1188966276730344,100068509496158,Copinha,"CRUZEIRO, CRUZEIRO QUERIDO! 🏆
BICAMPEÃO DA COPINHA SIL!
#CopinhaSil2026",,0,"01/25/2026 08:04",N/A,https://www.facebook.com/copinha/posts/pfbid02TfTekwyJhciTskVPc68j6RHXyQyrr6qfKiboR4LFjM88zNJ8tunpgTPKZNQ83WJCl,0,0,Fotos,,,,,Total,170892,119360,3709,3194,254,261,2689,1545,1144,,3,1,,,,,
1188956490064656,100068509496158,Copinha,"GUSTAVINHOOOOOOOO!
Ele é predestinado! Saiu do banco de reservas, soltou o pé e recolocou o Cruzeiro na frente do placar!
#CopinhaSil2026","GUSTAVINHOOOOOOOO!
Ele é predestinado! Saiu do banco de reservas, soltou o pé e recolocou o Cruzeiro na frente do placar!
#CopinhaSil2026",38,"01/25/2026 07:49",N/A,https://www.facebook.com/reel/1151081456913000/,0,0,Vídeos,,,,,Total,33697,30528,914,818,55,41,1239,1239,,,,,348707.2,11.694,0,0,0
1188954003398238,100068509496158,Copinha,"CRIAS DA TOCA NA FRENTE! 
O Gustavinho colocou o Cabuloso em vantagem de novo! 
#CopinhaSil","CRIAS DA TOCA NA FRENTE! 
O Gustavinho colocou o Cabuloso em vantagem de novo! 
#CopinhaSil",61,"01/25/2026 07:46",N/A,https://www.facebook.com/reel/1291359006373597/,1,0,Vídeos,,,,,Total,8469,8528,270,243,14,13,283,283,,,,,78998.026,10.112,0,0,0
1188925133401125,100068509496158,Copinha,"QUE PRIMEIRO TEMPO ABSURDO!
Gols dos dois lados, defesas impressionantes... Teve de tudo e mais um pouco!
#CopinhaSil2026
📷Rebeca Reis e Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 07:04",N/A,https://www.facebook.com/copinha/posts/pfbid0YNNsHsbMy9xgiFnrmNu9VP2kgx1MbP9g6PhZg5mPtkvKcnK9EwUCqp3Xy4frzL2Ml,0,0,Fotos,,,,,Total,19708,14893,219,212,3,4,281,111,170,,3,,,,,,
1188921473401491,100068509496158,Copinha,"Isac fez a festa com a torcida Tricolor após o empate! 
#CopinhaSil2026","Isac fez a festa com a torcida Tricolor após o empate! 
#CopinhaSil2026",22,"01/25/2026 07:00",N/A,https://www.facebook.com/reel/1436338608226422/,1,0,Vídeos,,,,,Total,8784,8006,171,164,4,3,111,111,,,,,55984.233,7.546,0,0,0
1188919876734984,100068509496158,Copinha,"TÁ TUDO IGUAL!
Isac usa a cabeça e empata o jogo para o São Paulo!
#CopinhaSil2026","TÁ TUDO IGUAL!
Isac usa a cabeça e empata o jogo para o São Paulo!
#CopinhaSil2026",30,"01/25/2026 06:57",N/A,https://www.facebook.com/reel/1454946342935816/,0,0,Vídeos,,,,,Total,122835,105908,1057,998,44,15,1231,1231,,,,,1273940.921,12.424,0,0,0
1188918526735119,100068509496158,Copinha,"TORCIDA TRICOLOR EM FESTA NA MERCADO LIVRE ARENA PACAEMBU! 🇾🇪🔥😮‍💨
#CopinhaSil2026 #SãoPaulo","TORCIDA TRICOLOR EM FESTA NA MERCADO LIVRE ARENA PACAEMBU! 🇾🇪🔥😮‍💨
#CopinhaSil2026 #SãoPaulo",27,"01/25/2026 06:56",N/A,https://www.facebook.com/reel/1307885381172076/,1,0,Vídeos,,,,,Total,29653,28192,1313,1206,83,24,1383,1383,,,,,181100.628,6.879,0,0,0
1188918296735142,100068509496158,Copinha,"GOL NA SEMI 🤝 GOL NA FINAL
Isac deixou tudo igual na decisão! 
#CopinhaSil","GOL NA SEMI 🤝 GOL NA FINAL
Isac deixou tudo igual na decisão! 
#CopinhaSil",14,"01/25/2026 06:55",N/A,https://www.facebook.com/reel/2239485893209184/,1,0,Vídeos,,,,,Total,64248,48802,615,586,17,12,685,685,,,,,420995.278,8.941,0,0,0
1188918043401834,100068509496158,Copinha,"ELETRIZANTE!
Fim do primeiro tempo na Mercado Livre Arena Pacaembu e o placar marca um gol pra cada lado na final da Copinha Sil 2026!
#CopinhaSil2026 
📷Rebeca Reis e Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 06:55",N/A,https://www.facebook.com/copinha/posts/pfbid0Tqcnq24WUK85mx9m7t8rzNyoRWHyc6a9ZjFUSnNeiP5DLNiqzhxS15BzJpQN1G1tl,0,0,Fotos,,,,,Total,23951,16962,220,202,13,5,435,215,220,,1,,,,,,
1188901360070169,100068509496158,Copinha,"É DO CABULOSO!
Tem gol na final da Copinha Sil! William apareceu por trás da zaga e colocou o Cruzeiro na frente do placar!
#CopinhaSil2026","É DO CABULOSO!
Tem gol na final da Copinha Sil! William apareceu por trás da zaga e colocou o Cruzeiro na frente do placar!
#CopinhaSil2026",23,"01/25/2026 06:31",N/A,https://www.facebook.com/reel/884343683973908/,0,0,Vídeos,,,,,Total,87011,69547,1428,1337,61,30,1447,1447,,,,,776914.781,11.259,0,0,0
1188895443404094,100068509496158,Copinha,"É DA RAPOSAAAAA! 🦊🔵
William abre o placar da final! #CopinhaSil","É DA RAPOSAAAAA! 🦊🔵
William abre o placar da final! #CopinhaSil",39,"01/25/2026 06:24",N/A,https://www.facebook.com/reel/865676579782555/,1,0,Vídeos,,,,,Total,5087,5390,151,144,1,6,108,108,,,,,34303.71,7.318,0,0,0
1188892780071027,100068509496158,Copinha,"É DA RAPOSAAAAA! 🦊🔵
William abre o placar da final! #CopinhaSil","É DA RAPOSAAAAA! 🦊🔵
William abre o placar da final! #CopinhaSil",39,"01/25/2026 06:20",N/A,https://www.facebook.com/reel/1947486796176632/,1,0,Vídeos,,,,,Total,11793,11136,429,393,13,23,475,475,,,,,93146.46,8.573,0,0,0
1188891876737784,100068509496158,Copinha,"AH EU TÔ MALUCO! 
A torcida do Cruzeiro fez a festa após o gol! 
#CopinhaSil2026","AH EU TÔ MALUCO! 
A torcida do Cruzeiro fez a festa após o gol! 
#CopinhaSil2026",13,"01/25/2026 06:19",N/A,https://www.facebook.com/reel/1433500795166076/,1,0,Vídeos,,,,,Total,77031,69112,3447,3178,111,158,1766,1765,,1,,,402951.184,6.495,0,0,0
1188876966739275,100068509496158,Copinha,"EQUIPES EM CAMPO! 🏟️
Vai começar a final da #CopinhaSil!","EQUIPES EM CAMPO! 🏟️
Vai começar a final da #CopinhaSil!",42,"01/25/2026 05:56",N/A,https://www.facebook.com/reel/1429849952099035/,1,0,Vídeos,,,,,Total,3779,3867,110,104,1,5,56,56,,,,,19306.392,5.498,0,0,0
1188875676739404,100068509496158,Copinha,"A VOZ DA COPINHA SIL 2026 NA ÁREA! 
@mcguiguijr cantou antes da decisão! 
#CopinhaSil2026","A VOZ DA COPINHA SIL 2026 NA ÁREA! 
@mcguiguijr cantou antes da decisão! 
#CopinhaSil2026",61,"01/25/2026 05:55",mixed,https://www.facebook.com/reel/1620597665598918/,1,0,Vídeos,,,,,Total,21144,21249,271,204,62,5,1701,1679,,22,,,219396.598,11.092,0,0,0
1188874753406163,100068509496158,Copinha,"COPO DO JOGO? TEMOS TAMBÉM!
A galera do Lounge da Final da Copinha Sil 2026 já está com o copo na mão! Não deixe de adquirir o seu 👀
#CopinhaSil2026",,0,"01/25/2026 05:53",N/A,https://www.facebook.com/copinha/posts/pfbid02osW91ynbxwgMHtnjYz3QjtaKJzH7ZP2ZsnUzHmT9xLFWCkEmSAfLMfQfrpVTAfGfl,0,0,Fotos,,,,,Total,10465,7141,56,50,4,2,140,63,77,,1,,,,,,
1188871860073119,100068509496158,Copinha,"TUDO PRONTO! 
O aquecimento já rolou por aqui! Bora para o jogo! 🫵🌟
#CopinhaSil","TUDO PRONTO! 
O aquecimento já rolou por aqui! Bora para o jogo! 🫵🌟
#CopinhaSil",19,"01/25/2026 05:49",N/A,https://www.facebook.com/reel/2118009912279002/,1,0,Vídeos,,,,,Total,3051,2929,69,63,0,6,15,15,,,,,12256.741,4.412,0,0,0
1188867920073513,100068509496158,Copinha,"PEGA O TUTORIAL! 🤪
Logo na entrada da Mercado Livre Arena Pacaembu já tem pessoas posicionadas pra vender nosso copo oficial! 🤩 Nas arquibancadas você também consegue encontrar! #CopinhaSil","PEGA O TUTORIAL! 🤪
Logo na entrada da Mercado Livre Arena Pacaembu já tem pessoas posicionadas pra vender nosso copo oficial! 🤩 Nas arquibancadas você também consegue encontrar! #CopinhaSil",26,"01/25/2026 05:43",N/A,https://www.facebook.com/reel/1552602979289689/,1,0,Vídeos,,,,,Total,2499,2467,46,40,2,4,26,26,,,,,12164.739,5.447,0,0,0
1188867550073550,100068509496158,Copinha,"NÃO VAI FALTAR APOIO!
As torcidas de São Paulo e Cruzeiro prometem um show à parte na final da Copinha Sil 2026.
#CopinhaSil2026 
📷Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 05:42",N/A,https://www.facebook.com/copinha/posts/pfbid02vktFw8rR1fB2dYa7C3CddPg1JWFck9YV7TXUoBNyjV8Xw8QHyXgrNK7F5vEomFzml,0,0,Fotos,,,,,Total,13597,9172,216,203,7,6,468,120,348,,,1,,,,,
1188865960073709,100068509496158,Copinha,"AQUECIMENTO!
Os times já trabalham no campo da Mercado Livre Arena Pacaembu! Tá chegando a hora da decisão!
#CopinhaSil2026 
📷Rebeca Reis e Jhony Inácio/Ag. Paulistão",,0,"01/25/2026 05:40",N/A,https://www.facebook.com/copinha/posts/pfbid028y1BWTTFzZeRafH78QmULiigCYVSGPHEXdFryMCB4qHWknqQPKyVT7cNWPmVSz1Vl,0,0,Fotos,,,,,Total,6876,5499,67,63,0,4,81,23,58,,,,,,,,
